 aqi, level, so2, no2, co, o3, pm10, pm2_5
113,3,70,62,1.5,77,158,85
35,1,15,20,0.8,42,35,20
56,2,2,21,0.4,107,42,20
118,3,11,42,1.3,105,146,89
44,1,12,20,0.6,61,44,27
44,1,6,12,0.5,88,29,11
51,2,5,13,0.6,101,42,23
25,1,5,15,0.5,50,20,6
63,2,39,42,1,61,75,39
85,2,5,42,0.5,120,119,59
25,1,10,20,0.9,25,21,12
26,1,9,13,0.7,52,24,14
61,2,3,12,0.6,113,40,26
32,1,8,25,0.6,38,23,13
34,1,12,17,0.6,68,34,23
58,2,2,14,0.6,109,35,19
21,1,5,15,0.6,41,19,8
68,2,6,15,0.6,121,38,22
49,1,18,24,0.9,42,49,31
63,2,8,15,0.7,115,66,40
108,3,2,9,0.2,81,165,35
32,1,6,15,0.5,63,23,11
39,1,5,16,0.4,77,27,12
129,3,19,36,0.9,70,208,47
32,1,5,17,0.5,63,29,13
82,2,21,34,1,61,92,60
35,1,12,27,0.8,32,32,24
20,1,9,15,0.7,27,20,10
