aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp_diff,humi_diff,w_dir_diff,wind_diff,rain_diff
55,54,19,17,0.9,14,60,39,-3,4,-45,0,0
57,55,22,18,1,18,59,40,-1,2,0,0,0
58,57,25,17,0.9,28,62,41,-1,0,0,0,0
60,58,23,18,0.8,49,63,43,0,3,0,0,0
55,60,23,16,0.8,65,57,39,-1,1,0,0,0
55,55,19,14,0.8,67,57,39,0,-1,45,0,0
54,55,15,12,0.8,58,52,38,0,-2,-45,0,0
45,54,12,13,0.8,44,45,31,1,-2,0,0,0
45,45,11,13,0.8,36,44,31,1,-3,0,0,0
48,45,11,11,0.8,34,44,33,1,-4,0,0,0
39,48,11,11,0.8,33,35,27,3,-7,45,0,0
30,39,12,11,0.8,33,30,21,2,-7,0,0,0
27,30,11,9,0.7,35,27,18,0,-1,-45,0,0
24,27,11,8,0.7,35,24,16,-1,5,0,0,0
24,24,12,8,0.8,36,24,16,-2,8,0,0,0
23,24,11,7,0.8,36,23,16,-2,6,0,0,0
23,23,10,6,0.7,36,23,13,-1,4,-45,0,0
24,23,9,6,0.7,35,24,14,0,0,0,0,0
22,24,9,6,0.7,35,22,13,0,-1,45,0,0
21,22,10,6,0.7,34,21,12,0,0,-45,0,0
22,21,10,8,0.7,29,22,12,0,-1,45,0,0
23,22,11,11,0.8,26,23,15,0,0,0,0,0
23,23,13,13,0.8,25,23,14,-1,2,0,0,0
23,23,15,11,0.8,27,23,15,0,1,0,0,0
26,23,16,11,0.8,28,24,18,0,1,0,0,0
26,26,17,11,0.8,29,25,18,0,0,0,0,0
28,26,18,11,0.8,34,27,19,0,1,0,0,0
35,28,18,11,0.8,37,35,18,0,1,0,0,0
29,35,16,11,0.8,40,27,20,0,-1,0,0,0
29,29,13,10,0.8,41,29,18,0,0,0,0,0
31,29,11,10,0.8,38,31,20,0,-2,0,0,0
33,31,10,10,0.8,35,33,22,0,-1,0,-1,0
42,33,10,10,0.8,35,42,26,1,-3,0,1,0
33,42,9,10,0.8,39,33,22,1,-4,0,-1,0
26,33,9,9,0.8,39,26,18,0,-3,0,1,0
21,26,10,9,0.8,37,21,13,0,0,45,0,0
20,21,11,9,0.9,38,20,12,1,-1,-45,0,0
18,20,11,7,0.8,41,18,10,-1,5,45,0,0
19,18,9,6,0.8,41,19,11,-1,4,-45,0,0
17,19,8,5,0.9,39,17,10,0,1,0,0,0
17,17,8,5,0.8,43,17,9,-1,6,-45,0,0
16,17,8,5,0.8,46,16,9,0,0,0,0,0.1
16,16,8,4,0.8,44,16,8,0,0,45,0,-0.1
16,16,8,4,0.8,43,16,7,-1,-2,0,0,0
16,16,8,5,0.7,50,15,8,0,-3,0,0,0
17,16,8,7,0.7,52,14,10,0,-1,0,0,0
16,17,9,10,0.7,48,16,8,0,6,45,0,0
15,16,11,10,0.7,48,14,8,0,0,-45,0,0
16,15,11,8,0.7,51,16,10,0,0,0,0,0
16,16,11,9,0.7,49,15,8,0,-2,0,0,0
18,16,13,9,0.7,46,18,10,-1,-1,0,0,0
20,18,13,9,0.7,45,20,13,1,-3,0,0,0
22,20,15,9,0.7,47,21,15,-1,-2,0,0,0
26,22,14,8,0.7,49,26,18,0,4,180,0,1
26,26,15,8,0.7,50,25,18,0,-1,-180,0,-0.9
30,26,17,9,0.7,49,30,21,1,-1,0,0,-0.1
36,30,15,9,0.7,46,31,25,0,1,0,0,0
38,36,11,8,0.7,45,32,26,-1,0,0,0,0
26,38,9,8,0.7,43,23,18,0,1,0,0,0
19,26,9,8,0.7,41,18,13,1,-4,0,0,0
20,19,9,8,0.7,40,17,14,0,-3,0,0,0
19,20,8,7,0.7,41,18,13,0,2,0,0,0
19,19,14,9,0.7,41,17,13,-1,2,0,0,0
90,19,9,7,0.7,43,88,67,0,0,0,0,0
49,90,7,6,0.7,42,40,34,0,3,0,0,0.9
25,49,7,6,0.7,42,22,17,-1,4,0,0,1.9
18,25,7,5,0.7,43,17,12,-2,2,0,0,1.8
16,18,7,5,0.7,44,15,11,0,1,45,0,-4
15,16,7,7,0.7,40,15,9,0,-1,-45,0,1.4
14,15,8,13,0.7,29,14,8,-1,1,45,0,-0.4
13,14,8,17,0.8,26,13,8,0,1,-45,0,-1.5
15,13,9,17,0.8,27,12,10,0,-1,0,0,2.3
18,15,11,23,0.8,20,18,11,0,1,45,-1,-1.1
19,18,13,23,0.9,18,18,13,0,0,0,0,0.3
22,19,15,22,1,20,19,15,0,0,-45,1,-1.5
24,22,14,14,0.9,33,24,16,0,0,0,-1,0.3
19,24,13,10,0.8,41,18,13,-1,1,180,0,2.5
22,19,13,11,0.8,43,21,15,0,0,-135,0,-1
26,22,13,10,0.7,49,23,18,0,0,-45,0,-1.3
20,26,11,10,0.7,54,18,14,0,0,80,0,1.1
20,20,13,10,0.7,52,17,14,0,0,-125,-1,2.2
25,20,13,11,0.7,50,23,17,0,0,0,1,-1
29,25,14,11,0.7,47,25,20,1,0,45,0,-0.4
32,29,13,9,0.7,48,29,22,0,-3,0,1,-1.2
28,32,12,8,0.6,49,25,19,1,-4,0,0,-1.3
23,28,13,8,0.7,48,21,16,0,0,0,0,0
22,23,12,6,0.7,51,21,15,0,-5,0,0,0
20,22,11,5,0.7,50,20,14,0,1,0,0,0
29,20,10,5,0.7,49,25,20,0,1,0,0,0
35,29,10,5,0.7,45,35,24,0,0,0,0,0
43,35,10,6,0.7,41,39,30,-1,3,0,0,0
45,43,10,6,0.7,40,38,31,0,1,0,-1,0
43,45,10,7,0.7,38,38,30,0,-1,0,0,0
42,43,11,11,0.7,34,39,29,0,0,0,1,0
42,42,12,11,0.7,33,40,29,0,-1,0,-1,0
48,42,14,11,0.7,33,43,33,0,1,0,0,0
52,48,18,11,0.7,38,47,36,0,2,0,0,0
57,52,17,11,0.7,43,49,40,0,0,0,0,0
52,57,17,10,0.7,47,45,36,0,0,0,1,0
53,52,16,10,0.7,49,43,37,0,1,0,0,0
48,53,15,9,0.7,51,41,33,0,0,0,-1,0
48,48,13,8,0.7,54,41,33,0,-1,0,1,0
52,48,12,8,0.7,57,43,36,0,0,45,-1,0
49,52,14,9,0.7,56,40,34,1,-2,-45,0,0
48,49,16,9,0.7,56,41,33,0,-4,45,0,0.2
35,48,15,10,0.7,56,32,24,1,-4,-45,0,-0.2
32,35,15,10,0.7,53,28,22,0,-1,45,0,0
40,32,14,11,0.7,51,33,28,1,-3,0,1,0
45,40,12,10,0.7,54,39,31,0,-3,0,0,0
54,45,11,8,0.7,57,41,38,0,1,35,-1,0
48,54,10,7,0.7,58,39,33,0,-1,0,0,0
40,48,9,6,0.7,61,34,28,-1,2,-35,1,0
38,40,8,6,0.6,63,33,26,0,1,-45,0,0
35,38,7,5,0.6,63,29,24,0,3,0,0,0
32,35,7,5,0.6,63,28,22,-1,2,45,0,0
29,32,7,5,0.7,61,25,20,0,2,-45,0,0
30,29,8,5,0.6,64,25,21,-1,0,0,0,0
25,30,7,6,0.6,66,23,17,0,0,0,0,0
22,25,8,7,0.7,64,20,15,0,0,0,0,0
26,22,10,8,0.7,61,24,18,0,0,45,0,0
32,26,11,8,0.7,58,29,22,0,1,-45,0,0
38,32,11,8,0.7,57,31,26,0,1,180,0,0
39,38,11,8,0.7,55,34,27,0,-4,-135,0,0
38,39,11,8,0.7,55,34,26,0,1,-45,0,0
39,38,12,8,0.7,56,35,27,0,-2,0,0,0
43,39,11,9,0.7,57,37,30,0,0,0,0,0
46,43,11,8,0.7,55,41,32,0,2,0,-1,0
46,46,11,8,0.7,53,39,32,0,0,0,1,0
43,46,12,8,0.7,50,39,30,0,-1,0,0,0
46,43,11,7,0.6,50,39,32,1,-2,0,0,0
45,46,11,7,0.6,49,36,31,0,-1,0,0,0
43,45,11,6,0.6,53,37,30,1,-3,45,0,0
39,43,10,6,0.6,56,32,27,0,0,0,0,0
35,39,9,5,0.6,57,29,24,0,1,0,0,0
32,35,10,5,0.6,57,28,22,-1,1,-45,0,0
32,32,10,4,0.6,57,29,22,0,2,-45,0,0
33,32,9,4,0.6,56,27,23,-1,0,45,0,0
33,33,10,4,0.6,54,28,23,0,3,0,0,0
36,33,10,4,0.6,52,30,25,0,-3,0,0,0
38,36,9,4,0.6,50,32,26,0,-2,0,0,0
38,38,10,5,0.6,48,31,26,-1,-1,0,0,0
33,38,11,8,0.6,44,29,23,0,0,0,0,0
33,33,13,9,0.6,44,31,23,0,3,0,0,0
36,33,14,10,0.6,46,30,25,0,2,0,0,0
39,36,16,7,0.6,60,36,27,0,10,45,-1,0
40,39,15,7,0.6,63,35,28,0,-2,-45,0,0
44,40,15,7,0.6,64,44,28,0,-4,0,1,0
42,44,15,7,0.6,60,36,29,0,-2,45,-1,0
43,42,15,8,0.6,57,37,30,1,-1,0,0,0
46,43,17,8,0.6,53,39,32,1,-7,0,1,0
50,46,17,8,0.6,50,43,35,1,-4,-45,-1,0
52,50,16,8,0.6,49,43,36,0,-5,45,1,0
53,52,15,7,0.6,49,45,37,1,-3,-45,0,0
53,53,15,6,0.6,48,43,37,0,-1,45,0,0
49,53,14,6,0.6,48,41,34,0,2,-45,0,0
49,49,17,6,0.6,48,42,34,0,3,0,0,0
48,49,17,5,0.6,48,39,33,-1,4,0,0,0
45,48,18,6,0.6,48,39,31,0,3,0,0,0
43,45,17,6,0.6,47,35,30,0,1,0,0,0
40,43,18,7,0.7,42,35,28,-1,1,0,0,0
45,40,18,8,0.6,37,39,31,0,0,0,-1,0
52,45,17,12,0.7,30,43,36,0,1,0,1,0
54,52,31,14,0.8,30,46,38,0,-3,0,0,0
64,54,31,13,0.7,39,58,46,0,1,180,-1,0
59,64,27,12,0.7,50,55,42,0,0,-180,0,0
54,59,20,9,0.6,68,48,38,0,5,80,0,0
38,54,16,7,0.6,82,37,26,-1,0,-35,0,0
29,38,12,6,0.5,89,27,20,0,3,0,0,0
29,29,13,6,0.6,92,28,20,0,3,0,0,0
32,29,14,6,0.6,90,31,22,1,-7,-45,0,0
33,32,18,7,0.6,84,30,23,1,-5,45,0,0
33,33,20,9,0.6,74,33,23,2,-11,0,0,0
36,33,21,11,0.6,66,34,25,2,-20,0,0,0
36,36,23,13,0.6,59,35,25,1,-2,-45,1,0
42,36,20,13,0.7,56,36,29,1,0,80,0,0
42,42,19,13,0.6,52,37,29,1,-2,-35,-1,0
42,42,24,12,0.7,49,39,29,1,-1,35,1,0
42,42,21,14,0.7,40,39,29,-1,3,-80,0,0
43,42,22,15,0.8,33,38,30,-1,5,0,0,0
45,43,20,14,0.8,28,42,31,-1,4,0,0,0
43,45,17,12,0.7,29,40,30,-2,12,45,-1,0
42,43,16,13,0.7,23,39,29,-2,7,180,0,0
45,42,16,14,0.8,19,40,31,-1,7,45,0,0
45,45,17,16,0.8,17,40,31,-1,6,0,0,0
46,45,17,18,0.8,14,41,32,0,3,-45,0,0
52,46,21,18,0.8,17,45,36,-1,2,-90,0,0
54,52,27,18,0.9,26,49,38,0,2,135,0,0
53,54,34,22,1,33,48,37,-1,2,0,0,0
55,53,25,13,0.7,56,54,39,0,1,0,0,0
50,55,17,8,0.6,74,48,35,0,1,0,0,0
42,50,17,9,0.6,83,40,29,0,1,-225,0,0
39,42,15,8,0.6,88,39,27,0,-3,90,0,0
38,39,15,8,0.6,88,37,26,1,0,-90,0,0
38,38,16,9,0.6,82,38,26,0,-3,225,0,0
38,38,17,11,0.7,76,37,26,3,-11,-270,0,0
36,38,26,15,0.7,65,34,25,1,-6,45,1,0
41,36,32,19,0.7,53,41,28,2,-11,-45,0,0
52,41,36,20,0.7,49,47,36,2,-8,180,-1,0
43,52,36,20,0.7,47,42,30,1,-8,-45,1,0
45,43,33,17,0.7,47,42,31,0,3,45,0,0
40,45,35,17,0.7,46,39,28,1,0,45,-1,0
39,40,39,16,0.7,44,38,27,-1,0,45,0,0
42,39,33,14,0.7,47,38,29,0,5,-45,0,0
38,42,32,15,0.7,43,38,26,-1,0,-180,0,0
39,38,28,12,0.7,51,35,27,-1,11,35,0,0
38,39,26,11,0.6,54,35,26,-1,-4,190,0,0
39,38,20,8,0.6,64,38,27,0,5,-45,0,0
39,39,16,9,0.6,67,37,27,0,-1,0,0,0
43,39,16,15,0.6,60,39,30,0,1,-270,-1,0
45,43,17,14,0.6,67,40,31,-1,2,180,1,0
46,45,13,9,0.6,80,44,32,0,1,-180,0,0
48,46,14,10,0.6,81,47,33,0,-4,125,0,0
53,48,15,11,0.6,83,49,37,1,-8,0,0,0
54,53,17,10,0.6,85,52,38,0,-3,0,1,0
53,54,16,10,0.6,89,54,37,0,-1,55,0,0
54,53,16,10,0.6,90,54,38,-1,7,0,-1,0
54,54,15,10,0.6,90,52,38,0,1,-55,1,0
55,54,15,9,0.6,91,52,39,0,-2,55,-1,0
55,55,16,10,0.6,90,52,39,0,8,-55,1,0
58,55,19,11,0.6,88,52,41,0,1,55,-2,0
58,58,23,13,0.6,84,53,41,0,0,-55,1,0
60,58,25,14,0.6,82,56,43,1,-4,55,1,0
62,60,18,11,0.6,89,55,44,0,-2,-55,-1,0
62,62,25,14,0.7,80,55,44,1,-2,0,0,0
65,62,23,12,0.7,78,56,47,0,-5,0,1,0
67,65,20,11,0.6,76,58,48,0,-1,0,0,0
64,67,18,10,0.6,76,57,46,0,-2,0,-1,0
68,64,17,9,0.6,81,58,49,0,1,-35,1,0
69,68,16,8,0.7,85,61,50,-1,2,0,-1,0
73,69,13,8,0.7,94,64,53,0,2,90,0,0
77,73,10,9,0.7,98,75,56,0,3,-90,0,0
78,77,10,10,0.7,96,80,57,0,2,-45,0,0
80,78,9,11,0.7,87,80,59,-1,2,-45,0,0
80,80,10,15,0.7,74,74,59,0,1,45,0,0
84,80,11,17,0.8,70,72,62,0,3,-45,0,0
84,84,13,16,0.8,75,73,62,0,0,45,0,0
88,84,15,15,0.8,77,82,65,0,3,180,0,0
92,88,18,15,0.8,76,91,68,0,1,-135,0,0
100,92,21,17,0.8,74,99,75,0,7,0,0,0
102,100,22,18,0.8,73,101,76,-1,4,-90,0,0
103,102,22,20,0.8,71,107,77,-1,9,90,0,0.1
103,103,20,19,0.8,70,108,77,0,4,35,0,0.2
97,103,21,18,0.8,69,91,72,1,0,-35,0,-0.2
92,97,20,19,0.8,60,86,68,0,-3,-45,-1,-0.1
104,92,20,20,0.9,52,96,78,1,-2,0,1,0
109,104,16,20,0.9,48,95,82,0,-1,0,0,0
104,109,13,19,0.9,46,89,78,1,-2,0,0,0
97,104,13,19,0.8,46,82,72,0,-2,45,0,0
83,97,10,16,0.8,48,69,61,0,-2,-45,0,0
74,83,10,11,0.8,47,61,54,0,2,45,0,0
64,74,10,9,0.8,41,52,46,0,0,0,0,0
57,64,8,8,0.8,36,44,40,0,2,0,0,0
48,57,8,7,0.8,34,38,33,0,2,0,0,0
40,48,8,7,0.7,34,35,28,-1,4,-45,0,0.2
36,40,8,7,0.8,26,31,25,0,2,45,0,0.1
38,36,9,8,0.7,23,31,26,0,1,-45,1,-0.2
33,38,8,8,0.7,26,29,23,0,0,0,-1,0.2
23,33,8,10,0.7,27,23,14,-1,0,0,1,-0.1
23,23,10,10,0.7,29,21,16,0,0,0,0,0
23,23,13,12,0.7,28,22,16,0,-1,0,-1,0
29,23,16,12,0.7,29,26,20,0,1,-45,0,-0.1
29,29,19,12,0.7,32,27,20,0,-1,0,0,0.1
33,29,19,11,0.7,36,28,23,-1,-2,0,1,-0.1
33,33,18,11,0.7,39,29,23,0,0,225,0,-0.1
32,33,17,11,0.7,40,31,22,0,-1,-180,-1,0
38,32,16,10,0.7,40,32,26,0,2,45,0,0
43,38,14,10,0.7,40,36,30,1,-4,-45,0,0
50,43,13,10,0.7,39,44,35,0,-1,45,0,0
59,50,12,11,0.7,38,51,42,1,-2,-90,0,0
57,59,11,11,0.7,39,47,40,0,-2,90,0,0
48,57,12,11,0.7,38,41,33,1,-4,-45,1,0
39,48,13,10,0.7,38,34,27,0,-2,45,-1,0
33,39,11,8,0.7,39,29,23,0,0,0,1,0
28,33,10,6,0.7,39,25,19,0,-1,-45,0,0
20,28,9,5,0.6,40,20,14,0,5,0,0,0
18,20,8,4,0.6,42,15,12,-1,3,0,0,0
14,18,7,4,0.6,42,13,9,0,4,0,0,0.1
15,14,8,4,0.6,42,13,10,0,2,0,0,0.1
14,15,7,4,0.6,42,13,9,-1,1,0,0,0
14,14,8,5,0.6,44,14,9,0,0,0,0,0
16,14,8,7,0.6,49,13,10,0,2,180,-1,0
16,16,8,8,0.6,51,15,11,0,0,-180,1,0.4
16,16,8,7,0.6,51,15,11,0,-3,0,0,-0.6
18,16,10,8,0.6,50,16,12,-1,-2,0,0,0
16,18,12,7,0.6,48,16,11,0,1,45,-1,0
16,16,13,6,0.6,49,15,10,0,0,-45,1,0
16,16,12,5,0.6,51,15,11,0,-1,0,0,0
18,16,12,6,0.6,57,15,10,0,-1,0,0,0
19,18,11,6,0.6,59,14,10,0,0,45,-1,0
18,19,12,6,0.6,57,15,10,0,2,0,1,0.3
20,18,12,7,0.6,58,20,11,0,-2,-45,0,-0.3
22,20,12,7,0.6,56,20,15,0,0,45,0,0
26,22,12,8,0.6,55,25,18,0,-3,-45,0,0
28,26,11,7,0.6,57,25,19,1,-3,0,0,0
30,28,10,6,0.6,59,27,21,1,-8,0,0,0
33,30,10,6,0.6,59,31,23,1,-3,0,0,0
36,33,10,5,0.6,59,30,25,0,1,0,0,0
38,36,10,4,0.6,59,32,26,-1,3,0,0,0
35,38,10,4,0.6,58,32,24,0,2,0,0,0
32,35,9,4,0.6,58,29,22,-1,4,0,0,0
33,32,8,4,0.6,61,27,23,0,2,45,0,0
32,33,8,4,0.6,61,28,22,0,2,-45,0,0
32,32,8,4,0.6,62,28,22,-1,1,0,0,0
33,32,8,5,0.6,62,29,23,0,1,-45,0,0
36,33,8,7,0.6,59,31,25,0,0,45,0,0
36,36,9,8,0.6,58,32,25,0,1,45,0,0
38,36,11,8,0.6,60,34,26,0,-1,-45,0,0
39,38,13,9,0.6,61,34,27,0,0,0,0,0
40,39,15,10,0.6,61,34,28,0,0,0,0,0
42,40,19,11,0.7,62,37,29,-1,1,0,0,0
43,42,20,11,0.7,64,38,30,0,0,0,-1,0
45,43,21,11,0.7,71,38,31,0,2,45,1,0
42,45,21,12,0.7,75,39,29,0,0,-45,0,0
45,42,21,13,0.7,80,41,31,0,0,0,0,0
45,45,21,15,0.8,76,43,31,1,-8,0,-1,0
49,45,23,21,0.8,61,44,34,1,-5,0,0,0
52,49,34,29,1,40,51,36,0,-3,80,0,0
60,52,25,20,0.9,41,67,43,1,-3,0,0,0
65,60,19,12,0.8,42,59,47,2,-8,0,0,0
55,65,17,10,0.7,45,52,39,1,-1,0,0,0
60,55,15,7,0.7,49,52,43,1,-1,-80,0,0
64,60,14,7,0.6,51,56,46,0,-5,45,0,0
72,64,12,7,0.7,52,60,52,0,1,-45,0,0
73,72,11,7,0.6,53,64,53,-3,19,270,0,0
70,73,10,7,0.6,54,61,51,0,2,-270,0,0
68,70,10,6,0.6,53,58,49,-1,4,0,1,0
62,68,9,6,0.6,51,56,44,-1,3,-45,0,0
60,62,10,8,0.6,47,55,43,0,2,45,-1,0
67,60,10,10,0.6,44,58,48,0,0,0,0,0
64,67,11,13,0.6,41,58,46,0,-2,45,0,0
62,64,15,13,0.6,42,56,44,0,0,-45,1,0
60,62,15,14,0.6,42,55,43,0,0,0,0,0
63,60,18,15,0.7,39,57,45,0,1,0,0,0
67,63,21,14,0.8,42,64,48,0,5,0,-1,0
62,67,18,11,0.7,50,59,44,0,-3,0,0,0
46,62,15,9,0.7,54,44,32,0,1,45,0,0
33,46,13,10,0.7,50,33,23,0,0,-45,0,0
32,33,12,11,0.7,48,32,22,0,-1,45,0,0
26,32,15,12,0.7,40,26,18,1,-4,-90,-1,0
26,26,15,11,0.7,39,26,16,1,-1,0,1,0
26,26,14,9,0.7,37,26,16,0,0,125,0,0
21,26,13,8,0.6,35,21,14,1,-3,-35,0,0
17,21,12,8,0.6,34,17,10,0,2,90,1,0
15,17,11,6,0.6,35,15,9,0,1,0,0,0
12,15,10,6,0.6,32,12,6,0,0,0,0,0
11,12,9,7,0.7,31,11,5,0,1,-55,-1,0
11,11,9,7,0.7,27,11,5,0,4,190,0,0
10,11,9,7,0.7,26,10,4,0,2,0,1,0
12,10,7,5,0.7,36,10,4,0,3,0,0,0
13,12,6,4,0.7,41,8,3,0,-1,0,0,0
14,13,7,5,0.7,43,9,4,0,0,0,0,0
14,14,7,7,0.7,43,9,5,0,0,-45,-1,0
13,14,7,9,0.7,41,10,5,0,2,45,0,0.1
13,13,9,9,0.7,40,10,6,0,0,-315,0,0
13,13,12,9,0.7,40,10,6,0,1,90,0,0.5
13,13,13,8,0.7,40,13,6,-3,-1,-90,2,0.8
17,13,14,8,0.7,42,17,9,0,-1,0,-2,5.7
17,17,14,9,0.7,45,17,11,0,0,45,0,-6.2
19,17,14,8,0.7,49,18,13,0,-1,225,0,-0.5
20,19,12,8,0.8,50,20,12,-1,-2,-45,1,0.5
23,20,13,8,0.8,51,23,16,0,0,45,0,-0.2
25,23,12,8,0.7,49,23,17,1,-2,-270,-1,-0.7
32,25,13,9,0.7,49,28,22,1,0,90,0,0
35,32,13,8,0.7,51,33,24,0,-2,0,0,0
35,35,12,8,0.7,56,31,24,0,-2,0,1,0
32,35,12,8,0.7,57,28,22,1,-3,0,-1,0
29,32,11,7,0.7,57,29,20,1,-5,0,0,0
28,29,11,5,0.7,56,27,19,0,-2,0,0,0
25,28,11,5,0.7,55,25,16,0,1,-45,1,0
23,25,10,5,0.6,55,21,16,0,1,0,0,0
25,23,10,5,0.6,55,22,17,-1,2,0,0,0
23,25,10,4,0.7,54,20,16,0,0,45,0,0
21,23,9,4,0.6,53,21,14,0,-1,-45,0,0
19,21,8,4,0.7,53,19,13,0,0,0,0,0
19,19,9,5,0.7,51,18,13,-1,3,45,-1,0
18,19,9,7,0.7,48,18,11,0,0,-45,1,0
16,18,10,8,0.7,48,16,11,0,-1,0,0,0
18,16,11,7,0.7,48,17,12,0,0,0,-1,0
22,18,12,8,0.8,48,22,13,0,1,0,1,0
20,22,14,7,0.7,51,20,12,0,2,0,0,0
22,20,13,7,0.7,55,21,15,0,0,0,0,0
26,22,14,8,0.7,56,26,15,0,1,0,0,0
29,26,15,8,0.8,56,29,18,0,0,0,0,0
33,29,14,8,0.8,55,33,22,-1,1,0,0,0
40,33,14,9,0.8,54,39,28,0,-2,0,0,0
46,40,12,9,0.8,54,44,32,1,0,0,0,0
54,46,9,9,0.7,54,51,38,0,-2,0,0,0
46,54,8,8,0.7,53,44,32,2,-8,0,-1,0
39,46,8,7,0.7,52,34,27,0,0,0,0,0
28,39,7,6,0.7,53,25,19,0,-1,0,1,0
21,28,7,5,0.7,55,21,14,-1,2,0,0,0
18,21,7,4,0.6,57,17,12,0,1,0,0,0
18,18,7,4,0.6,56,15,9,0,2,0,0,0
18,18,7,4,0.6,56,14,8,-1,8,0,0,0
17,18,7,4,0.6,53,13,7,-1,6,0,0,0
16,17,7,4,0.6,50,11,7,-1,2,0,0,0
16,16,8,4,0.6,49,13,7,0,1,0,0,0.1
16,16,8,4,0.6,51,15,11,0,0,0,0,-0.1
16,16,8,4,0.6,48,13,11,0,0,0,0,0.1
15,16,8,6,0.7,42,15,10,0,0,0,0,-0.1
12,15,9,8,0.7,38,12,7,0,1,0,0,0.1
15,12,11,9,0.7,36,15,10,-1,0,0,0,0
17,15,14,8,0.7,37,17,11,0,1,0,0,0
23,17,15,8,0.7,41,22,16,1,-2,0,0,-0.1
28,23,14,7,0.7,40,26,19,0,-3,0,0,0
36,28,12,6,0.7,40,34,25,0,0,0,0,0
43,36,13,7,0.7,44,39,30,0,0,45,-1,0
40,43,14,6,0.7,47,37,28,0,-1,-45,0,0
38,40,16,7,0.7,45,38,26,0,0,0,1,0
48,38,14,7,0.7,44,45,33,0,-2,0,-1,0
50,48,13,7,0.7,46,44,35,1,-5,0,1,0
42,50,11,7,0.7,45,39,29,1,-1,0,0,0
42,42,11,8,0.7,45,39,29,0,1,45,0,0
39,42,11,8,0.7,45,35,27,0,-3,-45,0,0
38,39,11,7,0.6,46,38,26,0,0,0,0,0
29,38,10,5,0.6,54,27,20,-1,2,45,0,0
22,29,9,4,0.6,55,22,14,0,0,-45,0,0
25,22,8,4,0.6,55,25,16,0,5,0,0,0
22,25,8,4,0.7,56,22,14,-1,5,0,-1,0
22,22,8,4,0.6,55,22,15,0,1,0,1,0.1
21,22,8,4,0.6,56,21,14,0,-1,0,0,-0.1
23,21,8,3,0.6,56,21,16,0,1,0,-1,0
22,23,8,4,0.6,58,22,15,0,-6,0,1,0
27,22,8,6,0.6,65,27,16,0,2,0,-1,0
22,27,9,7,0.6,67,22,14,0,2,0,0,0
23,22,11,7,0.6,65,22,16,0,-1,0,0,0
26,23,14,7,0.6,67,26,17,0,1,0,0,0
25,26,13,6,0.6,76,25,16,0,-4,0,1,0
25,25,14,5,0.6,79,24,15,0,0,0,0,0
27,25,12,5,0.6,86,24,16,0,-2,0,-1,0
28,27,11,5,0.6,87,23,14,0,-3,0,1,0
27,28,12,6,0.6,85,21,13,0,-3,0,0,0
26,27,14,6,0.6,82,23,15,0,1,0,-1,0
28,26,17,8,0.6,77,27,19,0,1,0,0,0
30,28,21,10,0.6,69,30,21,2,-13,45,1,0
36,30,26,12,0.7,62,34,25,1,-4,0,0,0
43,36,27,13,0.7,55,40,30,1,-8,-45,0,0
49,43,25,14,0.7,50,43,34,1,-2,0,0,0
48,49,22,12,0.7,48,43,33,1,-1,0,-1,0
48,48,20,9,0.6,53,41,33,-1,2,45,0,0
43,48,18,8,0.6,55,40,30,0,2,-90,-1,0
42,43,17,7,0.7,54,42,29,0,2,90,1,0
41,42,17,6,0.6,55,41,28,-1,2,-90,0,0
38,41,16,6,0.6,58,36,26,0,5,90,0,0
35,38,12,5,0.6,65,33,24,0,3,-45,0,0
37,35,10,5,0.5,65,37,24,-1,2,45,0,0
36,37,9,7,0.5,60,36,23,0,3,0,0,0
38,36,10,10,0.6,56,38,24,0,4,-90,-1,0
40,38,10,14,0.6,50,40,25,0,3,315,1,0
43,40,12,15,0.6,48,43,24,0,0,-45,0,0
46,43,13,14,0.6,49,46,27,0,-1,-145,0,0
41,46,15,11,0.6,48,41,24,0,-5,55,1,0
35,41,14,9,0.6,47,35,23,0,1,135,-1,0
30,35,13,8,0.6,45,30,21,-1,3,0,0,0
30,30,12,7,0.6,42,30,19,0,2,-190,0,0
32,30,12,8,0.7,39,30,22,0,0,-35,0,0
35,32,12,8,0.7,36,31,24,0,3,35,0,0
36,35,13,9,0.7,32,32,25,0,-1,190,0,0
36,36,12,9,0.7,32,33,25,1,0,-190,0,0
32,36,12,9,0.7,30,31,22,0,-2,190,0,0
33,32,13,10,0.7,27,32,23,1,-1,0,1,0
25,33,11,8,0.7,28,22,17,0,1,0,0,0
18,25,11,8,0.6,28,18,12,0,2,0,0,0
16,18,10,7,0.6,28,15,11,0,3,0,0,0
16,16,10,6,0.6,27,16,11,0,0,0,0,0
15,16,9,6,0.6,27,14,10,0,2,0,0,0
13,15,8,5,0.7,27,13,8,0,1,0,0,0
12,13,7,5,0.7,25,12,8,-1,3,0,0,0
13,12,8,6,0.7,23,13,8,0,3,-135,0,0.1
14,13,9,7,0.7,21,14,9,0,1,90,0,-0.1
13,14,9,9,0.7,17,13,9,0,0,45,0,0
13,13,9,12,0.7,13,13,8,0,0,0,0,0.1
13,13,10,14,0.8,12,13,7,0,0,-45,-1,0.1
16,13,13,14,0.8,13,16,8,0,1,-45,0,0
16,16,14,14,0.8,16,16,10,0,0,-45,0,0.2
20,16,15,14,0.8,17,19,14,0,0,-90,0,-0.1
