aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp,humi,w_dir,wind,rain
58,54,12,20,0.9,12,57,41,15,78,315,2,0
60,58,13,20,1,10,57,43,14,82,315,2,0
62,60,15,21,1.1,8,63,44,14,83,315,2,0
65,62,18,22,1.2,8,70,47,13,86,45,2,0
69,65,24,25,1.3,11,78,50,10,88,45,2,0
73,69,29,29,1.2,16,85,53,9,88,45,2,0
73,73,30,30,1.1,25,87,53,9,87,45,2,0
66,73,25,24,0.7,47,81,47,8,88,45,1,0
54,66,15,13,0.5,69,58,38,8,88,90,1,0
45,54,12,13,0.5,79,45,30,8,88,90,1,0
47,45,13,16,0.6,76,47,27,8,88,45,1,0
52,47,15,20,0.9,51,54,32,8,87,45,2,0
65,52,19,24,1.1,28,78,47,9,83,90,1,0
92,65,17,25,1,18,95,68,11,78,45,1,0
93,92,17,25,1,15,90,69,14,70,0,1,0
87,93,18,26,1,14,81,64,17,62,45,1,0
78,87,18,26,1,13,73,57,19,57,125,2,0
70,78,18,25,1,10,72,51,20,54,90,2,0
70,70,18,23,1,9,73,51,15,62,90,2,0
73,70,14,22,1,7,79,53,12,74,45,3,0
67,73,12,20,1,7,74,48,10,81,45,2,0
58,67,10,18,1,6,58,41,9,86,45,2,0
52,58,8,18,1,6,51,36,8,87,0,2,0
45,52,8,16,1,6,43,31,8,89,45,2,0
42,45,8,15,1,7,39,29,8,90,90,2,0
40,42,10,15,0.9,8,39,28,8,91,45,2,0
39,40,13,17,0.9,7,36,27,7,91,45,2,0
34,39,19,18,1,8,34,21,7,95,45,2,0
38,34,20,17,1,10,38,23,7,95,45,2,0
41,38,19,17,1,11,41,26,7,95,45,2,0
46,41,21,17,1,12,46,27,7,95,45,2,0
50,46,21,17,1,14,50,30,7,95,45,2,0
51,50,20,17,1,16,51,33,7,94,45,2,0
51,51,19,19,1,16,52,34,7,94,45,1,0
51,51,18,21,1,15,51,35,7,92,45,1,0
53,51,15,24,1,13,56,34,7,89,45,1,0
52,53,14,23,1,16,54,33,8,87,45,2,0
48,52,12,21,0.9,17,48,30,8,85,45,1,0
46,48,12,22,1,14,44,32,8,85,45,2,0
45,46,12,23,1,12,43,31,8,83,90,2,0
47,45,12,22,1,12,47,31,8,84,90,2,0
43,47,10,19,1,14,42,30,8,85,45,2,0
35,43,9,18,1,14,32,24,8,86,45,2,0
25,35,8,17,1,13,23,17,8,87,45,2,0
22,25,7,14,0.9,16,19,15,8,89,45,2,0
18,22,7,14,0.9,18,17,12,8,90,45,2,0
16,18,7,12,0.9,19,16,10,8,89,45,2,0
15,16,7,13,0.9,18,15,9,8,91,0,2,0
18,15,7,15,0.9,16,17,12,7,94,90,2,0
15,18,7,16,0.9,12,15,10,7,95,45,1,0
16,15,7,16,1,11,16,10,7,96,45,1,0.2
16,16,8,16,1,9,16,11,7,97,45,1,0.1
23,16,10,17,1.1,8,23,16,7,97,45,2,0.2
35,23,13,18,1.1,9,35,22,7,97,45,2,0.1
41,35,14,21,1.2,7,41,26,7,97,45,1,0.1
54,41,17,24,1.4,7,58,37,7,97,45,2,0.1
67,54,17,26,1.4,6,74,48,6,97,45,2,0
68,67,19,29,1.5,6,68,49,6,98,45,2,0.1
77,68,21,29,1.4,6,83,56,6,97,45,2,0
78,77,23,31,1.4,5,84,57,6,97,45,1,0
78,78,34,32,1.6,5,88,57,7,96,90,1,0
88,78,35,30,1.7,7,104,65,7,95,45,1,0
84,88,27,30,1.4,9,100,62,7,95,90,1,0
69,84,16,31,1,13,78,50,7,97,90,1,0
43,69,12,28,0.8,17,40,30,8,97,0,1,0
32,43,10,27,0.7,16,26,22,8,97,90,2,0
20,32,10,24,0.7,20,19,14,8,96,45,1,0
22,20,10,22,0.6,24,21,15,8,95,45,1,0
19,22,10,13,0.5,35,18,13,9,95,90,1,0
15,19,9,10,0.5,38,13,10,9,94,180,1,0
14,15,9,11,0.5,39,14,9,10,97,125,2,2.6
15,14,9,11,0.5,42,15,10,11,98,270,1,1.3
23,15,13,15,0.4,49,23,13,18,65,180,3,0
26,23,12,14,0.4,50,26,12,18,69,180,3,0
26,26,10,12,0.4,50,26,13,17,73,315,2,0
27,26,8,8,0.4,52,27,15,17,74,315,2,0
22,27,8,10,0.4,50,22,15,15,82,180,2,0.2
22,22,8,10,0.4,49,18,15,15,80,315,2,0
22,22,8,8,0.4,52,19,15,15,79,315,2,0
20,22,8,13,0.5,47,19,14,16,80,315,2,0
19,20,9,19,0.5,42,18,13,16,82,315,2,0
20,19,9,19,0.5,43,20,14,15,84,180,2,0
20,20,11,19,0.5,47,20,14,15,88,315,2,0.2
19,20,12,14,0.4,58,18,13,14,94,180,2,1.3
20,19,13,12,0.4,60,20,10,14,96,315,2,0.8
25,20,11,13,0.4,57,25,8,14,92,315,2,0
20,25,10,12,0.4,57,20,8,14,93,315,2,0
27,20,10,12,0.4,54,27,12,14,93,315,2,0
27,27,11,16,0.5,50,27,15,14,92,315,2,0.4
34,27,10,17,0.5,50,34,16,15,84,315,2,0
30,34,9,20,0.5,47,30,18,15,79,315,2,0
29,30,11,16,0.4,52,29,18,16,72,315,4,0
27,29,11,17,0.4,58,27,15,16,75,180,2,0
19,27,11,21,0.4,49,19,12,16,77,180,2,0
21,19,15,29,0.6,31,21,12,17,75,180,3,0
29,21,13,22,0.7,26,29,17,16,79,315,2,0.1
40,29,9,11,0.8,37,40,22,17,75,315,2,0
26,40,8,13,0.8,39,26,14,15,86,125,3,8
21,26,9,12,0.8,42,21,13,15,87,180,2,15.2
21,21,10,10,0.7,47,21,13,16,77,315,2,0
21,21,9,9,0.7,51,21,12,15,70,315,2,0
22,21,8,8,0.7,53,20,15,13,83,270,1,0
26,22,8,8,0.6,51,24,18,13,94,270,2,0
27,26,10,13,0.7,41,27,18,9,82,225,3,0
35,27,12,22,0.8,30,34,24,8,82,45,2,0
48,35,15,24,0.8,31,46,33,8,79,0,2,0
55,48,17,23,0.8,38,60,38,8,79,0,2,0
54,55,19,23,0.9,44,57,38,7,79,0,2,0
53,54,24,30,1,46,55,35,7,78,0,2,0
60,53,25,30,0.9,59,70,40,6,79,45,1,0
59,60,22,28,0.8,68,67,40,5,85,225,1,0
57,59,19,27,0.7,74,62,40,5,85,225,1,0
53,57,20,26,0.7,80,56,32,4,89,0,1,0
54,53,20,29,0.7,81,57,34,6,80,125,1,0
53,54,21,43,0.8,63,55,31,8,69,125,1,0
56,53,32,56,1,38,62,32,9,64,125,2,0
65,56,35,59,1,26,80,41,11,55,180,2,0
69,65,39,62,1.1,16,88,45,13,53,0,1,0
70,69,37,54,1.1,18,89,46,15,50,315,2,0
71,70,35,47,1.1,19,91,43,15,51,270,2,0
71,71,31,41,1,21,92,44,16,48,225,1,0
65,71,23,37,1,21,79,43,17,45,315,1,0
65,65,20,33,1,22,79,40,15,57,270,1,0
63,65,24,33,1.1,19,76,37,12,72,270,1,0
66,63,21,30,1,20,82,42,11,80,270,1,0
62,66,21,32,0.8,24,74,41,10,84,225,1,0
56,62,17,24,0.7,34,61,36,9,86,225,1,0
46,56,16,24,0.6,35,46,29,9,89,45,0,0
44,46,17,30,0.8,28,44,28,9,91,125,0,0
48,44,17,33,0.7,28,48,31,8,93,0,0,0
52,48,16,27,0.6,36,53,28,9,93,0,1,0
49,52,15,24,0.5,42,49,28,9,91,125,1,0
45,49,14,19,0.5,49,45,28,10,90,90,1,0
46,45,14,16,0.5,56,46,25,10,88,45,1,0
46,46,13,12,0.4,65,46,25,10,89,90,1,0
42,46,11,11,0.4,70,42,24,10,91,125,1,0
44,42,11,12,0.4,70,44,21,10,91,125,1,0
45,44,11,15,0.5,67,45,20,10,90,180,1,0
41,45,12,19,0.5,60,41,22,11,87,45,1,0
44,41,14,19,0.5,59,44,23,15,81,315,2,0
44,44,14,19,0.5,59,44,25,16,77,315,2,0
43,44,13,18,0.5,57,43,25,17,74,315,2,0
45,43,13,22,0.5,50,45,24,18,67,315,2,0
46,45,14,23,0.6,45,46,28,19,64,180,2,0
51,46,14,18,0.6,44,51,31,19,62,180,2,0
47,51,13,21,0.8,26,47,30,19,64,180,2,0
53,47,12,21,0.9,14,55,35,18,66,180,2,0
54,53,11,20,1,9,57,38,18,69,315,2,0
58,54,12,20,1,6,63,41,17,73,180,2,0
62,58,10,15,1,8,65,44,17,75,180,2,0
54,62,9,13,1,9,56,38,14,74,45,2,0
50,54,10,14,1,9,50,35,11,81,90,2,0
49,50,11,15,1,7,47,34,10,84,90,2,0
49,49,12,16,1.1,9,49,32,9,85,45,2,0
48,49,12,16,1.1,12,48,31,8,86,45,2,0
46,48,12,17,1.1,14,46,27,8,88,45,2,0
43,46,13,17,1.1,19,43,24,7,89,45,2,0
40,43,15,18,1.1,22,40,23,7,89,45,3,0
43,40,16,17,1.1,26,43,22,6,89,45,2,0
43,43,12,16,1.1,30,43,22,6,89,45,2,0
41,43,12,16,1.1,31,41,22,6,89,45,2,0
38,41,11,17,1.1,30,38,21,5,88,45,2,0
45,38,11,20,1.1,24,45,25,5,87,45,2,0
47,45,11,21,1.1,18,47,28,5,86,45,2,0
47,47,11,23,1.2,14,47,31,6,83,45,2,0
44,47,11,22,1.2,13,44,30,6,80,90,2,0
22,44,9,18,1.2,16,22,15,6,86,90,2,0
15,22,8,17,1.1,17,15,10,5,91,90,2,0
13,15,7,16,1.1,17,13,9,5,93,45,2,0
15,13,7,14,1.1,17,13,10,5,93,45,2,0
13,15,8,13,1.1,18,13,8,5,93,45,2,0
14,13,8,11,1.1,19,14,9,5,93,45,2,0
13,14,8,11,1.1,19,13,9,4,93,45,2,0
13,13,8,17,1.2,16,13,8,4,95,45,2,0.1
17,13,8,20,1.2,14,17,10,4,95,45,2,0.1
21,17,10,19,1.2,16,21,10,4,96,45,2,0.1
22,21,12,20,1.2,18,22,11,4,95,45,2,0.1
26,22,15,19,1.2,20,26,12,4,95,45,2,0
29,26,13,18,1.2,23,29,15,4,95,90,2,0
27,29,11,18,1.2,28,27,15,3,96,90,2,0.1
24,27,11,17,1.1,32,24,14,3,96,45,2,0
25,24,10,16,1.1,36,25,15,3,96,45,2,0
26,25,10,19,1.1,34,26,16,3,94,45,2,0
28,26,10,21,1,32,28,14,4,88,45,2,0
26,28,10,23,1,32,26,14,4,86,45,2,0
21,26,11,21,1,36,21,14,4,91,45,2,0
21,21,12,21,1,33,21,12,4,92,45,2,0
21,21,13,20,1,28,21,12,4,90,45,2,0
21,21,13,20,1.1,22,21,12,5,87,45,2,0
23,21,14,15,1,26,23,11,5,85,45,2,0
19,23,11,13,1.1,32,19,9,4,91,45,2,0
17,19,10,12,1.1,33,17,9,4,93,45,2,0
17,17,9,10,0.9,33,17,10,4,91,45,2,0.1
16,17,10,9,1,33,16,10,4,88,45,2,0
15,16,11,9,0.9,33,15,10,4,87,45,2,0
18,15,10,10,0.9,32,18,11,4,89,45,2,0
18,18,10,12,1,29,18,10,3,88,45,2,0
19,18,12,17,1,25,19,10,3,86,45,2,0
23,19,12,21,1,21,23,13,3,91,45,2,0
27,23,16,23,1.1,18,27,15,3,91,45,2,0
37,27,21,24,1.2,17,37,19,3,90,45,2,0
48,37,25,24,1.2,21,48,26,3,88,45,2,0
50,48,23,23,1.1,26,50,29,3,87,45,2,0
46,50,20,21,1.1,36,46,29,3,88,45,2,0
40,46,16,21,1,43,40,28,3,89,45,2,0
39,40,13,18,1,45,39,26,3,89,90,1,0
40,39,11,17,1,44,40,27,3,89,125,1,0
45,40,12,19,1,42,42,31,4,87,45,1,0
46,45,14,20,0.9,43,45,32,4,84,45,2,0.1
48,46,14,19,0.9,46,45,33,5,83,90,1,0
52,48,15,17,0.9,48,45,36,6,79,90,2,0
46,52,14,14,0.8,51,43,32,7,72,45,2,0
38,46,11,12,0.8,53,38,26,7,72,0,2,0
32,38,12,12,0.7,53,32,22,6,74,45,2,0
31,32,11,13,0.8,51,31,20,6,76,45,2,0
34,31,10,14,0.8,47,34,22,6,74,45,2,0
35,34,10,17,0.8,39,35,21,6,76,45,2,0
40,35,11,21,0.8,30,40,26,6,78,45,2,0
40,40,11,22,0.8,25,40,26,5,81,90,2,0
43,40,11,21,0.8,21,43,28,5,79,45,2,0
44,43,10,23,0.8,18,44,27,5,76,90,1,0
49,44,12,25,0.8,15,49,31,5,75,90,1,0
51,49,18,27,0.9,15,52,34,5,75,90,1,0
58,51,28,26,0.9,22,65,41,4,80,125,1,0
69,58,29,26,0.9,29,72,50,4,82,315,0,0
73,69,27,25,1,36,76,53,3,88,315,1,0
72,73,22,21,0.9,50,77,52,3,89,315,1,0
64,72,20,20,0.9,65,68,46,2,89,90,1,0
68,64,17,19,0.9,77,67,49,2,91,180,1,0
64,68,16,19,0.9,86,63,46,1,94,125,1,0
62,64,17,22,0.9,88,66,44,3,85,45,1,0
62,62,18,27,1,82,67,44,4,78,45,1,0
62,62,25,44,1.1,53,71,44,6,69,125,1,0
68,62,45,60,1.4,25,78,49,8,61,270,1,0
87,68,49,58,1.4,18,105,64,9,60,315,2,0
92,87,40,55,1.3,17,111,68,11,57,315,2,0
84,92,23,43,1.1,21,96,62,12,57,315,2,0
68,84,21,39,1,20,77,49,12,55,180,2,0
68,68,18,38,1,16,72,49,13,54,180,1,0
65,68,15,38,1,14,70,47,12,58,180,2,0
63,65,17,37,1,13,67,45,9,76,315,1,0
63,63,17,36,1,16,70,45,7,84,225,1,0
65,63,18,37,1,16,71,47,6,87,270,1,0
62,65,17,33,0.9,23,69,44,6,87,315,1,0
56,62,12,25,0.8,34,61,36,6,90,0,1,0
51,56,10,25,0.8,35,52,33,5,92,315,1,0
46,51,9,29,0.9,31,46,29,5,91,315,1,0
41,46,10,29,0.9,30,41,28,5,94,0,1,0
40,41,13,27,0.9,30,40,28,6,92,0,1,0
46,40,15,26,0.9,34,45,32,5,90,45,1,0
48,46,15,20,0.8,42,48,30,6,91,125,1,0
41,48,15,20,0.8,45,41,27,5,95,125,1,0
40,41,14,20,0.8,44,40,26,5,96,45,1,0.1
43,40,15,22,0.8,42,43,28,5,97,90,2,0
46,43,15,24,0.8,39,46,30,5,97,45,1,0.2
47,46,16,31,0.9,28,47,31,6,98,90,1,0.2
51,47,15,27,0.9,17,52,33,6,98,45,1,0
52,51,15,26,0.9,13,54,35,8,91,180,1,0
59,52,13,24,0.8,12,58,42,9,82,315,2,0
64,59,9,21,0.8,12,59,46,10,79,315,2,0
52,64,8,18,0.7,15,42,36,10,78,315,2,0
35,52,7,14,0.7,18,27,24,10,80,45,2,0
25,35,7,11,0.7,24,20,17,9,82,90,2,0
16,25,6,9,0.7,26,13,11,7,84,45,2,0
12,16,6,8,0.7,31,11,8,7,87,45,2,0
13,12,6,7,0.7,37,13,7,6,89,45,2,0
13,13,6,7,0.7,40,10,6,5,93,45,2,0
14,13,6,6,0.7,43,10,7,5,95,45,2,0.1
14,14,6,8,0.7,43,10,6,4,96,45,2,0.2
13,14,6,12,0.7,39,9,5,4,96,45,2,0.4
14,13,7,13,0.7,43,9,6,4,96,45,3,0.3
15,14,7,13,0.7,47,12,7,3,96,45,2,0.2
17,15,9,15,0.7,43,17,9,3,94,45,2,0.1
21,17,10,17,0.8,38,21,14,3,95,45,2,0.5
29,21,11,21,0.8,33,29,17,2,95,45,2,0.2
36,29,11,23,0.9,30,34,25,2,93,45,2,0.1
45,36,10,22,0.8,30,42,31,2,93,45,2,0
43,45,10,22,0.8,28,42,30,2,92,45,2,0
43,43,11,24,0.9,24,41,30,2,90,90,2,0
42,43,11,30,0.9,17,41,29,2,90,45,2,0
39,42,12,30,0.9,17,36,27,3,89,45,2,0
35,39,11,27,0.9,18,32,24,3,89,90,1,0
35,35,11,27,0.9,18,30,24,3,91,45,1,0
32,35,10,23,0.9,21,26,22,3,92,45,1,0
22,32,9,22,0.9,22,20,15,3,93,45,2,0
19,22,8,20,0.9,23,15,13,3,93,90,2,0
15,19,8,18,0.9,23,14,10,3,95,45,2,0
13,15,7,15,0.8,25,12,9,2,96,45,2,0.2
11,13,6,12,0.8,28,11,7,2,97,45,2,0.1
10,11,6,10,0.8,29,9,6,2,97,45,2,0.2
10,10,6,9,0.8,30,9,7,2,97,45,2,0.2
10,10,6,8,0.8,30,8,7,1,96,45,2,0.6
9,10,7,11,0.8,28,8,6,1,97,45,2,0.5
9,9,7,15,0.8,25,9,6,1,97,45,2,0.6
9,9,8,18,0.8,22,9,6,1,97,45,2,0.8
12,9,9,20,0.9,21,11,8,1,97,45,2,0.6
18,12,10,19,0.9,21,18,12,1,97,45,2,0.3
19,18,10,19,0.9,21,19,10,1,97,45,2,0.1
24,19,11,19,0.9,21,24,15,1,96,45,2,0.2
25,24,10,18,0.9,20,24,17,1,97,45,2,0.2
25,25,11,20,0.9,19,24,17,1,96,45,2,0.1
27,25,11,21,0.9,17,27,18,1,96,45,2,0.1
29,27,10,20,0.9,17,25,20,1,96,45,2,0
22,29,10,20,0.9,17,22,15,1,95,45,2,0
23,22,10,20,0.9,17,22,16,2,95,45,2,0
25,23,11,21,0.9,18,22,17,2,95,45,2,0
20,25,11,20,0.9,18,18,14,2,96,45,2,0
19,20,10,19,0.9,20,18,13,3,96,45,2,0
18,19,10,18,0.9,21,18,12,3,96,45,2,0
16,18,9,15,0.8,24,16,11,3,96,45,2,0.1
16,16,9,14,0.8,24,14,11,3,96,45,2,0
15,16,9,13,0.8,25,15,9,2,96,45,2,0.1
16,15,9,13,0.8,26,16,10,2,95,45,2,0
18,16,9,13,0.8,24,18,11,2,95,45,2,0.2
21,18,9,13,0.8,23,21,14,2,95,45,2,0.3
26,21,10,14,0.9,22,23,18,2,94,45,2,0.1
25,26,10,17,0.9,19,24,17,2,92,45,2,0.1
27,25,11,23,0.9,15,27,17,2,91,45,2,0
27,27,13,25,1,14,27,18,1,92,45,2,0
32,27,16,23,1,16,32,19,1,92,45,2,0
40,32,18,24,1,17,40,22,2,92,45,2,0
48,40,21,23,1,18,48,27,2,92,90,1,0
54,48,22,20,1,23,57,34,2,91,45,2,0
51,54,20,20,1,25,51,33,2,90,45,1,0
49,51,21,20,1,25,49,31,2,89,45,1,0
50,49,22,20,0.9,27,50,30,2,89,45,2,0
52,50,19,21,1,27,54,34,2,88,45,2,0
58,52,19,23,1,24,58,41,2,88,90,1,0
60,58,22,24,0.9,29,59,43,3,86,45,1,0
55,60,20,21,0.9,38,53,39,4,84,45,2,0
46,55,16,19,0.8,44,40,32,5,80,45,1,0
35,46,15,18,0.8,45,33,24,5,80,45,2,0
32,35,13,16,0.8,44,32,22,5,80,45,2,0
32,32,13,15,0.8,40,32,21,5,80,45,2,0
38,32,13,11,0.8,38,38,25,6,79,45,2,0
40,38,9,10,0.8,37,39,28,6,77,45,2,0
45,40,9,10,0.8,36,37,31,5,80,45,2,0
42,45,9,9,0.8,39,35,29,5,79,45,2,0
30,42,8,7,0.8,45,30,21,5,80,45,2,0
23,30,8,7,0.8,47,23,16,5,81,45,2,0
22,23,8,8,0.8,48,21,15,4,82,45,2,0
22,22,9,11,0.8,48,21,15,4,86,90,2,0
25,22,11,13,0.8,56,25,14,3,90,45,1,0
27,25,12,15,0.7,55,27,17,3,88,45,2,0
29,27,15,16,0.7,55,29,19,3,86,45,2,0
34,29,16,16,0.8,56,34,21,3,86,45,2,0
37,34,17,18,0.8,57,37,21,2,85,45,2,0
37,37,18,18,0.8,60,37,24,2,81,45,2,0
39,37,19,21,0.8,58,39,26,2,79,45,2,0
43,39,18,21,0.8,59,43,28,2,78,45,2,0
42,43,18,19,0.7,58,42,29,2,75,45,2,0
46,42,17,18,0.7,56,46,31,3,70,45,2,0
50,46,14,13,0.7,59,50,34,4,65,0,1,0
53,50,12,14,0.7,56,55,37,5,63,90,2,0
55,53,10,14,0.7,52,58,39,6,59,45,2,0
54,55,9,14,0.7,47,51,38,6,57,90,2,0
48,54,8,11,0.7,48,42,33,6,58,90,2,0
39,48,8,8,0.6,50,33,27,6,61,90,2,0
30,39,7,7,0.7,52,28,21,6,65,45,1,0
28,30,8,7,0.7,52,28,19,5,71,90,2,0
28,28,8,7,0.6,54,26,19,4,76,45,2,0
25,28,8,7,0.6,60,22,17,3,85,90,2,0
25,25,8,7,0.6,59,24,17,2,93,90,2,0.1
29,25,8,8,0.7,56,23,20,2,95,45,2,0.2
33,29,8,12,0.7,51,27,23,2,95,90,2,0.2
35,33,9,15,0.7,50,32,24,1,95,45,2,0.1
39,35,11,18,0.8,46,37,27,1,94,45,1,0
49,39,18,22,0.8,43,46,34,1,89,45,2,0
53,49,18,21,0.8,42,52,37,1,88,45,2,0
55,53,21,22,0.9,42,54,39,1,89,45,2,0
58,55,23,23,0.9,40,54,41,1,90,45,2,0
57,58,22,23,0.9,43,58,40,1,87,45,2,0
63,57,21,24,0.9,41,60,45,1,84,45,2,0
70,63,20,26,0.9,36,68,51,2,82,45,1,0
78,70,17,22,0.9,32,78,57,2,79,45,2,0
112,78,20,22,0.9,28,110,84,3,79,90,2,0
130,112,22,21,0.9,31,120,99,4,77,45,2,0
127,130,20,20,0.9,35,115,96,4,76,90,2,0
120,127,20,20,0.9,39,109,91,5,76,45,2,0
105,120,19,19,0.9,39,100,79,5,76,90,2,0
97,105,19,19,0.9,36,91,72,5,77,90,2,0
95,97,20,19,0.9,35,91,71,4,79,45,2,0
93,95,20,17,0.9,35,89,69,4,79,45,2,0
82,93,20,16,0.9,34,80,60,4,78,45,2,0
79,82,20,14,0.9,34,77,58,3,77,45,2,0
75,79,19,15,0.9,33,72,55,3,76,45,2,0
75,75,18,17,0.9,30,69,55,3,76,45,2,0
74,75,18,19,0.9,30,69,54,3,77,45,1,0
69,74,21,26,0.9,23,66,50,3,79,90,2,0
70,69,27,26,0.9,23,70,51,3,79,90,1,0
79,70,35,23,0.9,30,77,58,3,79,45,1,0
74,79,30,20,0.9,39,72,54,3,80,90,1,0
63,74,23,17,0.8,46,60,45,3,82,125,1,0
59,63,22,17,0.9,49,54,42,3,83,180,1,0
55,59,21,18,0.9,54,54,39,3,82,45,2,0
58,55,21,23,0.9,54,52,41,3,83,90,1,0
57,58,20,27,0.9,51,58,40,3,82,45,1,0
57,57,23,32,1,45,57,40,4,79,125,1,0
62,57,28,39,1,36,63,44,5,76,125,1,0
67,62,36,43,1.1,25,73,48,5,70,90,1,0
74,67,31,40,1,25,79,54,6,66,90,1,0
64,74,32,36,1,26,68,46,7,62,45,1,0
62,64,27,29,0.9,32,64,44,7,61,0,1,0
59,62,18,15,0.8,50,58,42,8,59,180,1,0
51,59,13,14,0.8,53,51,34,7,61,90,1,0
53,51,10,14,0.8,50,55,33,7,63,90,1,0
49,53,9,13,0.8,48,49,32,7,65,90,1,0
46,49,8,12,0.8,48,42,32,7,69,125,1,0
40,46,8,11,0.8,46,35,28,6,73,90,1,0
38,40,8,11,0.8,43,35,26,6,74,90,1,0
33,38,8,14,0.8,38,31,23,6,74,90,1,0
32,33,9,21,0.9,30,28,22,6,76,90,1,0
30,32,10,24,0.9,25,26,21,6,83,125,1,0
26,30,12,25,0.9,24,26,18,5,93,90,1,0
28,26,14,26,0.9,23,25,19,5,95,90,1,0
30,28,14,24,0.9,25,29,21,4,96,90,1,0.1
28,30,14,23,0.9,27,26,19,4,97,90,1,0.1
28,28,14,23,0.9,28,25,19,4,97,45,1,0.2
26,28,14,24,0.9,25,26,18,4,97,45,2,0.1
30,26,15,26,0.9,24,28,21,4,97,45,1,0.2
30,30,15,26,0.9,22,30,21,4,98,45,1,0.2
33,30,14,27,1,18,28,23,4,97,45,2,0.1
30,33,14,29,1,17,29,21,5,97,45,1,0
32,30,14,29,1,16,29,22,5,96,90,1,0.1
29,32,14,27,0.9,16,29,20,6,96,0,1,0
30,29,15,25,1,16,29,21,6,96,90,1,0.1
29,30,15,25,0.9,14,28,20,6,96,90,1,0
27,29,13,21,0.9,17,27,18,6,96,90,1,0
22,27,9,15,0.8,23,21,15,5,97,45,2,0.4
18,22,8,13,0.8,26,17,12,5,97,45,1,0.2
21,18,7,10,0.7,29,21,14,5,97,45,2,0.2
20,21,7,8,0.7,31,20,13,5,98,90,1,0.3
22,20,7,10,0.8,30,22,14,5,98,125,1,0.3
23,22,8,12,0.8,28,23,16,5,98,125,1,0.2
27,23,9,17,0.8,23,27,17,5,99,90,1,0.3
28,27,11,25,0.9,17,27,19,6,99,125,1,0.2
29,28,14,29,1.1,13,29,20,7,99,315,2,0.1
32,29,18,29,1,16,31,22,7,99,180,2,0.1
36,32,21,26,0.9,26,34,25,7,99,315,2,0.1
40,36,18,16,0.7,41,38,28,8,98,315,2,0
34,40,14,14,0.7,51,34,23,8,98,315,2,0
36,34,14,11,0.7,61,36,23,8,98,315,2,0
34,36,12,9,0.6,67,34,21,8,97,270,2,0
34,34,11,10,0.6,67,34,18,8,97,270,1,0
34,34,11,12,0.6,67,34,17,9,98,45,1,0
32,34,11,15,0.6,63,32,20,10,96,315,2,0
37,32,13,22,0.7,54,37,21,13,85,315,2,0.1
37,37,14,19,0.7,50,37,23,14,75,315,2,0
35,37,13,18,0.7,51,35,23,15,70,315,2,0
35,35,13,16,0.6,53,35,23,17,65,315,2,0
35,35,13,14,0.6,55,35,23,18,61,180,2,0
35,35,12,14,0.6,56,35,23,19,58,180,2,0
36,35,11,10,0.6,58,34,25,19,57,315,2,0
34,36,9,8,0.6,54,34,21,16,70,180,2,0
36,34,11,11,0.8,23,35,25,15,78,315,2,0
50,36,10,12,0.8,18,45,35,15,79,180,2,0
45,50,10,14,0.8,16,44,31,15,80,315,2,0
45,45,11,19,0.9,11,42,31,12,79,125,2,0
52,45,12,19,0.9,10,53,36,11,82,45,2,0
54,52,15,18,0.9,11,57,35,12,81,90,2,0
55,54,19,17,0.9,14,60,39,9,85,45,2,0
57,55,22,18,1,18,59,40,8,87,45,2,0
58,57,25,17,0.9,28,62,41,7,87,45,2,0
60,58,23,18,0.8,49,63,43,7,90,45,2,0
55,60,23,16,0.8,65,57,39,6,91,45,2,0
55,55,19,14,0.8,67,57,39,6,90,90,2,0
54,55,15,12,0.8,58,52,38,6,88,45,2,0
45,54,12,13,0.8,44,45,31,7,86,45,2,0
45,45,11,13,0.8,36,44,31,8,83,45,2,0
48,45,11,11,0.8,34,44,33,9,79,45,2,0
39,48,11,11,0.8,33,35,27,12,72,90,2,0
30,39,12,11,0.8,33,30,21,14,65,90,2,0
27,30,11,9,0.7,35,27,18,14,64,45,2,0
24,27,11,8,0.7,35,24,16,13,69,45,2,0
24,24,12,8,0.8,36,24,16,11,77,45,2,0
23,24,11,7,0.8,36,23,16,9,83,45,2,0
23,23,10,6,0.7,36,23,13,8,87,0,2,0
24,23,9,6,0.7,35,24,14,8,87,0,2,0
22,24,9,6,0.7,35,22,13,8,86,45,2,0
21,22,10,6,0.7,34,21,12,8,86,0,2,0
22,21,10,8,0.7,29,22,12,8,85,45,2,0
23,22,11,11,0.8,26,23,15,8,85,45,2,0
23,23,13,13,0.8,25,23,14,7,87,45,2,0
23,23,15,11,0.8,27,23,15,7,88,45,2,0
26,23,16,11,0.8,28,24,18,7,89,45,2,0
26,26,17,11,0.8,29,25,18,7,89,45,2,0
28,26,18,11,0.8,34,27,19,7,90,45,2,0
35,28,18,11,0.8,37,35,18,7,91,45,2,0
29,35,16,11,0.8,40,27,20,7,90,45,2,0
29,29,13,10,0.8,41,29,18,7,90,45,2,0
31,29,11,10,0.8,38,31,20,7,88,45,2,0
33,31,10,10,0.8,35,33,22,7,87,45,1,0
42,33,10,10,0.8,35,42,26,8,84,45,2,0
33,42,9,10,0.8,39,33,22,9,80,45,1,0
26,33,9,9,0.8,39,26,18,9,77,45,2,0
21,26,10,9,0.8,37,21,13,9,77,90,2,0
20,21,11,9,0.9,38,20,12,10,76,45,2,0
18,20,11,7,0.8,41,18,10,9,81,90,2,0
