aqi,pre_aqi,so2,no2,co,o3,pm10,pm2_5,temp,humi,w_dir,wind,rain
33,33,4,7,0.3,105,24,9,29,43,90,2,0
31,33,4,9,0.4,98,26,11,27,51,90,1,0
27,31,4,18,0.4,72,27,12,26,54,90,1,0
32,27,4,28,0.5,54,32,14,26,59,90,1,0
40,32,4,30,0.5,45,40,18,25,65,90,2,0
48,40,4,16,0.4,62,48,22,24,74,0,2,0
33,48,4,10,0.4,68,33,15,23,77,45,2,0
24,33,5,8,0.4,65,24,10,23,81,90,2,0
20,24,5,9,0.4,57,20,10,22,86,45,2,0
19,20,5,9,0.4,50,19,11,22,88,45,1,0
20,19,5,7,0.4,53,20,11,22,89,45,2,0
20,20,5,7,0.4,52,20,10,22,89,45,1,0
22,20,5,7,0.4,52,22,10,22,89,0,2,0
21,22,5,8,0.4,50,21,11,22,91,45,2,0.1
22,21,5,10,0.4,53,22,13,22,89,45,1,0
24,22,5,10,0.4,56,24,13,23,84,45,1,0
25,24,5,9,0.4,65,25,14,24,77,90,2,0
26,25,5,9,0.4,72,26,11,25,74,45,2,0
25,26,6,8,0.4,79,25,10,26,64,45,2,0
26,25,5,7,0.4,82,25,12,27,61,45,2,0
27,26,5,7,0.4,86,25,11,26,65,0,2,0
24,27,5,9,0.4,76,24,11,25,78,225,2,0
26,24,5,12,0.4,71,26,12,24,79,270,1,0
27,26,6,8,0.4,85,27,11,27,68,180,1,0
27,27,5,9,0.4,85,24,11,26,73,125,1,0
27,27,5,10,0.4,86,26,12,25,77,125,2,0
28,27,5,17,0.5,72,28,13,23,87,125,1,0
35,28,6,29,0.5,47,35,16,22,89,180,1,0
51,35,6,34,0.5,32,51,20,22,92,180,1,0
45,51,6,36,0.6,24,45,20,21,96,125,1,0
48,45,6,35,0.6,17,48,23,21,98,125,1,0
50,48,6,37,0.7,11,50,21,21,98,125,1,0
51,50,6,34,0.6,8,52,24,20,99,125,1,0
53,51,6,31,0.6,6,55,27,20,99,180,1,0
53,53,6,28,0.7,4,55,28,20,100,125,1,0
54,53,6,25,0.6,4,57,28,19,100,125,1,0
51,54,6,22,0.6,4,52,25,19,100,125,1,0
48,51,6,20,0.6,5,48,23,19,100,180,1,0
50,48,6,20,0.7,8,50,24,20,100,125,1,0
52,50,7,28,0.8,14,54,27,21,98,45,1,0
59,52,8,32,0.7,35,67,32,24,80,270,1,0
57,59,7,23,0.6,70,64,32,26,67,315,1,0
48,57,6,15,0.5,95,48,26,28,58,180,1,0
38,48,6,10,0.5,115,38,18,28,56,180,2,0
43,38,6,11,0.5,136,31,16,31,52,0,2,0
47,43,5,11,0.4,149,32,15,29,48,90,2,0
47,47,5,11,0.5,148,35,15,30,48,90,2,0
45,47,5,10,0.5,143,35,16,30,50,90,2,0
36,45,5,9,0.5,115,35,14,29,52,90,1,0
30,36,4,11,0.5,95,27,11,28,53,90,1,0
26,30,4,16,0.5,79,26,13,27,64,180,2,0
29,26,5,21,0.4,65,29,10,26,67,180,1,0
35,29,5,28,0.5,53,35,14,25,71,90,1,0
44,35,5,35,0.5,38,44,18,24,78,180,2,0
49,44,5,39,0.6,30,49,19,24,79,315,1,0
53,49,6,31,0.5,37,56,22,23,79,315,2,0
45,53,7,27,0.5,36,45,21,23,86,180,1,0
41,45,6,27,0.5,31,41,20,22,89,180,1,0
41,41,6,27,0.5,24,41,19,22,93,125,1,0
40,41,6,30,0.5,15,40,19,21,94,125,1,0
49,40,6,28,0.5,12,49,19,21,95,125,1,0
45,49,6,25,0.6,10,45,19,21,96,270,0,0
48,45,8,24,0.6,14,48,20,22,86,270,1,0
51,48,11,31,0.7,26,52,21,25,78,225,1,0
56,51,11,32,0.7,51,62,27,27,65,225,1,0
56,56,10,22,0.6,88,61,28,28,59,225,2,0
49,56,10,14,0.6,100,49,24,29,50,90,2,0
43,49,8,10,0.5,116,43,21,30,50,270,2,0
36,43,7,12,0.6,106,36,16,31,45,90,2,0
36,36,7,12,0.5,101,36,20,31,44,45,2,0
36,36,6,8,0.4,111,36,18,30,46,45,2,0
35,36,6,8,0.4,111,27,12,32,45,125,2,0
33,35,5,10,0.4,104,28,12,29,60,125,2,0
31,33,6,15,0.5,97,31,14,27,67,180,1,0
37,31,7,14,0.5,99,37,19,23,90,0,3,0.8
39,37,6,13,0.4,99,39,20,21,99,125,2,52.9
30,39,5,25,0.5,74,30,14,21,100,125,1,0
31,30,5,28,0.5,59,31,12,20,100,315,1,0
31,31,5,29,0.5,49,31,12,20,100,125,1,0
36,31,5,29,0.5,39,36,15,20,100,45,1,0
36,36,5,27,0.5,35,36,14,20,100,125,1,0.1
38,36,5,26,0.5,32,38,14,20,100,125,1,0
36,38,5,26,0.5,26,36,16,20,100,180,1,0
36,36,5,24,0.5,22,36,17,20,100,125,1,0
35,36,5,24,0.5,19,35,19,20,100,125,1,0
34,35,5,23,0.5,17,34,17,20,100,125,0,0
40,34,6,24,0.6,19,40,20,21,100,125,0,0
47,40,7,26,0.7,39,47,22,23,91,270,1,0
49,47,8,18,0.7,86,49,24,26,83,225,1,0
46,49,7,14,0.6,111,46,21,28,69,90,1,0
40,46,6,12,0.6,123,40,20,28,69,270,1,0
39,40,6,12,0.5,123,39,19,29,60,90,1,0
38,39,5,12,0.5,112,38,17,29,59,45,3,0
33,38,5,15,0.5,101,33,17,28,61,45,2,0
31,33,5,16,0.5,97,30,17,29,64,45,2,0
31,31,5,20,0.6,97,26,13,29,57,45,2,0
32,31,5,16,0.6,101,30,17,28,59,0,3,0
32,32,5,21,0.6,91,32,16,27,67,0,1,0
34,32,5,27,0.6,78,34,18,25,80,90,2,0
37,34,5,31,0.6,59,37,19,23,93,125,2,1.7
38,37,5,39,0.7,36,38,20,23,95,125,1,0.1
41,38,5,44,0.7,26,41,20,23,96,90,1,0.2
46,41,5,34,0.6,34,46,25,22,95,315,1,0.9
38,46,5,25,0.6,39,38,24,22,99,125,1,0.3
34,38,5,22,0.6,40,34,21,22,99,125,1,0
32,34,5,19,0.6,42,32,17,22,99,315,1,0
31,32,5,19,0.5,40,31,17,22,99,45,1,0
30,31,5,20,0.5,30,30,16,21,100,125,1,0
35,30,5,23,0.6,21,35,18,21,100,180,2,0
41,35,5,24,0.6,18,41,20,21,100,125,1,0
39,41,6,25,0.6,18,39,19,22,100,180,1,0
45,39,6,27,0.7,22,45,21,23,96,180,1,0
50,45,8,28,0.7,39,50,24,25,83,0,1,0
53,50,8,27,0.7,62,55,26,26,73,45,2,0
54,53,7,20,0.6,104,57,28,28,68,270,1,0
46,54,6,13,0.6,138,46,23,29,59,270,2,0
45,46,5,10,0.5,144,42,21,30,56,45,2,0
45,45,5,10,0.5,142,38,22,31,50,270,1,0
43,45,5,10,0.5,137,36,18,32,50,45,2,0
43,43,5,10,0.5,137,34,16,31,46,90,2,0
44,43,5,10,0.5,139,36,15,30,52,90,1,0
42,44,5,11,0.5,133,36,15,29,60,125,2,0
35,42,5,17,0.5,111,35,15,26,74,180,2,0
38,35,5,19,0.6,98,38,21,26,76,180,2,0
40,38,5,23,0.6,77,40,20,24,93,125,2,4.6
42,40,5,24,0.6,69,42,21,23,93,125,1,0
41,42,5,19,0.5,71,41,21,23,95,125,1,0
36,41,5,19,0.6,64,36,19,23,95,125,1,0
35,36,5,21,0.6,53,35,19,23,94,125,1,0
38,35,5,23,0.6,42,38,20,23,97,125,1,0
40,38,5,22,0.6,33,40,21,22,99,125,1,0
38,40,5,23,0.6,26,38,21,22,100,180,1,0
40,38,5,23,0.6,21,40,22,21,100,180,1,0
42,40,5,26,0.7,14,42,23,21,100,315,2,0
45,42,6,25,0.7,17,45,25,22,100,125,1,0
49,45,8,30,0.8,27,49,26,24,88,125,1,0
55,49,13,28,0.7,55,59,30,26,78,225,1,0
54,55,14,24,0.7,93,57,29,29,69,315,1,0
53,54,10,19,0.6,120,55,28,29,70,270,2,0
49,53,8,14,0.6,143,49,25,31,52,270,2,0
47,49,7,9,0.5,148,46,22,32,44,225,2,0
47,47,5,9,0.4,149,38,17,33,45,225,1,0
48,47,5,8,0.4,153,34,13,33,30,0,2,0
49,48,5,9,0.5,155,34,14,34,33,225,2,0
48,49,5,10,0.5,151,34,15,33,35,45,2,0
45,48,6,11,0.5,143,35,14,31,48,45,2,0
40,45,6,18,0.5,122,40,22,28,67,180,2,0
46,40,6,20,0.5,105,46,26,26,71,125,2,0
46,46,6,29,0.5,73,46,23,26,76,180,2,0
48,46,6,30,0.6,56,48,22,26,78,180,1,0
49,48,6,32,0.6,43,49,22,25,81,125,1,0
51,49,5,38,0.6,30,51,24,24,88,180,1,0
56,51,5,39,0.7,22,61,25,24,89,125,1,0
54,56,5,35,0.6,21,57,27,23,92,125,1,0
56,54,5,30,0.6,26,61,27,23,93,125,1,0
54,56,6,25,0.6,31,57,26,23,90,180,1,0
46,54,6,22,0.6,31,46,24,23,91,125,1,0
42,46,5,23,0.6,24,42,23,23,92,125,1,0
45,42,6,25,0.7,24,45,24,24,86,125,1,0
51,45,7,27,0.7,39,52,27,26,72,180,1,0
53,51,7,28,0.7,63,55,27,27,71,315,1,0
53,53,8,30,0.7,83,56,26,28,68,315,1,0
57,53,8,26,0.7,121,63,27,30,57,315,1,0
55,57,7,16,0.5,155,59,26,31,50,270,1,0
59,55,6,14,0.5,167,46,18,31,53,225,2,0
50,59,6,12,0.5,157,46,20,31,48,0,2,0
47,50,7,17,0.6,150,46,20,30,47,0,2,0
51,47,7,14,0.6,135,52,21,29,54,0,3,0
51,51,7,14,0.6,130,52,25,29,47,45,2,0
47,51,7,14,0.6,133,47,24,28,55,45,2,0
48,47,7,15,0.6,135,48,25,28,59,90,1,0
52,48,8,19,0.6,124,53,30,25,81,180,1,0
56,52,7,27,0.6,97,61,35,24,80,180,2,0
60,56,8,28,0.6,80,69,36,24,85,125,1,0
61,60,7,28,0.6,66,71,38,23,87,125,1,0
58,61,6,31,0.6,51,66,29,22,89,125,1,0
57,58,6,28,0.6,45,63,33,22,90,180,2,0
57,57,6,26,0.6,43,63,33,22,91,45,1,0
56,57,6,25,0.6,38,62,32,21,92,125,1,0
55,56,6,23,0.6,38,59,30,21,93,315,1,0
52,55,7,22,0.6,37,54,29,21,93,315,0,0
51,52,7,23,0.6,35,52,30,22,94,90,1,0
51,51,8,23,0.6,38,52,29,24,77,225,1,0
51,51,9,24,0.6,58,51,28,25,71,225,1,0
52,51,9,23,0.6,88,53,27,28,65,225,1,0
52,52,9,18,0.6,129,53,27,29,60,225,1,0
54,52,8,15,0.6,161,57,28,30,52,270,2,0
53,54,7,8,0.6,162,56,27,32,41,90,2,0
50,53,6,8,0.5,157,46,21,32,39,90,2,0
48,50,5,9,0.4,152,41,18,33,35,0,2,0
47,48,5,10,0.4,148,37,15,32,43,90,2,0
46,47,6,11,0.4,146,38,15,32,40,90,2,0
46,46,6,10,0.5,146,40,16,31,41,90,1,0
46,46,7,13,0.5,145,45,19,31,40,45,1,0
47,46,7,17,0.5,136,47,20,30,45,90,1,0
48,47,7,30,0.6,106,48,24,28,54,270,1,0
54,48,7,40,0.6,81,58,27,26,62,125,1,0
56,54,7,50,0.7,60,62,32,26,66,180,1,0
63,56,8,56,0.7,43,75,35,26,69,180,1,0
69,63,7,39,0.6,59,88,37,26,67,90,2,0
60,69,6,26,0.6,76,70,30,25,74,125,2,0
53,60,6,24,0.6,67,56,26,24,75,125,1,0
52,53,5,22,0.6,62,53,26,23,80,125,1,0
48,52,5,25,0.6,48,48,26,23,82,45,1,0
51,48,6,23,0.7,43,52,26,23,87,0,1,0
51,51,5,23,0.6,41,52,28,23,88,270,1,0
51,51,6,29,0.7,39,51,25,24,79,125,1,0
52,51,7,26,0.7,64,53,26,27,68,45,1,0
54,52,8,18,0.6,97,57,27,28,66,270,1,0
47,54,8,13,0.6,122,47,23,29,60,45,2,0
45,47,7,8,0.5,130,45,22,31,46,45,2,0
43,45,6,6,0.4,136,39,18,32,44,0,2,0
42,43,5,7,0.4,134,30,13,31,42,45,2,0
43,42,5,7,0.4,135,31,13,33,36,45,2,0
45,43,5,7,0.4,142,31,13,33,32,90,2,0
45,45,5,8,0.4,142,31,12,33,32,45,2,0
44,45,5,8,0.4,138,34,13,32,34,90,2,0
41,44,5,11,0.4,131,31,13,31,38,90,2,0
37,41,5,15,0.4,117,32,14,30,41,45,2,0
35,37,6,21,0.4,99,35,17,29,46,90,2,0
44,35,5,28,0.5,83,44,22,28,50,90,1,0
45,44,5,29,0.5,71,45,21,27,49,90,1,0
50,45,5,28,0.5,65,50,22,24,65,125,1,0
51,50,5,33,0.6,52,51,23,24,67,225,0,0
55,51,6,38,0.6,41,60,24,23,72,180,1,0
57,55,6,38,0.6,34,63,25,23,77,125,1,0
58,57,6,37,0.6,26,66,24,22,77,0,1,0
56,58,6,38,0.6,20,62,26,22,77,225,1,0
59,56,6,36,0.6,17,67,26,22,81,270,1,0
58,59,6,32,0.5,18,66,27,21,85,270,1,0
54,58,6,32,0.6,24,58,25,23,76,225,1,0
54,54,7,33,0.6,46,58,26,25,69,225,1,0
55,54,8,23,0.6,97,60,26,28,57,0,1,0
51,55,7,16,0.5,136,52,24,29,54,270,1,0
48,51,6,11,0.5,153,43,20,30,49,225,1,0
46,48,5,8,0.5,146,42,18,33,38,45,1,0
45,46,5,8,0.5,142,40,16,32,40,90,1,0
42,45,5,6,0.4,134,36,16,33,37,0,2,0
41,42,4,7,0.5,131,33,14,32,38,90,2,0
41,41,4,8,0.5,130,35,13,32,37,45,2,0
40,41,5,10,0.5,126,38,15,32,38,90,2,0
40,40,5,12,0.5,118,40,18,31,37,90,2,0
39,40,5,14,0.4,102,39,18,29,46,90,2,0
40,39,5,20,0.5,91,40,16,28,51,90,1,0
47,40,5,22,0.5,84,47,21,28,55,45,1,0
48,47,5,20,0.5,80,48,21,27,57,90,1,0
48,48,5,25,0.5,67,48,23,26,60,0,1,0
52,48,5,27,0.5,58,54,23,25,66,225,1,0
54,52,5,24,0.5,56,57,22,25,65,0,2,0
51,54,5,20,0.5,59,52,24,25,68,45,2,0
50,51,5,16,0.5,66,50,25,24,74,45,1,0
45,50,5,11,0.5,72,45,25,23,81,225,1,0
38,45,5,11,0.5,71,38,23,23,82,225,1,0
39,38,5,12,0.6,67,39,22,23,82,0,1,0
40,39,6,14,0.6,70,40,23,24,74,45,1,0
42,40,6,13,0.6,103,42,25,26,70,45,2,0
43,42,6,11,0.6,115,43,23,27,60,45,2,0
43,43,5,9,0.6,122,43,22,28,55,0,2,0
45,43,5,8,0.6,129,45,22,30,50,0,2,0
43,45,5,7,0.5,131,43,20,31,52,45,2,0
42,43,5,7,0.5,132,40,22,31,45,45,2,0
41,42,5,7,0.5,131,37,21,32,39,45,3,0
41,41,5,7,0.5,128,41,19,32,42,45,3,0
40,41,5,8,0.4,126,38,18,32,42,90,2,0
41,40,5,9,0.4,123,41,17,31,43,90,2,0
40,41,5,10,0.5,119,40,19,30,45,90,2,0
40,40,5,14,0.5,110,40,20,29,49,90,2,0
43,40,5,18,0.5,98,43,21,28,50,45,2,0
45,43,5,19,0.5,91,45,23,27,55,90,1,0
47,45,5,22,0.5,81,47,23,27,58,45,1,0
49,47,5,26,0.5,67,49,25,26,60,45,1,0
52,49,5,25,0.6,55,54,25,24,71,270,0,0
52,52,5,25,0.6,55,54,25,23,74,125,1,0
52,52,5,29,0.6,30,53,27,21,88,180,1,0
53,52,5,30,0.6,22,56,27,21,88,225,1,0
54,53,5,31,0.6,15,57,27,21,89,45,1,0
56,54,6,31,0.7,24,61,29,23,82,315,1,0
55,56,7,27,0.7,62,59,30,25,68,45,1,0
55,55,6,17,0.6,108,60,29,27,61,45,2,0
48,55,5,11,0.6,130,48,23,29,53,45,1,0
44,48,5,9,0.6,139,44,22,30,50,0,2,0
44,44,5,7,0.6,138,41,21,30,49,90,2,0
43,44,4,7,0.6,136,39,22,31,44,90,2,0
42,43,5,6,0.6,133,37,21,32,43,90,2,0
41,42,4,7,0.5,130,37,17,32,36,90,2,0
40,41,4,7,0.5,127,35,18,32,36,90,2,0
39,40,5,8,0.5,124,35,18,32,38,45,2,0
38,39,4,9,0.5,120,34,17,31,42,45,2,0
37,38,4,14,0.5,108,37,17,29,48,90,2,0
38,37,5,23,0.6,87,38,20,29,50,270,1,0
49,38,5,28,0.6,73,49,24,28,57,270,6,0
51,49,5,30,0.6,62,52,27,28,57,270,6,0
54,51,5,35,0.6,48,57,27,26,63,125,1,0
59,54,5,38,0.7,39,67,30,25,69,125,1,0
60,59,5,37,0.7,36,70,31,24,76,125,1,0
62,60,7,36,0.7,33,73,33,24,77,125,1,0
63,62,6,32,0.7,34,75,35,23,78,125,1,0
61,63,7,28,0.7,38,72,34,23,82,125,1,0
59,61,6,30,0.7,31,68,34,23,83,90,1,0
59,59,7,29,0.8,29,68,36,23,83,270,1,0
60,59,8,27,0.8,36,69,37,24,77,270,1,0
57,60,9,22,0.8,66,63,35,26,67,90,2,0
54,57,9,17,0.7,92,57,30,28,62,90,2,0
50,54,8,14,0.6,119,50,26,29,56,315,1,0
49,50,7,13,0.6,147,49,26,31,56,315,1,0
55,49,7,12,0.6,164,52,26,32,46,0,1,0
57,55,6,12,0.6,165,51,27,31,54,90,2,0
51,57,5,13,0.6,142,51,28,30,58,90,2,0
47,51,5,15,0.6,134,47,25,29,59,90,2,0
51,47,4,15,0.6,121,52,25,29,60,90,2,0
44,51,4,20,0.6,108,44,20,28,63,90,2,0
46,44,5,26,0.6,97,46,20,28,64,180,2,0
53,46,5,30,0.7,83,55,23,27,70,180,1,0
55,53,5,41,0.7,57,60,27,26,71,125,1,0
63,55,6,41,0.7,45,75,36,25,77,125,1,0
65,63,6,43,0.8,33,79,41,25,79,125,1,0
66,65,6,46,0.8,24,81,45,24,84,90,0,0
68,66,5,45,0.8,17,85,42,24,87,125,1,0
67,68,5,42,0.8,15,83,40,23,89,125,1,0
65,67,5,40,0.7,13,79,40,23,92,125,1,0
62,65,5,38,0.7,7,73,36,23,92,125,1,0
60,62,5,36,0.7,8,69,33,22,94,125,2,0
59,60,5,34,0.7,9,67,36,22,96,315,1,0
58,59,5,30,0.7,7,66,34,22,96,125,1,0
59,58,5,29,0.8,16,67,32,22,92,270,1,0
58,59,6,26,0.7,42,66,33,26,76,125,2,0
54,58,6,22,0.6,71,57,29,27,70,180,2,0
53,54,6,16,0.6,98,55,26,29,61,180,3,0
50,53,6,11,0.6,116,50,22,30,57,180,3,0
48,50,6,9,0.5,119,48,22,32,55,125,2,0
41,48,5,8,0.5,118,41,20,32,52,125,2,0
40,41,6,9,0.6,120,40,18,33,48,180,2,0
38,40,6,10,0.5,121,35,17,33,43,180,2,0
36,38,5,12,0.6,115,36,18,33,46,315,2,0
38,36,5,13,0.5,108,38,18,32,50,125,2,0
39,38,6,17,0.6,95,39,18,31,53,125,2,0
51,39,5,18,0.6,82,51,19,29,60,125,3,0
51,51,5,17,0.6,79,52,23,28,65,125,3,0
49,51,4,17,0.6,78,49,23,27,70,125,1,0
49,49,5,14,0.6,80,49,24,27,72,125,2,0
45,49,4,13,0.6,79,45,23,26,76,180,2,0
43,45,5,12,0.6,77,43,22,26,80,125,2,0
42,43,5,9,0.6,78,42,19,26,81,125,2,0
38,42,5,8,0.6,78,38,20,25,84,180,2,0
37,38,5,7,0.6,81,37,23,25,87,180,2,0
37,37,5,8,0.6,80,37,22,24,89,180,1,0
38,37,5,9,0.6,74,38,24,24,91,125,1,0
40,38,5,12,0.7,67,40,26,24,91,180,2,0
42,40,6,14,0.7,70,42,26,25,86,125,2,0
44,42,6,15,0.7,72,44,27,26,81,125,2,0
48,44,6,13,0.7,76,48,28,26,77,125,2,0
47,48,6,12,0.7,81,47,27,28,70,180,3,0
41,47,5,10,0.7,89,41,23,29,66,180,3,0
45,41,5,9,0.6,97,45,23,30,61,180,3,0
41,45,5,9,0.6,102,41,21,30,57,180,3,0
38,41,5,9,0.6,105,38,20,31,54,180,3,0
37,38,5,9,0.6,109,37,20,31,55,180,3,0
37,37,5,11,0.6,107,37,19,31,52,125,3,0
40,37,5,14,0.6,102,40,20,30,54,180,3,0
45,40,5,17,0.6,93,45,21,29,58,125,2,0
45,45,5,19,0.6,82,45,22,28,58,270,6,0
44,45,5,21,0.6,74,44,24,27,66,125,1,0
47,44,6,27,0.6,63,47,26,26,71,180,2,0
52,47,6,26,0.6,57,54,27,26,75,180,2,0
51,52,6,24,0.7,54,51,30,26,78,125,1,0
50,51,6,19,0.7,61,50,27,25,80,180,2,0
47,50,5,14,0.6,69,47,24,25,81,180,2,0
43,47,5,12,0.6,73,43,21,25,83,180,2,0
38,43,4,9,0.6,77,38,20,25,84,125,2,0
34,38,4,8,0.5,76,34,20,24,86,125,1,0
36,34,4,9,0.6,73,36,19,24,89,180,1,0
34,36,4,12,0.6,70,34,19,24,90,180,2,0
36,34,5,15,0.6,68,36,21,24,90,180,2,0
39,36,4,20,0.6,63,39,22,24,89,180,2,0
44,39,4,18,0.6,58,44,22,22,92,270,2,2.5
35,44,4,22,0.7,44,35,18,23,91,270,2,0
33,35,5,21,0.7,46,33,15,23,89,0,1,0
36,33,5,14,0.6,57,36,20,25,81,0,1,0
28,36,5,11,0.6,72,28,16,26,72,225,1,0
29,28,5,9,0.6,90,22,11,26,71,0,2,0
29,29,4,9,0.6,92,19,8,26,74,125,1,0
27,29,4,14,0.6,84,19,7,26,80,125,2,0
24,27,4,19,0.8,76,23,8,26,71,0,1,0
33,24,5,21,0.7,72,33,10,25,78,90,1,0
33,33,5,23,0.7,60,33,13,25,80,90,2,0
34,33,5,24,0.7,47,34,13,24,82,225,1,0
32,34,5,33,0.7,31,32,12,24,85,90,1,0
37,32,5,40,0.8,17,37,15,23,93,125,1,0
43,37,5,40,0.8,13,43,19,23,94,125,1,0
49,43,5,40,0.8,8,49,19,22,95,125,1,0
51,49,5,37,0.8,7,51,21,22,97,180,1,0
51,51,5,34,0.8,9,52,21,22,97,125,1,0
49,51,5,35,0.7,7,49,20,22,98,125,1,0
49,49,5,32,0.7,6,49,22,22,97,125,1,0
46,49,5,30,0.8,6,46,20,21,98,180,1,0
46,46,6,29,0.8,8,46,22,22,97,125,1,0
50,46,6,27,0.8,13,50,24,23,94,125,1,0
52,50,8,31,0.8,24,53,24,24,90,315,1,0
54,52,11,28,0.8,48,58,28,25,84,180,1,0
57,54,10,20,0.7,82,63,29,27,72,180,1,0
47,57,8,17,0.7,106,47,22,28,64,315,1,0
44,47,8,15,0.6,123,44,19,25,79,315,2,0.7
45,44,7,14,0.6,135,45,21,27,68,270,1,0.5
45,45,7,20,0.6,128,45,21,27,65,180,2,0
44,45,8,17,0.5,138,43,18,31,49,180,1,0
47,44,8,18,0.5,149,43,18,29,61,180,3,0
49,47,8,17,0.5,150,49,21,27,66,180,3,0
46,49,6,20,0.5,109,46,21,26,69,180,3,0
43,46,6,20,0.5,76,43,18,26,73,125,2,0
35,43,6,17,0.5,71,35,16,25,80,125,2,0
32,35,5,15,0.5,81,32,14,25,82,90,1,0
26,32,5,19,0.5,69,26,12,25,82,90,1,0
25,26,5,18,0.6,55,25,12,24,85,125,1,0
24,25,5,17,0.5,53,24,13,24,87,125,1,0
24,24,5,16,0.5,52,24,11,24,89,180,1,0
30,24,4,13,0.5,49,30,16,24,90,125,1,0
24,30,4,12,0.5,47,24,12,23,92,180,1,0
23,24,4,11,0.5,44,23,12,23,93,180,2,0
23,23,5,12,0.5,40,23,13,23,94,125,1,0
26,23,5,12,0.5,40,26,13,23,93,180,1,0
25,26,5,16,0.6,38,25,12,24,84,125,2,0
28,25,5,18,0.6,41,28,14,24,84,125,2,0
30,28,5,16,0.5,52,30,13,26,75,125,1,0
32,30,4,13,0.5,65,32,11,26,78,315,1,0
31,32,5,15,0.5,70,31,14,25,84,180,3,0
28,31,4,11,0.5,81,28,12,29,64,125,2,0
27,28,5,12,0.5,83,27,12,28,69,270,1,0
28,27,4,12,0.5,87,23,9,31,55,180,1,0
30,28,4,11,0.5,93,19,10,32,51,180,2,0
28,30,5,15,0.6,89,23,8,28,64,180,2,0
32,28,5,16,0.6,76,32,11,24,94,0,2,24
31,32,4,14,0.5,59,31,13,23,97,0,2,1.2
19,31,4,13,0.5,51,19,9,23,98,0,1,0.4
15,19,4,19,0.5,38,15,7,23,97,90,1,0
18,15,5,27,0.6,24,18,7,23,96,315,1,0
18,18,4,24,0.6,23,18,10,23,96,125,1,0
18,18,4,23,0.6,20,18,10,23,94,180,1,0
20,18,5,18,0.5,23,20,7,23,94,180,2,0
18,20,5,17,0.5,21,18,6,23,94,180,1,0
18,18,5,14,0.5,23,18,6,23,95,180,1,0
18,18,5,12,0.5,26,18,7,23,93,180,1,0
18,18,5,12,0.5,26,18,6,22,95,180,1,0
17,18,5,12,0.4,24,17,6,22,96,125,1,0
16,17,5,13,0.5,21,16,5,22,96,125,1,0
18,16,5,17,0.5,20,18,6,22,97,125,1,0
20,18,5,17,0.5,25,20,6,23,93,180,2,0.1
23,20,5,16,0.5,31,23,7,24,90,125,2,0
22,23,5,12,0.5,42,22,7,23,96,180,1,1.1
17,22,5,13,0.5,42,17,6,24,91,125,1,0
18,17,5,11,0.5,46,18,5,26,82,180,2,0
19,18,5,10,0.5,58,16,6,29,67,180,2,0
22,19,5,9,0.4,70,15,6,28,63,125,3,0
21,22,5,12,0.4,65,16,6,27,67,125,2,0
21,21,5,13,0.5,47,21,6,29,65,90,2,0
17,21,5,12,0.4,52,17,6,28,67,125,2,0
16,17,5,15,0.5,43,16,5,27,71,125,3,0
19,16,5,17,0.5,34,19,5,25,77,180,3,0
20,19,5,15,0.4,35,20,8,24,81,180,2,0
20,20,5,13,0.4,35,20,8,24,86,180,2,0
18,20,5,13,0.5,35,18,5,23,89,180,2,0
17,18,5,12,0.4,34,17,6,23,90,180,2,0
17,17,5,11,0.4,34,17,5,23,90,180,2,0
17,17,5,9,0.4,36,17,6,23,91,180,2,0
16,17,5,9,0.4,38,16,5,23,92,180,2,0
18,16,5,8,0.4,39,18,8,23,94,180,2,0
19,18,5,9,0.4,38,19,8,23,94,180,2,0
17,19,5,10,0.5,35,17,8,23,95,180,1,0
18,17,5,12,0.5,34,18,7,22,98,180,2,0.3
16,18,5,16,0.5,26,16,9,23,98,180,2,0
15,16,5,17,0.6,24,15,8,23,95,180,2,0
15,15,5,14,0.5,31,15,8,25,82,125,2,0
17,15,5,15,0.5,36,17,8,25,86,180,3,0
20,17,5,14,0.5,42,20,9,25,83,125,2,0
19,20,5,12,0.5,42,19,7,24,98,315,2,2.3
19,19,5,14,0.5,39,19,8,23,99,180,2,4.5
14,19,5,16,0.6,36,14,6,23,98,270,1,1.4
13,14,5,19,0.6,38,13,5,22,98,0,2,1.1
14,13,5,20,0.7,41,14,5,23,97,225,2,0
17,14,5,20,0.7,43,17,7,23,93,45,1,0
19,17,5,19,0.7,41,19,8,23,91,45,1,0
19,19,5,20,0.7,35,19,8,23,91,45,1,0
23,19,5,23,0.7,27,23,9,23,89,45,1,0
25,23,5,23,0.8,22,25,9,23,92,90,1,0
29,25,6,17,0.8,31,29,11,23,93,0,2,0
24,29,6,15,0.7,36,24,11,23,95,0,2,0
24,24,5,10,0.6,45,24,9,22,89,0,1,0
18,24,5,9,0.6,47,18,7,22,89,0,1,0
15,18,5,8,0.6,47,14,5,22,86,0,1,0
16,15,5,7,0.6,49,14,3,22,86,0,1,0
15,16,5,8,0.6,48,13,4,22,87,225,1,0
16,15,5,7,0.6,51,16,5,21,87,225,1,0
18,16,5,7,0.6,53,18,8,21,90,125,1,0
20,18,5,9,0.6,54,20,8,21,92,0,1,0.1
22,20,5,13,0.6,52,22,10,21,94,45,2,0.2
25,22,5,18,0.6,45,25,13,20,99,0,2,3.8
26,25,4,19,0.7,47,26,16,21,100,225,1,0.3
