province,city,city_code,aqi,quality,level,pollutions,so2,no2,co,o3,pm10,pm2_5,pubtime
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),14.0,12.0,0.6,69.0,54.0,39.0,2021-02-15 13:00:00
贵州省,贵阳市,520100,54.0,良,2,细颗粒物(PM2.5),11.0,9.0,0.6,74.0,51.0,38.0,2021-02-15 14:00:00
贵州省,贵阳市,520100,50.0,优,1,—,11.0,11.0,0.7,50.0,47.0,35.0,2021-02-15 15:00:00
贵州省,贵阳市,520100,45.0,优,1,—,11.0,11.0,0.7,57.0,45.0,31.0,2021-02-15 16:00:00
贵州省,贵阳市,520100,46.0,优,1,—,10.0,11.0,0.6,63.0,44.0,32.0,2021-02-15 17:00:00
贵州省,贵阳市,520100,48.0,优,1,—,10.0,12.0,0.6,64.0,46.0,33.0,2021-02-15 18:00:00
贵州省,贵阳市,520100,57.0,良,2,细颗粒物(PM2.5),9.0,10.0,0.6,67.0,53.0,40.0,2021-02-15 19:00:00
贵州省,贵阳市,520100,58.0,良,2,细颗粒物(PM2.5),10.0,10.0,0.6,66.0,55.0,41.0,2021-02-15 20:00:00
贵州省,贵阳市,520100,52.0,良,2,细颗粒物(PM2.5),10.0,10.0,0.6,61.0,52.0,36.0,2021-02-15 21:00:00
贵州省,贵阳市,520100,54.0,良,2,细颗粒物(PM2.5),10.0,10.0,0.6,62.0,52.0,38.0,2021-02-15 22:00:00
贵州省,贵阳市,520100,43.0,优,1,—,10.0,10.0,0.6,62.0,42.0,30.0,2021-02-15 23:00:00
贵州省,贵阳市,520100,39.0,优,1,—,11.0,9.0,0.6,60.0,38.0,27.0,2021-02-16 00:00:00
贵州省,贵阳市,520100,42.0,优,1,—,11.0,8.0,0.6,53.0,40.0,29.0,2021-02-16 01:00:00
贵州省,贵阳市,520100,46.0,优,1,—,9.0,8.0,0.6,55.0,42.0,32.0,2021-02-16 02:00:00
贵州省,贵阳市,520100,59.0,良,2,细颗粒物(PM2.5),7.0,8.0,0.6,54.0,52.0,42.0,2021-02-16 03:00:00
贵州省,贵阳市,520100,52.0,良,2,细颗粒物(PM2.5),8.0,7.0,0.6,53.0,43.0,36.0,2021-02-16 04:00:00
贵州省,贵阳市,520100,45.0,优,1,—,8.0,7.0,0.6,54.0,41.0,31.0,2021-02-16 05:00:00
贵州省,贵阳市,520100,40.0,优,1,—,8.0,6.0,0.6,56.0,38.0,28.0,2021-02-16 06:00:00
贵州省,贵阳市,520100,35.0,优,1,—,7.0,6.0,0.6,58.0,33.0,24.0,2021-02-16 07:00:00
贵州省,贵阳市,520100,33.0,优,1,—,7.0,8.0,0.5,56.0,31.0,23.0,2021-02-16 08:00:00
贵州省,贵阳市,520100,30.0,优,1,—,7.0,9.0,0.5,53.0,30.0,20.0,2021-02-16 09:00:00
贵州省,贵阳市,520100,25.0,优,1,—,8.0,10.0,0.5,51.0,25.0,16.0,2021-02-16 10:00:00
贵州省,贵阳市,520100,23.0,优,1,—,9.0,11.0,0.5,52.0,22.0,16.0,2021-02-16 11:00:00
贵州省,贵阳市,520100,19.0,优,1,—,10.0,10.0,0.5,56.0,19.0,11.0,2021-02-16 12:00:00
贵州省,贵阳市,520100,22.0,优,1,—,10.0,8.0,0.5,60.0,22.0,13.0,2021-02-16 13:00:00
贵州省,贵阳市,520100,23.0,优,1,—,9.0,8.0,0.5,62.0,23.0,15.0,2021-02-16 14:00:00
贵州省,贵阳市,520100,27.0,优,1,—,9.0,8.0,0.5,62.0,27.0,16.0,2021-02-16 15:00:00
贵州省,贵阳市,520100,26.0,优,1,—,10.0,8.0,0.5,67.0,26.0,17.0,2021-02-16 16:00:00
贵州省,贵阳市,520100,24.0,优,1,—,9.0,9.0,0.5,64.0,24.0,16.0,2021-02-16 17:00:00
贵州省,贵阳市,520100,27.0,优,1,—,10.0,10.0,0.5,62.0,27.0,16.0,2021-02-16 18:00:00
贵州省,贵阳市,520100,27.0,优,1,—,10.0,10.0,0.5,59.0,27.0,18.0,2021-02-16 19:00:00
贵州省,贵阳市,520100,29.0,优,1,—,13.0,12.0,0.6,53.0,29.0,20.0,2021-02-16 20:00:00
贵州省,贵阳市,520100,32.0,优,1,—,13.0,12.0,0.6,52.0,32.0,20.0,2021-02-16 21:00:00
贵州省,贵阳市,520100,31.0,优,1,—,13.0,12.0,0.6,51.0,31.0,19.0,2021-02-16 22:00:00
贵州省,贵阳市,520100,30.0,优,1,—,14.0,12.0,0.6,50.0,30.0,20.0,2021-02-16 23:00:00
贵州省,贵阳市,520100,29.0,优,1,—,14.0,11.0,0.6,48.0,29.0,19.0,2021-02-17 00:00:00
贵州省,贵阳市,520100,29.0,优,1,—,13.0,10.0,0.6,46.0,28.0,20.0,2021-02-17 01:00:00
贵州省,贵阳市,520100,29.0,优,1,—,12.0,10.0,0.6,46.0,29.0,19.0,2021-02-17 02:00:00
贵州省,贵阳市,520100,28.0,优,1,—,11.0,9.0,0.6,46.0,28.0,18.0,2021-02-17 03:00:00
贵州省,贵阳市,520100,31.0,优,1,—,11.0,8.0,0.6,44.0,31.0,21.0,2021-02-17 04:00:00
贵州省,贵阳市,520100,32.0,优,1,—,12.0,9.0,0.7,42.0,32.0,22.0,2021-02-17 05:00:00
贵州省,贵阳市,520100,36.0,优,1,—,12.0,9.0,0.6,40.0,35.0,25.0,2021-02-17 06:00:00
贵州省,贵阳市,520100,45.0,优,1,—,11.0,10.0,0.6,37.0,39.0,31.0,2021-02-17 07:00:00
贵州省,贵阳市,520100,43.0,优,1,—,10.0,12.0,0.6,34.0,41.0,30.0,2021-02-17 08:00:00
贵州省,贵阳市,520100,46.0,优,1,—,13.0,15.0,0.7,31.0,43.0,32.0,2021-02-17 09:00:00
贵州省,贵阳市,520100,48.0,优,1,—,13.0,13.0,0.6,40.0,46.0,33.0,2021-02-17 10:00:00
贵州省,贵阳市,520100,40.0,优,1,—,13.0,11.0,0.5,49.0,39.0,28.0,2021-02-17 11:00:00
贵州省,贵阳市,520100,32.0,优,1,—,12.0,9.0,0.5,61.0,30.0,22.0,2021-02-17 12:00:00
贵州省,贵阳市,520100,25.0,优,1,—,12.0,9.0,0.4,68.0,25.0,15.0,2021-02-17 13:00:00
贵州省,贵阳市,520100,25.0,优,1,—,11.0,8.0,0.4,76.0,25.0,14.0,2021-02-17 14:00:00
贵州省,贵阳市,520100,26.0,优,1,—,10.0,7.0,0.4,82.0,23.0,15.0,2021-02-17 15:00:00
贵州省,贵阳市,520100,28.0,优,1,—,9.0,7.0,0.4,87.0,21.0,12.0,2021-02-17 16:00:00
贵州省,贵阳市,520100,28.0,优,1,—,8.0,6.0,0.4,89.0,21.0,10.0,2021-02-17 17:00:00
贵州省,贵阳市,520100,28.0,优,1,—,9.0,6.0,0.4,88.0,18.0,8.0,2021-02-17 18:00:00
贵州省,贵阳市,520100,25.0,优,1,—,11.0,11.0,0.4,80.0,22.0,10.0,2021-02-17 19:00:00
贵州省,贵阳市,520100,24.0,优,1,—,14.0,14.0,0.5,72.0,24.0,12.0,2021-02-17 20:00:00
贵州省,贵阳市,520100,30.0,优,1,—,18.0,17.0,0.5,62.0,30.0,17.0,2021-02-17 21:00:00
贵州省,贵阳市,520100,36.0,优,1,—,19.0,17.0,0.5,59.0,36.0,21.0,2021-02-17 22:00:00
贵州省,贵阳市,520100,37.0,优,1,—,19.0,17.0,0.5,60.0,37.0,22.0,2021-02-17 23:00:00
贵州省,贵阳市,520100,36.0,优,1,—,16.0,11.0,0.5,69.0,36.0,22.0,2021-02-18 00:00:00
贵州省,贵阳市,520100,32.0,优,1,—,14.0,9.0,0.5,72.0,32.0,18.0,2021-02-18 01:00:00
贵州省,贵阳市,520100,28.0,优,1,—,13.0,8.0,0.4,75.0,28.0,16.0,2021-02-18 02:00:00
贵州省,贵阳市,520100,25.0,优,1,—,13.0,7.0,0.4,75.0,25.0,15.0,2021-02-18 03:00:00
贵州省,贵阳市,520100,26.0,优,1,—,12.0,7.0,0.4,71.0,26.0,15.0,2021-02-18 04:00:00
贵州省,贵阳市,520100,25.0,优,1,—,12.0,7.0,0.4,71.0,25.0,15.0,2021-02-18 05:00:00
贵州省,贵阳市,520100,25.0,优,1,—,12.0,6.0,0.4,74.0,25.0,14.0,2021-02-18 06:00:00
贵州省,贵阳市,520100,25.0,优,1,—,10.0,6.0,0.4,77.0,24.0,14.0,2021-02-18 07:00:00
贵州省,贵阳市,520100,24.0,优,1,—,10.0,11.0,0.4,74.0,22.0,11.0,2021-02-18 08:00:00
贵州省,贵阳市,520100,23.0,优,1,—,12.0,15.0,0.4,70.0,23.0,10.0,2021-02-18 09:00:00
贵州省,贵阳市,520100,27.0,优,1,—,14.0,15.0,0.4,69.0,27.0,12.0,2021-02-18 10:00:00
贵州省,贵阳市,520100,31.0,优,1,—,14.0,14.0,0.4,71.0,31.0,14.0,2021-02-18 11:00:00
贵州省,贵阳市,520100,30.0,优,1,—,15.0,14.0,0.4,73.0,30.0,14.0,2021-02-18 12:00:00
贵州省,贵阳市,520100,30.0,优,1,—,16.0,15.0,0.5,71.0,30.0,14.0,2021-02-18 13:00:00
贵州省,贵阳市,520100,31.0,优,1,—,15.0,15.0,0.5,70.0,31.0,14.0,2021-02-18 14:00:00
贵州省,贵阳市,520100,34.0,优,1,—,14.0,13.0,0.5,74.0,34.0,17.0,2021-02-18 15:00:00
贵州省,贵阳市,520100,31.0,优,1,—,14.0,12.0,0.5,78.0,31.0,17.0,2021-02-18 16:00:00
贵州省,贵阳市,520100,31.0,优,1,—,15.0,15.0,0.5,75.0,31.0,18.0,2021-02-18 17:00:00
贵州省,贵阳市,520100,32.0,优,1,—,17.0,19.0,0.5,70.0,32.0,17.0,2021-02-18 18:00:00
贵州省,贵阳市,520100,35.0,优,1,—,19.0,22.0,0.6,63.0,35.0,20.0,2021-02-18 19:00:00
贵州省,贵阳市,520100,37.0,优,1,—,25.0,29.0,0.6,49.0,37.0,20.0,2021-02-18 20:00:00
贵州省,贵阳市,520100,44.0,优,1,—,31.0,33.0,0.7,39.0,44.0,24.0,2021-02-18 21:00:00
贵州省,贵阳市,520100,50.0,优,1,—,33.0,32.0,0.7,38.0,50.0,29.0,2021-02-18 22:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),30.0,28.0,0.7,39.0,52.0,32.0,2021-02-18 23:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),25.0,23.0,0.7,40.0,54.0,35.0,2021-02-19 00:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),22.0,18.0,0.6,45.0,54.0,32.0,2021-02-19 01:00:00
贵州省,贵阳市,520100,50.0,优,1,—,22.0,16.0,0.6,47.0,50.0,30.0,2021-02-19 02:00:00
贵州省,贵阳市,520100,46.0,优,1,—,21.0,14.0,0.5,49.0,46.0,27.0,2021-02-19 03:00:00
贵州省,贵阳市,520100,43.0,优,1,—,20.0,15.0,0.6,47.0,43.0,27.0,2021-02-19 04:00:00
贵州省,贵阳市,520100,43.0,优,1,—,20.0,15.0,0.6,45.0,43.0,26.0,2021-02-19 05:00:00
贵州省,贵阳市,520100,41.0,优,1,—,19.0,15.0,0.6,45.0,41.0,27.0,2021-02-19 06:00:00
贵州省,贵阳市,520100,43.0,优,1,—,18.0,17.0,0.6,43.0,43.0,28.0,2021-02-19 07:00:00
贵州省,贵阳市,520100,41.0,优,1,—,20.0,28.0,0.6,31.0,41.0,25.0,2021-02-19 08:00:00
贵州省,贵阳市,520100,45.0,优,1,—,23.0,30.0,0.7,26.0,45.0,26.0,2021-02-19 09:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),28.0,30.0,0.7,30.0,51.0,31.0,2021-02-19 10:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),30.0,29.0,0.7,38.0,56.0,34.0,2021-02-19 11:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),27.0,22.0,0.6,55.0,56.0,35.0,2021-02-19 12:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),23.0,18.0,0.6,70.0,53.0,29.0,2021-02-19 13:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),21.0,15.0,0.6,80.0,53.0,28.0,2021-02-19 14:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),21.0,15.0,0.6,90.0,54.0,29.0,2021-02-19 15:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),19.0,16.0,0.6,97.0,55.0,33.0,2021-02-19 16:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),19.0,17.0,0.6,102.0,61.0,34.0,2021-02-19 17:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),19.0,18.0,0.6,100.0,58.0,34.0,2021-02-19 18:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),21.0,27.0,0.7,84.0,58.0,37.0,2021-02-19 19:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),32.0,38.0,0.8,56.0,61.0,35.0,2021-02-19 20:00:00
贵州省,贵阳市,520100,62.0,良,2,细颗粒物(PM2.5),22.0,28.0,0.7,52.0,68.0,44.0,2021-02-19 21:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),22.0,30.0,0.7,44.0,64.0,39.0,2021-02-19 22:00:00
贵州省,贵阳市,520100,62.0,良,2,颗粒物(PM10),27.0,34.0,0.8,33.0,73.0,42.0,2021-02-19 23:00:00
贵州省,贵阳市,520100,66.0,良,2,颗粒物(PM10),23.0,31.0,0.8,28.0,82.0,45.0,2021-02-20 00:00:00
贵州省,贵阳市,520100,67.0,良,2,细颗粒物(PM2.5),22.0,31.0,0.8,23.0,78.0,48.0,2021-02-20 01:00:00
贵州省,贵阳市,520100,64.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",21.0,29.0,0.8,22.0,77.0,46.0,2021-02-20 02:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),23.0,31.0,0.8,22.0,75.0,46.0,2021-02-20 03:00:00
贵州省,贵阳市,520100,68.0,良,2,细颗粒物(PM2.5),21.0,28.0,0.8,23.0,73.0,49.0,2021-02-20 04:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),21.0,28.0,0.8,20.0,72.0,47.0,2021-02-20 05:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),20.0,28.0,0.8,17.0,70.0,46.0,2021-02-20 06:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),22.0,31.0,0.8,13.0,69.0,47.0,2021-02-20 07:00:00
贵州省,贵阳市,520100,68.0,良,2,细颗粒物(PM2.5),24.0,33.0,0.8,12.0,70.0,49.0,2021-02-20 08:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),26.0,31.0,0.8,18.0,71.0,47.0,2021-02-20 09:00:00
贵州省,贵阳市,520100,63.0,良,2,细颗粒物(PM2.5),25.0,32.0,0.8,22.0,72.0,45.0,2021-02-20 10:00:00
贵州省,贵阳市,520100,61.0,良,2,颗粒物(PM10),23.0,27.0,0.8,34.0,71.0,40.0,2021-02-20 11:00:00
贵州省,贵阳市,520100,64.0,良,2,颗粒物(PM10),24.0,24.0,0.7,47.0,77.0,43.0,2021-02-20 12:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),18.0,17.0,0.7,66.0,75.0,40.0,2021-02-20 13:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),14.0,14.0,0.6,75.0,61.0,34.0,2021-02-20 14:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),12.0,14.0,0.7,79.0,55.0,32.0,2021-02-20 15:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),11.0,15.0,0.7,80.0,54.0,34.0,2021-02-20 16:00:00
贵州省,贵阳市,520100,52.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",12.0,20.0,0.7,77.0,54.0,36.0,2021-02-20 17:00:00
贵州省,贵阳市,520100,52.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",16.0,25.0,0.8,70.0,54.0,36.0,2021-02-20 18:00:00
贵州省,贵阳市,520100,53.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",21.0,33.0,0.8,58.0,56.0,37.0,2021-02-20 19:00:00
贵州省,贵阳市,520100,57.0,良,2,细颗粒物(PM2.5),22.0,30.0,0.8,53.0,60.0,40.0,2021-02-20 20:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),20.0,41.0,0.9,39.0,75.0,41.0,2021-02-20 21:00:00
贵州省,贵阳市,520100,66.0,良,2,颗粒物(PM10),23.0,43.0,0.9,31.0,81.0,46.0,2021-02-20 22:00:00
贵州省,贵阳市,520100,67.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",33.0,45.0,1.0,23.0,84.0,48.0,2021-02-20 23:00:00
贵州省,贵阳市,520100,72.0,良,2,细颗粒物(PM2.5),26.0,43.0,1.0,20.0,82.0,52.0,2021-02-21 00:00:00
贵州省,贵阳市,520100,72.0,良,2,细颗粒物(PM2.5),31.0,42.0,1.0,18.0,79.0,52.0,2021-02-21 01:00:00
贵州省,贵阳市,520100,73.0,良,2,细颗粒物(PM2.5),28.0,39.0,1.0,19.0,85.0,53.0,2021-02-21 02:00:00
贵州省,贵阳市,520100,73.0,良,2,细颗粒物(PM2.5),28.0,34.0,0.9,28.0,81.0,53.0,2021-02-21 03:00:00
贵州省,贵阳市,520100,67.0,良,2,细颗粒物(PM2.5),20.0,22.0,0.8,45.0,75.0,48.0,2021-02-21 04:00:00
贵州省,贵阳市,520100,62.0,良,2,细颗粒物(PM2.5),15.0,15.0,0.8,56.0,62.0,44.0,2021-02-21 05:00:00
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),14.0,16.0,0.7,57.0,56.0,39.0,2021-02-21 06:00:00
贵州省,贵阳市,520100,58.0,良,2,细颗粒物(PM2.5),16.0,18.0,0.8,53.0,57.0,41.0,2021-02-21 07:00:00
贵州省,贵阳市,520100,58.0,良,2,细颗粒物(PM2.5),14.0,25.0,0.8,49.0,56.0,41.0,2021-02-21 08:00:00
贵州省,贵阳市,520100,58.0,良,2,细颗粒物(PM2.5),19.0,28.0,0.8,46.0,56.0,41.0,2021-02-21 09:00:00
贵州省,贵阳市,520100,63.0,良,2,细颗粒物(PM2.5),18.0,24.0,0.8,64.0,64.0,45.0,2021-02-21 10:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),14.0,18.0,0.8,81.0,70.0,47.0,2021-02-21 11:00:00
贵州省,贵阳市,520100,68.0,良,2,细颗粒物(PM2.5),14.0,18.0,0.8,83.0,68.0,49.0,2021-02-21 12:00:00
贵州省,贵阳市,520100,67.0,良,2,细颗粒物(PM2.5),12.0,15.0,0.7,87.0,69.0,48.0,2021-02-21 13:00:00
贵州省,贵阳市,520100,68.0,良,2,细颗粒物(PM2.5),12.0,17.0,0.8,86.0,67.0,49.0,2021-02-21 14:00:00
贵州省,贵阳市,520100,69.0,良,2,细颗粒物(PM2.5),12.0,19.0,0.8,84.0,66.0,50.0,2021-02-21 15:00:00
贵州省,贵阳市,520100,69.0,良,2,细颗粒物(PM2.5),12.0,17.0,0.8,83.0,67.0,50.0,2021-02-21 16:00:00
贵州省,贵阳市,520100,72.0,良,2,细颗粒物(PM2.5),14.0,21.0,0.8,77.0,72.0,52.0,2021-02-21 17:00:00
贵州省,贵阳市,520100,72.0,良,2,细颗粒物(PM2.5),15.0,22.0,0.8,73.0,76.0,52.0,2021-02-21 18:00:00
贵州省,贵阳市,520100,73.0,良,2,细颗粒物(PM2.5),19.0,30.0,0.9,58.0,75.0,53.0,2021-02-21 19:00:00
贵州省,贵阳市,520100,82.0,良,2,细颗粒物(PM2.5),20.0,41.0,1.0,39.0,87.0,60.0,2021-02-21 20:00:00
贵州省,贵阳市,520100,83.0,良,2,细颗粒物(PM2.5),24.0,47.0,1.1,24.0,98.0,61.0,2021-02-21 21:00:00
贵州省,贵阳市,520100,93.0,良,2,细颗粒物(PM2.5),25.0,43.0,1.2,20.0,113.0,69.0,2021-02-21 22:00:00
贵州省,贵阳市,520100,100.0,良,2,细颗粒物(PM2.5),25.0,40.0,1.2,15.0,122.0,75.0,2021-02-21 23:00:00
贵州省,贵阳市,520100,103.0,轻度污染,3,细颗粒物(PM2.5),30.0,38.0,1.3,11.0,130.0,77.0,2021-02-22 00:00:00
贵州省,贵阳市,520100,107.0,轻度污染,3,细颗粒物(PM2.5),27.0,34.0,1.2,10.0,132.0,80.0,2021-02-22 01:00:00
贵州省,贵阳市,520100,99.0,良,2,细颗粒物(PM2.5),22.0,30.0,1.1,10.0,116.0,74.0,2021-02-22 02:00:00
贵州省,贵阳市,520100,93.0,良,2,细颗粒物(PM2.5),17.0,28.0,1.1,9.0,109.0,69.0,2021-02-22 03:00:00
贵州省,贵阳市,520100,90.0,良,2,细颗粒物(PM2.5),15.0,27.0,1.0,11.0,100.0,67.0,2021-02-22 04:00:00
贵州省,贵阳市,520100,84.0,良,2,细颗粒物(PM2.5),11.0,20.0,0.8,26.0,88.0,62.0,2021-02-22 05:00:00
贵州省,贵阳市,520100,70.0,良,2,细颗粒物(PM2.5),10.0,16.0,0.7,32.0,67.0,51.0,2021-02-22 06:00:00
贵州省,贵阳市,520100,68.0,良,2,细颗粒物(PM2.5),9.0,15.0,0.7,37.0,65.0,49.0,2021-02-22 07:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),9.0,23.0,0.8,28.0,59.0,47.0,2021-02-22 08:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),10.0,26.0,0.8,29.0,63.0,46.0,2021-02-22 09:00:00
贵州省,贵阳市,520100,59.0,良,2,细颗粒物(PM2.5),10.0,23.0,0.7,44.0,63.0,42.0,2021-02-22 10:00:00
贵州省,贵阳市,520100,57.0,良,2,细颗粒物(PM2.5),11.0,20.0,0.6,58.0,55.0,40.0,2021-02-22 11:00:00
贵州省,贵阳市,520100,52.0,良,2,细颗粒物(PM2.5),10.0,17.0,0.6,70.0,49.0,36.0,2021-02-22 12:00:00
贵州省,贵阳市,520100,50.0,优,1,—,11.0,15.0,0.6,81.0,50.0,34.0,2021-02-22 13:00:00
贵州省,贵阳市,520100,53.0,良,2,细颗粒物(PM2.5),11.0,17.0,0.6,99.0,51.0,37.0,2021-02-22 14:00:00
贵州省,贵阳市,520100,53.0,良,2,细颗粒物(PM2.5),12.0,15.0,0.6,112.0,53.0,37.0,2021-02-22 15:00:00
贵州省,贵阳市,520100,52.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",12.0,15.0,0.6,127.0,54.0,36.0,2021-02-22 16:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),11.0,15.0,0.6,133.0,55.0,36.0,2021-02-22 17:00:00
贵州省,贵阳市,520100,53.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",12.0,21.0,0.7,128.0,55.0,37.0,2021-02-22 18:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),12.0,32.0,0.7,92.0,55.0,35.0,2021-02-22 19:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),14.0,28.0,0.7,72.0,60.0,37.0,2021-02-22 20:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),14.0,25.0,0.7,67.0,65.0,39.0,2021-02-22 21:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),12.0,22.0,0.7,67.0,56.0,32.0,2021-02-22 22:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),14.0,35.0,0.7,47.0,54.0,33.0,2021-02-22 23:00:00
贵州省,贵阳市,520100,61.0,良,2,颗粒物(PM10),15.0,39.0,0.8,31.0,72.0,37.0,2021-02-23 00:00:00
贵州省,贵阳市,520100,64.0,良,2,颗粒物(PM10),15.0,36.0,0.8,24.0,77.0,38.0,2021-02-23 01:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),15.0,31.0,0.8,22.0,76.0,37.0,2021-02-23 02:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),18.0,33.0,0.8,19.0,76.0,39.0,2021-02-23 03:00:00
贵州省,贵阳市,520100,61.0,良,2,颗粒物(PM10),19.0,32.0,0.9,17.0,72.0,38.0,2021-02-23 04:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),17.0,33.0,0.8,15.0,65.0,37.0,2021-02-23 05:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),15.0,30.0,0.8,20.0,65.0,37.0,2021-02-23 06:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),15.0,29.0,0.8,23.0,59.0,35.0,2021-02-23 07:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),14.0,36.0,0.8,18.0,58.0,37.0,2021-02-23 08:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),17.0,40.0,0.9,19.0,59.0,37.0,2021-02-23 09:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),16.0,39.0,0.8,36.0,67.0,38.0,2021-02-23 10:00:00
贵州省,贵阳市,520100,62.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",12.0,23.0,0.7,74.0,73.0,44.0,2021-02-23 11:00:00
贵州省,贵阳市,520100,63.0,良,2,细颗粒物(PM2.5),10.0,17.0,0.7,92.0,73.0,45.0,2021-02-23 12:00:00
贵州省,贵阳市,520100,63.0,良,2,细颗粒物(PM2.5),9.0,15.0,0.6,98.0,69.0,45.0,2021-02-23 13:00:00
贵州省,贵阳市,520100,59.0,良,2,细颗粒物(PM2.5),8.0,13.0,0.6,101.0,65.0,42.0,2021-02-23 14:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),8.0,10.0,0.6,110.0,64.0,39.0,2021-02-23 15:00:00
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),8.0,10.0,0.6,114.0,58.0,39.0,2021-02-23 16:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),8.0,13.0,0.6,112.0,57.0,35.0,2021-02-23 17:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),8.0,19.0,0.6,100.0,53.0,33.0,2021-02-23 18:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),10.0,23.0,0.6,91.0,55.0,34.0,2021-02-23 19:00:00
贵州省,贵阳市,520100,53.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",13.0,37.0,0.7,67.0,55.0,37.0,2021-02-23 20:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),21.0,45.0,0.9,52.0,68.0,40.0,2021-02-23 21:00:00
贵州省,贵阳市,520100,67.0,良,2,颗粒物(PM10),17.0,38.0,0.7,55.0,83.0,47.0,2021-02-23 22:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),16.0,38.0,0.7,50.0,76.0,44.0,2021-02-23 23:00:00
贵州省,贵阳市,520100,61.0,良,2,颗粒物(PM10),18.0,45.0,1.0,36.0,72.0,42.0,2021-02-24 00:00:00
贵州省,贵阳市,520100,71.0,良,2,颗粒物(PM10),20.0,44.0,0.9,31.0,91.0,47.0,2021-02-24 01:00:00
贵州省,贵阳市,520100,70.0,良,2,颗粒物(PM10),20.0,39.0,0.8,37.0,89.0,46.0,2021-02-24 02:00:00
贵州省,贵阳市,520100,64.0,良,2,颗粒物(PM10),12.0,28.0,0.7,52.0,78.0,44.0,2021-02-24 03:00:00
