province,city,city_code,aqi,quality,level,pollutions,so2,no2,co,o3,pm10,pm2_5,pubtime
贵州省,贵阳市,520100,None,—,0,—,None,None,None,None,None,None,2021-01-01 00:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),16.0,15.0,0.5,57.0,59.0,33.0,2021-01-01 01:00:00
贵州省,贵阳市,520100,None,—,0,—,None,None,None,None,None,None,2021-01-01 03:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),17.0,15.0,0.6,52.0,63.0,35.0,2021-01-01 04:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),16.0,15.0,0.5,57.0,59.0,33.0,2021-01-01 05:00:00
贵州省,贵阳市,520100,64.0,良,2,颗粒物(PM10),17.0,17.0,0.7,45.0,77.0,41.0,2021-01-01 06:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),18.0,20.0,0.7,40.0,76.0,44.0,2021-01-01 07:00:00
贵州省,贵阳市,520100,66.0,良,2,颗粒物(PM10),21.0,26.0,0.8,32.0,81.0,47.0,2021-01-01 08:00:00
贵州省,贵阳市,520100,74.0,良,2,细颗粒物(PM2.5),24.0,30.0,0.9,28.0,87.0,54.0,2021-01-01 09:00:00
贵州省,贵阳市,520100,77.0,良,2,细颗粒物(PM2.5),28.0,31.0,0.9,27.0,92.0,56.0,2021-01-01 10:00:00
贵州省,贵阳市,520100,75.0,良,2,细颗粒物(PM2.5),32.0,30.0,0.9,31.0,94.0,55.0,2021-01-01 11:00:00
贵州省,贵阳市,520100,67.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",31.0,28.0,0.8,34.0,84.0,48.0,2021-01-01 12:00:00
贵州省,贵阳市,520100,62.0,良,2,颗粒物(PM10),29.0,28.0,0.8,40.0,74.0,40.0,2021-01-01 13:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),30.0,28.0,0.8,47.0,65.0,37.0,2021-01-01 14:00:00
贵州省,贵阳市,520100,58.0,良,2,颗粒物(PM10),28.0,29.0,0.8,52.0,66.0,36.0,2021-01-01 15:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),29.0,33.0,0.8,52.0,63.0,32.0,2021-01-01 16:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),31.0,40.0,0.9,48.0,63.0,36.0,2021-01-01 17:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),36.0,48.0,0.9,39.0,76.0,40.0,2021-01-01 18:00:00
贵州省,贵阳市,520100,68.0,良,2,颗粒物(PM10),43.0,60.0,1.0,24.0,85.0,47.0,2021-01-01 19:00:00
贵州省,贵阳市,520100,73.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",44.0,66.0,1.1,16.0,95.0,53.0,2021-01-01 20:00:00
贵州省,贵阳市,520100,80.0,良,2,细颗粒物(PM2.5),55.0,67.0,1.2,13.0,105.0,59.0,2021-01-01 21:00:00
贵州省,贵阳市,520100,83.0,良,2,细颗粒物(PM2.5),60.0,63.0,1.3,13.0,107.0,61.0,2021-01-01 22:00:00
贵州省,贵阳市,520100,84.0,良,2,细颗粒物(PM2.5),49.0,60.0,1.2,14.0,111.0,62.0,2021-01-01 23:00:00
贵州省,贵阳市,520100,83.0,良,2,细颗粒物(PM2.5),40.0,49.0,1.0,25.0,108.0,61.0,2021-01-02 00:00:00
贵州省,贵阳市,520100,78.0,良,2,细颗粒物(PM2.5),34.0,39.0,0.9,36.0,94.0,57.0,2021-01-02 01:00:00
贵州省,贵阳市,520100,73.0,良,2,细颗粒物(PM2.5),30.0,29.0,0.7,47.0,87.0,53.0,2021-01-02 02:00:00
贵州省,贵阳市,520100,69.0,良,2,细颗粒物(PM2.5),28.0,29.0,0.7,47.0,81.0,50.0,2021-01-02 03:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),27.0,28.0,0.7,46.0,77.0,47.0,2021-01-02 04:00:00
贵州省,贵阳市,520100,63.0,良,2,细颗粒物(PM2.5),27.0,30.0,0.7,43.0,72.0,45.0,2021-01-02 05:00:00
贵州省,贵阳市,520100,62.0,良,2,细颗粒物(PM2.5),30.0,34.0,0.7,37.0,71.0,44.0,2021-01-02 06:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),34.0,35.0,0.8,36.0,75.0,46.0,2021-01-02 07:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),28.0,38.0,0.7,33.0,77.0,47.0,2021-01-02 08:00:00
贵州省,贵阳市,520100,61.0,良,2,颗粒物(PM10),29.0,40.0,0.7,34.0,71.0,43.0,2021-01-02 09:00:00
贵州省,贵阳市,520100,62.0,良,2,颗粒物(PM10),30.0,42.0,0.7,36.0,73.0,42.0,2021-01-02 10:00:00
贵州省,贵阳市,520100,64.0,良,2,颗粒物(PM10),31.0,41.0,0.7,41.0,77.0,42.0,2021-01-02 11:00:00
贵州省,贵阳市,520100,64.0,良,2,颗粒物(PM10),28.0,33.0,0.6,52.0,78.0,40.0,2021-01-02 12:00:00
贵州省,贵阳市,520100,62.0,良,2,颗粒物(PM10),26.0,28.0,0.7,60.0,73.0,35.0,2021-01-02 13:00:00
贵州省,贵阳市,520100,62.0,良,2,颗粒物(PM10),24.0,27.0,0.6,61.0,73.0,34.0,2021-01-02 14:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),21.0,26.0,0.6,62.0,67.0,32.0,2021-01-02 15:00:00
贵州省,贵阳市,520100,57.0,良,2,颗粒物(PM10),24.0,32.0,0.7,58.0,64.0,32.0,2021-01-02 16:00:00
贵州省,贵阳市,520100,61.0,良,2,颗粒物(PM10),24.0,34.0,0.7,53.0,72.0,36.0,2021-01-02 17:00:00
贵州省,贵阳市,520100,65.0,良,2,颗粒物(PM10),27.0,38.0,0.7,47.0,79.0,39.0,2021-01-02 18:00:00
贵州省,贵阳市,520100,68.0,良,2,颗粒物(PM10),28.0,40.0,0.8,43.0,85.0,41.0,2021-01-02 19:00:00
贵州省,贵阳市,520100,68.0,良,2,颗粒物(PM10),28.0,38.0,0.7,43.0,86.0,44.0,2021-01-02 20:00:00
贵州省,贵阳市,520100,63.0,良,2,颗粒物(PM10),20.0,27.0,0.6,54.0,76.0,39.0,2021-01-02 21:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),16.0,24.0,0.6,57.0,68.0,34.0,2021-01-02 22:00:00
贵州省,贵阳市,520100,59.0,良,2,颗粒物(PM10),11.0,26.0,0.6,50.0,67.0,31.0,2021-01-02 23:00:00
贵州省,贵阳市,520100,54.0,良,2,"颗粒物(PM10),细颗粒物(PM2.5)",9.0,20.0,0.7,52.0,57.0,38.0,2021-01-03 00:00:00
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),9.0,18.0,0.7,52.0,53.0,39.0,2021-01-03 01:00:00
贵州省,贵阳市,520100,None,—,0,—,None,None,None,None,None,None,2021-01-03 02:00:00
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),8.0,17.0,0.7,47.0,50.0,39.0,2021-01-03 03:00:00
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),8.0,17.0,0.8,43.0,54.0,39.0,2021-01-03 04:00:00
贵州省,贵阳市,520100,58.0,良,2,细颗粒物(PM2.5),8.0,15.0,0.8,40.0,63.0,41.0,2021-01-03 05:00:00
贵州省,贵阳市,520100,60.0,良,2,细颗粒物(PM2.5),9.0,15.0,0.8,37.0,52.0,43.0,2021-01-03 06:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),9.0,18.0,0.8,32.0,55.0,46.0,2021-01-03 07:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),9.0,22.0,0.9,27.0,60.0,47.0,2021-01-03 08:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),10.0,27.0,0.9,22.0,56.0,47.0,2021-01-03 09:00:00
贵州省,贵阳市,520100,65.0,良,2,细颗粒物(PM2.5),12.0,30.0,0.9,20.0,57.0,47.0,2021-01-03 10:00:00
贵州省,贵阳市,520100,67.0,良,2,细颗粒物(PM2.5),15.0,33.0,1.0,19.0,61.0,48.0,2021-01-03 11:00:00
贵州省,贵阳市,520100,70.0,良,2,细颗粒物(PM2.5),17.0,31.0,0.9,22.0,62.0,51.0,2021-01-03 12:00:00
贵州省,贵阳市,520100,69.0,良,2,细颗粒物(PM2.5),19.0,28.0,0.9,24.0,64.0,50.0,2021-01-03 13:00:00
贵州省,贵阳市,520100,70.0,良,2,细颗粒物(PM2.5),17.0,25.0,0.9,26.0,64.0,51.0,2021-01-03 14:00:00
贵州省,贵阳市,520100,67.0,良,2,细颗粒物(PM2.5),15.0,25.0,0.9,25.0,58.0,48.0,2021-01-03 15:00:00
贵州省,贵阳市,520100,70.0,良,2,细颗粒物(PM2.5),14.0,28.0,0.9,21.0,62.0,51.0,2021-01-03 16:00:00
贵州省,贵阳市,520100,73.0,良,2,细颗粒物(PM2.5),12.0,28.0,0.9,21.0,64.0,53.0,2021-01-03 17:00:00
贵州省,贵阳市,520100,78.0,良,2,细颗粒物(PM2.5),14.0,28.0,0.9,24.0,74.0,57.0,2021-01-03 18:00:00
贵州省,贵阳市,520100,78.0,良,2,细颗粒物(PM2.5),15.0,28.0,0.8,27.0,74.0,57.0,2021-01-03 19:00:00
贵州省,贵阳市,520100,77.0,良,2,细颗粒物(PM2.5),15.0,28.0,0.8,27.0,70.0,56.0,2021-01-03 20:00:00
贵州省,贵阳市,520100,72.0,良,2,细颗粒物(PM2.5),17.0,29.0,0.9,23.0,68.0,52.0,2021-01-03 21:00:00
贵州省,贵阳市,520100,73.0,良,2,细颗粒物(PM2.5),18.0,32.0,0.9,21.0,68.0,53.0,2021-01-03 22:00:00
贵州省,贵阳市,520100,75.0,良,2,细颗粒物(PM2.5),17.0,28.0,0.8,24.0,73.0,55.0,2021-01-03 23:00:00
贵州省,贵阳市,520100,74.0,良,2,细颗粒物(PM2.5),15.0,25.0,0.8,27.0,80.0,54.0,2021-01-04 00:00:00
贵州省,贵阳市,520100,73.0,良,2,细颗粒物(PM2.5),14.0,22.0,0.8,29.0,79.0,53.0,2021-01-04 01:00:00
贵州省,贵阳市,520100,74.0,良,2,细颗粒物(PM2.5),12.0,19.0,0.8,33.0,80.0,54.0,2021-01-04 02:00:00
贵州省,贵阳市,520100,69.0,良,2,细颗粒物(PM2.5),10.0,16.0,0.7,36.0,68.0,50.0,2021-01-04 03:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),9.0,17.0,0.8,33.0,61.0,46.0,2021-01-04 04:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),10.0,17.0,0.8,31.0,61.0,46.0,2021-01-04 05:00:00
贵州省,贵阳市,520100,64.0,良,2,细颗粒物(PM2.5),10.0,18.0,0.8,28.0,57.0,46.0,2021-01-04 06:00:00
贵州省,贵阳市,520100,63.0,良,2,细颗粒物(PM2.5),10.0,21.0,0.8,25.0,58.0,45.0,2021-01-04 07:00:00
贵州省,贵阳市,520100,67.0,良,2,细颗粒物(PM2.5),11.0,27.0,0.8,18.0,60.0,48.0,2021-01-04 08:00:00
贵州省,贵阳市,520100,69.0,良,2,细颗粒物(PM2.5),13.0,33.0,0.9,14.0,65.0,50.0,2021-01-04 09:00:00
贵州省,贵阳市,520100,79.0,良,2,细颗粒物(PM2.5),15.0,36.0,1.0,14.0,75.0,58.0,2021-01-04 10:00:00
贵州省,贵阳市,520100,87.0,良,2,细颗粒物(PM2.5),17.0,34.0,0.9,17.0,84.0,64.0,2021-01-04 11:00:00
贵州省,贵阳市,520100,89.0,良,2,细颗粒物(PM2.5),19.0,36.0,1.0,19.0,90.0,66.0,2021-01-04 12:00:00
贵州省,贵阳市,520100,93.0,良,2,细颗粒物(PM2.5),22.0,38.0,1.0,21.0,92.0,69.0,2021-01-04 13:00:00
贵州省,贵阳市,520100,95.0,良,2,细颗粒物(PM2.5),23.0,41.0,1.0,22.0,98.0,71.0,2021-01-04 14:00:00
贵州省,贵阳市,520100,98.0,良,2,细颗粒物(PM2.5),22.0,39.0,1.0,22.0,102.0,73.0,2021-01-04 15:00:00
贵州省,贵阳市,520100,97.0,良,2,细颗粒物(PM2.5),22.0,39.0,1.0,23.0,103.0,72.0,2021-01-04 16:00:00
贵州省,贵阳市,520100,97.0,良,2,细颗粒物(PM2.5),22.0,38.0,0.9,25.0,103.0,72.0,2021-01-04 17:00:00
贵州省,贵阳市,520100,99.0,良,2,细颗粒物(PM2.5),21.0,41.0,0.9,23.0,105.0,74.0,2021-01-04 18:00:00
贵州省,贵阳市,520100,98.0,良,2,细颗粒物(PM2.5),22.0,42.0,0.9,22.0,107.0,73.0,2021-01-04 19:00:00
贵州省,贵阳市,520100,97.0,良,2,细颗粒物(PM2.5),22.0,40.0,0.9,24.0,103.0,72.0,2021-01-04 20:00:00
贵州省,贵阳市,520100,94.0,良,2,细颗粒物(PM2.5),21.0,43.0,1.0,20.0,99.0,70.0,2021-01-04 21:00:00
贵州省,贵阳市,520100,98.0,良,2,细颗粒物(PM2.5),19.0,40.0,0.9,23.0,93.0,73.0,2021-01-04 22:00:00
贵州省,贵阳市,520100,92.0,良,2,细颗粒物(PM2.5),15.0,33.0,0.9,26.0,87.0,68.0,2021-01-04 23:00:00
贵州省,贵阳市,520100,82.0,良,2,细颗粒物(PM2.5),13.0,26.0,0.9,30.0,74.0,60.0,2021-01-05 00:00:00
贵州省,贵阳市,520100,75.0,良,2,细颗粒物(PM2.5),10.0,22.0,0.8,35.0,64.0,55.0,2021-01-05 01:00:00
贵州省,贵阳市,520100,69.0,良,2,细颗粒物(PM2.5),9.0,19.0,0.7,37.0,60.0,50.0,2021-01-05 02:00:00
贵州省,贵阳市,520100,57.0,良,2,细颗粒物(PM2.5),9.0,19.0,0.7,37.0,50.0,40.0,2021-01-05 03:00:00
贵州省,贵阳市,520100,53.0,良,2,细颗粒物(PM2.5),8.0,18.0,0.7,37.0,41.0,37.0,2021-01-05 04:00:00
贵州省,贵阳市,520100,42.0,优,1,—,8.0,17.0,0.7,37.0,34.0,29.0,2021-01-05 05:00:00
贵州省,贵阳市,520100,None,—,0,—,None,None,None,None,None,None,2021-01-05 06:00:00
贵州省,贵阳市,520100,28.0,—,0,—,7.0,17.0,0.7,41.0,25.0,19.0,2021-01-05 07:00:00
贵州省,贵阳市,520100,25.0,优,1,—,8.0,23.0,0.7,37.0,22.0,17.0,2021-01-05 08:00:00
贵州省,贵阳市,520100,23.0,优,1,—,8.0,24.0,0.7,37.0,23.0,16.0,2021-01-05 09:00:00
贵州省,贵阳市,520100,None,—,0,—,None,None,None,None,None,None,2021-01-05 10:00:00
贵州省,贵阳市,520100,30.0,优,1,—,11.0,29.0,0.8,32.0,30.0,20.0,2021-01-05 11:00:00
贵州省,贵阳市,520100,30.0,优,1,—,11.0,29.0,0.8,32.0,30.0,20.0,2021-01-05 12:00:00
贵州省,贵阳市,520100,33.0,优,1,—,12.0,27.0,0.8,34.0,33.0,19.0,2021-01-05 13:00:00
贵州省,贵阳市,520100,34.0,优,1,—,12.0,24.0,0.8,36.0,34.0,20.0,2021-01-05 14:00:00
贵州省,贵阳市,520100,32.0,优,1,—,12.0,25.0,0.8,40.0,30.0,22.0,2021-01-05 15:00:00
贵州省,贵阳市,520100,34.0,优,1,—,12.0,23.0,0.7,42.0,34.0,21.0,2021-01-05 16:00:00
贵州省,贵阳市,520100,32.0,优,1,—,10.0,24.0,0.7,39.0,32.0,21.0,2021-01-05 17:00:00
贵州省,贵阳市,520100,32.0,优,1,—,10.0,24.0,0.7,41.0,32.0,20.0,2021-01-05 18:00:00
贵州省,贵阳市,520100,31.0,优,1,—,10.0,23.0,0.7,39.0,31.0,18.0,2021-01-05 19:00:00
贵州省,贵阳市,520100,31.0,优,1,—,11.0,23.0,0.7,38.0,31.0,20.0,2021-01-05 20:00:00
贵州省,贵阳市,520100,29.0,优,1,—,11.0,24.0,0.7,36.0,29.0,20.0,2021-01-05 21:00:00
贵州省,贵阳市,520100,30.0,优,1,—,10.0,25.0,0.7,33.0,30.0,19.0,2021-01-05 22:00:00
贵州省,贵阳市,520100,29.0,优,1,—,10.0,19.0,0.6,40.0,27.0,20.0,2021-01-05 23:00:00
贵州省,贵阳市,520100,23.0,优,1,—,9.0,17.0,0.6,42.0,23.0,15.0,2021-01-06 00:00:00
贵州省,贵阳市,520100,25.0,优,1,—,8.0,16.0,0.6,41.0,23.0,17.0,2021-01-06 01:00:00
贵州省,贵阳市,520100,25.0,优,1,—,8.0,14.0,0.6,44.0,25.0,17.0,2021-01-06 02:00:00
贵州省,贵阳市,520100,29.0,优,1,—,8.0,13.0,0.6,50.0,26.0,20.0,2021-01-06 03:00:00
贵州省,贵阳市,520100,32.0,优,1,—,8.0,12.0,0.6,61.0,30.0,22.0,2021-01-06 04:00:00
贵州省,贵阳市,520100,42.0,优,1,—,7.0,11.0,0.6,70.0,38.0,29.0,2021-01-06 05:00:00
贵州省,贵阳市,520100,52.0,良,2,细颗粒物(PM2.5),7.0,11.0,0.6,74.0,44.0,36.0,2021-01-06 06:00:00
贵州省,贵阳市,520100,50.0,优,1,—,8.0,12.0,0.6,72.0,42.0,35.0,2021-01-06 07:00:00
贵州省,贵阳市,520100,50.0,优,1,—,8.0,17.0,0.6,69.0,41.0,35.0,2021-01-06 08:00:00
贵州省,贵阳市,520100,50.0,优,1,—,8.0,19.0,0.6,66.0,44.0,35.0,2021-01-06 09:00:00
贵州省,贵阳市,520100,50.0,优,1,—,10.0,24.0,0.7,60.0,43.0,35.0,2021-01-06 10:00:00
贵州省,贵阳市,520100,52.0,良,2,细颗粒物(PM2.5),11.0,25.0,0.7,57.0,46.0,36.0,2021-01-06 11:00:00
贵州省,贵阳市,520100,54.0,良,2,细颗粒物(PM2.5),12.0,28.0,0.7,52.0,50.0,38.0,2021-01-06 12:00:00
贵州省,贵阳市,520100,59.0,良,2,细颗粒物(PM2.5),11.0,28.0,0.7,50.0,52.0,42.0,2021-01-06 13:00:00
贵州省,贵阳市,520100,60.0,良,2,细颗粒物(PM2.5),12.0,24.0,0.8,50.0,57.0,43.0,2021-01-06 14:00:00
贵州省,贵阳市,520100,60.0,良,2,细颗粒物(PM2.5),12.0,25.0,0.8,53.0,52.0,43.0,2021-01-06 15:00:00
贵州省,贵阳市,520100,57.0,良,2,细颗粒物(PM2.5),12.0,27.0,0.8,48.0,51.0,40.0,2021-01-06 16:00:00
贵州省,贵阳市,520100,58.0,良,2,细颗粒物(PM2.5),11.0,27.0,0.8,46.0,53.0,41.0,2021-01-06 17:00:00
贵州省,贵阳市,520100,54.0,良,2,细颗粒物(PM2.5),11.0,28.0,0.8,46.0,52.0,38.0,2021-01-06 18:00:00
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),11.0,27.0,0.8,47.0,52.0,39.0,2021-01-06 19:00:00
贵州省,贵阳市,520100,55.0,良,2,细颗粒物(PM2.5),10.0,25.0,0.8,49.0,47.0,39.0,2021-01-06 20:00:00
贵州省,贵阳市,520100,48.0,优,1,—,10.0,23.0,0.8,50.0,42.0,33.0,2021-01-06 21:00:00
贵州省,贵阳市,520100,43.0,优,1,—,10.0,22.0,0.8,52.0,37.0,30.0,2021-01-06 22:00:00
贵州省,贵阳市,520100,39.0,优,1,—,10.0,19.0,0.8,57.0,35.0,27.0,2021-01-06 23:00:00
贵州省,贵阳市,520100,39.0,优,1,—,9.0,16.0,0.8,64.0,32.0,27.0,2021-01-07 00:00:00
贵州省,贵阳市,520100,42.0,优,1,—,8.0,15.0,0.8,66.0,35.0,29.0,2021-01-07 01:00:00
贵州省,贵阳市,520100,40.0,优,1,—,8.0,13.0,0.8,71.0,35.0,28.0,2021-01-07 02:00:00
贵州省,贵阳市,520100,46.0,优,1,—,8.0,12.0,0.8,73.0,40.0,32.0,2021-01-07 03:00:00
贵州省,贵阳市,520100,48.0,优,1,—,7.0,12.0,0.8,72.0,40.0,33.0,2021-01-07 04:00:00
贵州省,贵阳市,520100,40.0,优,1,—,7.0,11.0,0.7,74.0,36.0,28.0,2021-01-07 05:00:00
贵州省,贵阳市,520100,35.0,优,1,—,8.0,11.0,0.7,76.0,30.0,24.0,2021-01-07 06:00:00
贵州省,贵阳市,520100,30.0,优,1,—,7.0,12.0,0.6,75.0,29.0,21.0,2021-01-07 07:00:00
贵州省,贵阳市,520100,30.0,优,1,—,8.0,15.0,0.7,69.0,27.0,21.0,2021-01-07 08:00:00
贵州省,贵阳市,520100,28.0,优,1,—,9.0,17.0,0.7,66.0,24.0,19.0,2021-01-07 09:00:00
贵州省,贵阳市,520100,20.0,优,1,—,10.0,19.0,0.7,64.0,20.0,14.0,2021-01-07 10:00:00
贵州省,贵阳市,520100,22.0,优,1,—,12.0,18.0,0.7,62.0,20.0,15.0,2021-01-07 11:00:00
贵州省,贵阳市,520100,22.0,优,1,—,13.0,18.0,0.7,60.0,22.0,14.0,2021-01-07 12:00:00
贵州省,贵阳市,520100,24.0,优,1,—,15.0,17.0,0.7,59.0,24.0,15.0,2021-01-07 13:00:00
贵州省,贵阳市,520100,23.0,优,1,—,13.0,17.0,0.7,57.0,23.0,12.0,2021-01-07 14:00:00
贵州省,贵阳市,520100,23.0,优,1,—,12.0,17.0,0.7,53.0,23.0,15.0,2021-01-07 16:00:00
贵州省,贵阳市,520100,24.0,优,1,—,11.0,17.0,0.7,50.0,24.0,16.0,2021-01-07 17:00:00
贵州省,贵阳市,520100,26.0,优,1,—,11.0,18.0,0.7,49.0,26.0,17.0,2021-01-07 18:00:00
贵州省,贵阳市,520100,23.0,优,1,—,10.0,18.0,0.7,49.0,23.0,15.0,2021-01-07 19:00:00
贵州省,贵阳市,520100,23.0,优,1,—,10.0,16.0,0.7,51.0,23.0,16.0,2021-01-07 20:00:00
贵州省,贵阳市,520100,25.0,优,1,—,9.0,14.0,0.7,53.0,23.0,17.0,2021-01-07 21:00:00
贵州省,贵阳市,520100,25.0,优,1,—,10.0,13.0,0.7,52.0,25.0,16.0,2021-01-07 22:00:00
贵州省,贵阳市,520100,25.0,优,1,—,10.0,12.0,0.8,50.0,23.0,17.0,2021-01-07 23:00:00
贵州省,贵阳市,520100,25.0,优,1,—,9.0,12.0,0.8,48.0,23.0,17.0,2021-01-08 00:00:00
贵州省,贵阳市,520100,25.0,优,1,—,9.0,11.0,0.8,49.0,22.0,17.0,2021-01-08 01:00:00
贵州省,贵阳市,520100,23.0,优,1,—,8.0,9.0,0.8,51.0,23.0,16.0,2021-01-08 02:00:00
贵州省,贵阳市,520100,22.0,优,1,—,8.0,9.0,0.8,50.0,19.0,15.0,2021-01-08 03:00:00
贵州省,贵阳市,520100,20.0,优,1,—,8.0,9.0,0.8,49.0,20.0,13.0,2021-01-08 04:00:00
贵州省,贵阳市,520100,19.0,优,1,—,7.0,8.0,0.8,51.0,17.0,13.0,2021-01-08 05:00:00
贵州省,贵阳市,520100,19.0,优,1,—,8.0,8.0,0.7,52.0,19.0,12.0,2021-01-08 06:00:00
贵州省,贵阳市,520100,19.0,优,1,—,7.0,9.0,0.8,50.0,19.0,13.0,2021-01-08 07:00:00
贵州省,贵阳市,520100,23.0,优,1,—,8.0,11.0,0.8,47.0,22.0,16.0,2021-01-08 08:00:00
贵州省,贵阳市,520100,26.0,优,1,—,9.0,12.0,0.8,45.0,24.0,18.0,2021-01-08 09:00:00
贵州省,贵阳市,520100,29.0,优,1,—,11.0,13.0,0.8,43.0,27.0,20.0,2021-01-08 10:00:00
贵州省,贵阳市,520100,33.0,优,1,—,14.0,14.0,0.7,48.0,31.0,23.0,2021-01-08 11:00:00
贵州省,贵阳市,520100,37.0,优,1,—,15.0,14.0,0.7,55.0,37.0,25.0,2021-01-08 12:00:00
贵州省,贵阳市,520100,39.0,优,1,—,15.0,14.0,0.7,58.0,39.0,25.0,2021-01-08 13:00:00
贵州省,贵阳市,520100,38.0,优,1,—,17.0,15.0,0.7,60.0,38.0,26.0,2021-01-08 14:00:00
贵州省,贵阳市,520100,40.0,优,1,—,18.0,17.0,0.7,57.0,40.0,27.0,2021-01-08 15:00:00
贵州省,贵阳市,520100,44.0,优,1,—,19.0,21.0,0.8,52.0,44.0,27.0,2021-01-08 16:00:00
贵州省,贵阳市,520100,46.0,优,1,—,21.0,23.0,0.8,49.0,46.0,29.0,2021-01-08 17:00:00
贵州省,贵阳市,520100,47.0,优,1,—,22.0,27.0,0.8,45.0,47.0,30.0,2021-01-08 18:00:00
贵州省,贵阳市,520100,49.0,优,1,—,23.0,28.0,0.8,42.0,49.0,31.0,2021-01-08 19:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),25.0,27.0,0.7,41.0,51.0,32.0,2021-01-08 20:00:00
贵州省,贵阳市,520100,51.0,良,2,颗粒物(PM10),23.0,24.0,0.7,43.0,52.0,34.0,2021-01-08 21:00:00
贵州省,贵阳市,520100,46.0,优,1,—,21.0,20.0,0.7,47.0,46.0,32.0,2021-01-08 22:00:00
贵州省,贵阳市,520100,42.0,优,1,—,20.0,20.0,0.7,47.0,41.0,29.0,2021-01-08 23:00:00
贵州省,贵阳市,520100,43.0,优,1,—,21.0,20.0,0.7,46.0,42.0,30.0,2021-01-09 00:00:00
贵州省,贵阳市,520100,45.0,优,1,—,20.0,18.0,0.6,51.0,45.0,30.0,2021-01-09 01:00:00
贵州省,贵阳市,520100,45.0,优,1,—,17.0,14.0,0.6,56.0,45.0,28.0,2021-01-09 02:00:00
贵州省,贵阳市,520100,42.0,优,1,—,16.0,12.0,0.6,59.0,42.0,28.0,2021-01-09 03:00:00
贵州省,贵阳市,520100,41.0,优,1,—,18.0,10.0,0.6,61.0,41.0,25.0,2021-01-09 04:00:00
贵州省,贵阳市,520100,41.0,优,1,—,19.0,9.0,0.6,61.0,41.0,26.0,2021-01-09 05:00:00
贵州省,贵阳市,520100,42.0,优,1,—,16.0,9.0,0.6,61.0,42.0,27.0,2021-01-09 06:00:00
贵州省,贵阳市,520100,42.0,优,1,—,15.0,11.0,0.6,59.0,42.0,26.0,2021-01-09 07:00:00
贵州省,贵阳市,520100,42.0,优,1,—,15.0,13.0,0.5,57.0,42.0,26.0,2021-01-09 08:00:00
贵州省,贵阳市,520100,None,优,1,—,None,None,None,None,None,None,2021-01-09 09:00:00
贵州省,贵阳市,520100,47.0,优,1,—,18.0,18.0,0.6,53.0,47.0,28.0,2021-01-09 10:00:00
贵州省,贵阳市,520100,49.0,优,1,—,20.0,20.0,0.6,52.0,49.0,30.0,2021-01-09 11:00:00
贵州省,贵阳市,520100,52.0,良,2,颗粒物(PM10),21.0,18.0,0.6,54.0,53.0,31.0,2021-01-09 12:00:00
贵州省,贵阳市,520100,53.0,良,2,颗粒物(PM10),23.0,19.0,0.6,54.0,56.0,33.0,2021-01-09 13:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),24.0,19.0,0.6,55.0,59.0,37.0,2021-01-09 14:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),23.0,19.0,0.6,56.0,62.0,37.0,2021-01-09 15:00:00
贵州省,贵阳市,520100,56.0,良,2,颗粒物(PM10),23.0,19.0,0.6,58.0,61.0,36.0,2021-01-09 16:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),21.0,20.0,0.7,60.0,59.0,36.0,2021-01-09 17:00:00
贵州省,贵阳市,520100,55.0,良,2,颗粒物(PM10),22.0,23.0,0.6,58.0,60.0,34.0,2021-01-09 18:00:00
贵州省,贵阳市,520100,54.0,良,2,颗粒物(PM10),23.0,22.0,0.6,58.0,57.0,31.0,2021-01-09 19:00:00
