aqi	so2	no2	co	o3	pm10	pm2_5	pubtime
63	10	20	0.7	63	72	45	2021/3/16 0:00
64	9	24	0.6	52	68	46	2021/3/16 1:00
63	9	24	0.7	49	71	45	2021/3/16 2:00
64	9	20	0.6	55	71	46	2021/3/16 3:00
62	8	16	0.6	59	68	44	2021/3/16 4:00
55	7	12	0.6	61	60	39	2021/3/16 5:00
53	7	11	0.6	62	51	37	2021/3/16 6:00
48	7	16	0.6	55	47	33	2021/3/16 7:00
48	8	24	0.7	46	47	33	2021/3/16 8:00
52	9	26	0.8	47	53	34	2021/3/16 9:00
56	10	23	0.7	57	61	39	2021/3/16 10:00
60	10	19	0.7	68	66	43	2021/3/16 11:00
62	9	14	0.7	82	69	44	2021/3/16 12:00
62	7	12	0.7	96	71	44	2021/3/16 13:00
64	8	11	0.7	110	70	46	2021/3/16 14:00
63	7	12	0.7	112	73	45	2021/3/16 15:00
64	7	12	0.6	116	73	46	2021/3/16 16:00
67	7	14	0.6	117	74	48	2021/3/16 17:00
67	8	18	0.7	110	74	48	2021/3/16 18:00
68	8	20	0.8	96	77	49	2021/3/16 19:00
70	8	19	0.7	84	79	51	2021/3/16 20:00
69	8	17	0.7	79	75	50	2021/3/16 21:00
68	7	17	0.7	78	74	49	2021/3/16 22:00
69	8	16	0.7	76	75	50	2021/3/16 23:00
67	7	13	0.7	76	74	48	2021/3/17 0:00
58	7	11	0.7	74	62	41	2021/3/17 1:00
48	7	10	0.7	71	48	32	2021/3/17 2:00
42	7	13	0.7	66	41	29	2021/3/17 3:00
42	8	13	0.7	65	42	27	2021/3/17 4:00
49	8	15	0.7	62	49	33	2021/3/17 5:00
53	8	17	0.7	54	54	37	2021/3/17 6:00
54	9	18	0.7	57	57	38	2021/3/17 7:00
58	9	25	0.8	53	60	41	2021/3/17 8:00
63	10	24	0.8	57	67	45	2021/3/17 9:00
63	10	19	0.8	70	71	45	2021/3/17 10:00
62	9	14	0.7	86	70	44	2021/3/17 11:00
63	8	13	0.7	99	72	45	2021/3/17 12:00
64	8	11	0.7	113	72	46	2021/3/17 13:00
63	8	10	0.7	118	75	44	2021/3/17 14:00
64	8	11	0.7	121	78	42	2021/3/17 15:00
63	8	12	0.7	121	75	41	2021/3/17 16:00
63	8	14	0.7	122	76	39	2021/3/17 17:00
63	9	18	0.7	120	76	40	2021/3/17 18:00
64	8	19	0.8	107	78	40	2021/3/17 19:00
63	8	21	0.7	96	75	41	2021/3/17 20:00
62	8	18	0.7	90	74	43	2021/3/17 21:00
61	8	16	0.7	88	71	42	2021/3/17 22:00
59	8	13	0.7	89	68	42	2021/3/17 23:00
59	7	11	0.7	92	65	42	2021/3/18 0:00
63	7	9	0.7	95	68	45	2021/3/18 1:00
59	7	9	0.7	94	67	42	2021/3/18 2:00
59	7	9	0.7	92	63	42	2021/3/18 3:00
58	7	8	0.7	90	62	41	2021/3/18 4:00
62	7	9	0.7	89	62	44	2021/3/18 5:00
62	7	9	0.7	87	62	44	2021/3/18 6:00
63	7	11	0.7	84	63	45	2021/3/18 7:00
67	8	18	0.8	76	67	48	2021/3/18 8:00
67	8	19	0.8	79	70	48	2021/3/18 9:00
68	8	15	0.8	88	74	49	2021/3/18 10:00
68	9	14	0.8	100	78	49	2021/3/18 11:00
68	9	14	0.8	112	81	49	2021/3/18 12:00
68	8	12	0.7	122	86	48	2021/3/18 13:00
66	8	11	0.7	133	82	46	2021/3/18 14:00
65	8	12	0.7	136	79	44	2021/3/18 15:00
64	8	14	0.7	137	78	43	2021/3/18 16:00
67	8	15	0.7	133	83	42	2021/3/18 17:00
67	8	18	0.7	131	84	42	2021/3/18 18:00
66	9	23	0.7	120	82	43	2021/3/18 19:00
67	9	28	0.7	106	84	45	2021/3/18 20:00
68	9	24	0.7	102	86	48	2021/3/18 21:00
70	8	21	0.8	96	89	50	2021/3/18 22:00
67	8	20	0.7	94	83	48	2021/3/18 23:00
67	8	15	0.7	96	75	48	2021/3/19 0:00
64	7	11	0.7	100	72	46	2021/3/19 1:00
63	7	10	0.7	100	71	45	2021/3/19 2:00
63	7	9	0.7	98	69	45	2021/3/19 3:00
64	7	9	0.7	95	69	46	2021/3/19 4:00
65	8	10	0.7	91	69	47	2021/3/19 5:00
65	9	9	0.7	90	69	47	2021/3/19 6:00
68	11	12	0.7	86	70	49	2021/3/19 7:00
68	12	18	0.7	80	68	49	2021/3/19 8:00
70	9	18	0.7	82	72	51	2021/3/19 9:00
70	9	16	0.7	88	76	51	2021/3/19 10:00
70	9	14	0.7	98	90	49	2021/3/19 11:00
72	9	13	0.7	111	94	51	2021/3/19 12:00
74	8	12	0.7	125	98	47	2021/3/19 13:00
71	8	11	0.7	131	91	47	2021/3/19 14:00
66	9	13	0.7	133	81	45	2021/3/19 15:00
68	8	15	0.7	132	85	44	2021/3/19 16:00
69	8	16	0.7	132	88	44	2021/3/19 17:00
69	8	21	0.8	131	87	44	2021/3/19 18:00
68	8	22	0.8	110	85	45	2021/3/19 19:00
73	8	23	0.9	64	95	49	2021/3/19 20:00
73	7	20	0.8	48	92	53	2021/3/19 21:00
70	7	16	0.7	42	81	51	2021/3/19 22:00
70	7	15	0.7	36	75	51	2021/3/19 23:00
63	6	13	0.7	35	72	45	2021/3/20 0:00
56	6	12	0.7	33	61	37	2021/3/20 1:00
52	6	11	0.7	34	53	32	2021/3/20 2:00
42	5	10	0.7	31	42	26	2021/3/20 3:00
31	5	10	0.7	28	31	16	2021/3/20 4:00
22	5	10	0.6	25	22	11	2021/3/20 5:00
18	5	9	0.6	24	18	9	2021/3/20 6:00
14	6	8	0.6	29	14	7	2021/3/20 7:00
12	6	10	0.6	30	12	4	2021/3/20 8:00
14	5	13	0.6	25	14	5	2021/3/20 9:00
16	6	14	0.6	24	16	5	2021/3/20 10:00
18	6	15	0.6	24	18	6	2021/3/20 11:00
21	6	16	0.6	31	21	7	2021/3/20 12:00
24	7	15	0.6	32	24	10	2021/3/20 13:00
27	7	14	0.6	36	27	13	2021/3/20 14:00
26	7	14	0.6	36	26	12	2021/3/20 15:00
26	7	15	0.6	34	26	12	2021/3/20 16:00
31	6	16	0.6	33	31	14	2021/3/20 17:00
30	7	18	0.6	35	30	16	2021/3/20 18:00
29	7	17	0.6	37	29	15	2021/3/20 19:00
33	7	16	0.6	33	33	19	2021/3/20 20:00
29	6	16	0.6	32	29	16	2021/3/20 21:00
22	6	15	0.6	37	22	14	2021/3/20 22:00
17	6	12	0.6	42	17	9	2021/3/20 23:00
14	6	11	0.6	44	14	8	2021/3/21 0:00
15	6	9	0.6	47	13	6	2021/3/21 1:00
16	7	8	0.6	49	11	4	2021/3/21 2:00
17	6	8	0.5	53	13	4	2021/3/21 3:00
18	6	7	0.5	55	13	5	2021/3/21 4:00
19	6	7	0.5	59	16	7	2021/3/21 5:00
22	6	7	0.5	57	22	9	2021/3/21 6:00
29	6	8	0.6	56	29	11	2021/3/21 7:00
34	7	10	0.6	56	34	13	2021/3/21 8:00
36	7	11	0.6	54	36	13	2021/3/21 9:00
33	7	13	0.6	51	33	13	2021/3/21 10:00
33	7	15	0.6	55	33	12	2021/3/21 11:00
33	8	15	0.7	60	33	14	2021/3/21 12:00
45	7	13	0.7	62	45	18	2021/3/21 13:00
43	9	13	0.7	59	43	17	2021/3/21 14:00
39	9	14	0.6	56	39	15	2021/3/21 15:00
36	8	14	0.6	53	36	14	2021/3/21 16:00
40	9	15	0.6	51	40	16	2021/3/21 17:00
48	9	14	0.6	49	48	22	2021/3/21 18:00
45	10	15	0.6	54	45	19	2021/3/21 19:00
52	10	14	0.5	58	53	18	2021/3/21 20:00
60	10	13	0.5	63	69	25	2021/3/21 21:00
85	9	12	0.4	66	120	33	2021/3/21 22:00
135	9	11	0.5	63	220	46	2021/3/21 23:00
110	8	10	0.5	59	169	38	2021/3/22 0:00
74	7	9	0.5	58	98	28	2021/3/22 1:00
60	7	9	0.4	59	69	19	2021/3/22 2:00
77	8	7	0.4	61	104	25	2021/3/22 3:00
110	8	7	0.4	58	170	38	2021/3/22 4:00
114	9	7	0.4	58	177	42	2021/3/22 5:00
130	9	7	0.4	58	210	48	2021/3/22 6:00
140	10	9	0.5	53	229	50	2021/3/22 7:00
143	11	14	0.5	47	235	52	2021/3/22 8:00
148	14	19	0.5	45	246	56	2021/3/22 9:00
157	13	19	0.5	56	264	59	2021/3/22 10:00
160	12	14	0.4	71	270	56	2021/3/22 11:00
150	10	13	0.4	76	249	45	2021/3/22 12:00
142	10	13	0.4	77	234	44	2021/3/22 13:00
134	11	15	0.5	77	218	40	2021/3/22 14:00
135	14	20	0.5	73	219	43	2021/3/22 15:00
135	14	24	0.5	70	220	44	2021/3/22 16:00
137	14	28	0.5	67	223	46	2021/3/22 17:00
134	14	31	0.5	64	218	46	2021/3/22 18:00
130	16	38	0.6	54	210	46	2021/3/22 19:00
131	18	39	0.6	46	212	50	2021/3/22 20:00
128	19	42	0.6	38	206	52	2021/3/22 21:00
128	22	45	0.6	31	205	55	2021/3/22 22:00
129	24	49	0.6	25	207	56	2021/3/22 23:00
131	21	44	0.6	25	212	59	2021/3/23 0:00
125	22	44	0.6	23	200	56	2021/3/23 1:00
128	23	41	0.6	24	205	57	2021/3/23 2:00
124	25	43	0.6	22	197	54	2021/3/23 3:00
121	25	43	0.7	18	192	52	2021/3/23 4:00
124	25	44	0.7	14	197	57	2021/3/23 5:00
123	25	44	0.7	12	196	56	2021/3/23 6:00
122	24	44	0.7	10	194	57	2021/3/23 7:00
118	28	42	0.7	12	185	57	2021/3/23 8:00
121	33	40	0.8	17	191	58	2021/3/23 9:00
128	37	43	0.8	25	206	60	2021/3/23 10:00
131	28	26	0.7	59	211	58	2021/3/23 11:00
123	19	16	0.6	82	196	47	2021/3/23 12:00
114	16	12	0.6	94	177	42	2021/3/23 13:00
109	15	12	0.6	103	167	43	2021/3/23 14:00
102	15	12	0.6	113	154	43	2021/3/23 15:00
100	16	14	0.6	122	149	43	2021/3/23 16:00
98	16	15	0.7	129	145	44	2021/3/23 17:00
97	17	21	0.7	130	143	47	2021/3/23 18:00
94	18	31	0.7	115	138	45	2021/3/23 19:00
96	24	54	0.9	73	142	47	2021/3/23 20:00
103	27	67	1	45	156	52	2021/3/23 21:00
110	27	69	1	36	169	63	2021/3/23 22:00
112	25	63	1	30	173	64	2021/3/23 23:00
106	21	48	0.9	34	161	59	2021/3/24 0:00
102	18	44	0.8	29	154	59	2021/3/24 1:00
99	17	42	0.8	23	148	60	2021/3/24 2:00
96	16	39	0.8	20	142	56	2021/3/24 3:00
94	15	36	0.8	19	138	55	2021/3/24 4:00
92	15	36	0.8	16	133	52	2021/3/24 5:00
91	16	33	0.8	17	132	52	2021/3/24 6:00
91	17	34	0.8	15	132	52	2021/3/24 7:00
92	18	32	0.9	17	133	52	2021/3/24 8:00
92	20	35	0.9	26	134	52	2021/3/24 9:00
99	20	26	0.7	53	147	53	2021/3/24 10:00
104	17	20	0.7	72	157	52	2021/3/24 11:00
105	14	18	0.6	89	159	53	2021/3/24 12:00
103	13	16	0.7	95	155	57	2021/3/24 13:00
97	14	15	0.7	96	143	52	2021/3/24 14:00
94	12	14	0.7	104	137	50	2021/3/24 15:00
85	9	15	0.8	106	119	48	2021/3/24 16:00
74	9	17	0.8	107	98	43	2021/3/24 17:00
76	10	20	0.8	100	102	46	2021/3/24 18:00
79	12	27	0.8	87	108	49	2021/3/24 19:00
82	11	29	0.8	83	113	49	2021/3/24 20:00
80	12	30	0.8	83	109	51	2021/3/24 21:00
78	11	28	0.8	85	105	52	2021/3/24 22:00
75	12	29	0.8	80	100	50	2021/3/24 23:00
74	13	25	0.8	79	98	51	2021/3/25 0:00
75	12	23	0.8	82	99	52	2021/3/25 1:00
79	11	20	0.8	84	108	49	2021/3/25 2:00
79	10	14	0.7	94	108	49	2021/3/25 3:00
80	8	12	0.7	94	109	47	2021/3/25 4:00
82	8	10	0.7	93	114	47	2021/3/25 5:00
72	7	11	0.7	89	93	43	2021/3/25 6:00
66	7	14	0.7	84	82	42	2021/3/25 7:00
61	7	21	0.8	74	71	38	2021/3/25 8:00
56	8	26	0.8	68	62	34	2021/3/25 9:00
55	9	28	0.8	61	60	32	2021/3/25 10:00
53	9	28	0.8	59	55	29	2021/3/25 11:00
51	9	24	0.8	62	51	29	2021/3/25 12:00
52	9	21	0.8	66	53	30	2021/3/25 13:00
57	10	20	0.8	71	63	36	2021/3/25 14:00
57	10	21	0.8	75	63	36	2021/3/25 15:00
57	9	21	0.8	74	63	37	2021/3/25 16:00
55	9	24	0.8	68	60	32	2021/3/25 17:00
55	9	24	0.9	66	59	31	2021/3/25 18:00
50	9	23	0.8	61	50	27	2021/3/25 19:00
45	9	29	0.9	50	45	23	2021/3/25 20:00
37	10	29	0.9	49	37	22	2021/3/25 21:00
36	10	29	0.9	47	36	22	2021/3/25 22:00
34	8	27	0.9	45	34	18	2021/3/25 23:00
26	8	25	0.9	45	26	16	2021/3/26 0:00
24	7	21	0.8	51	24	14	2021/3/26 1:00
27	6	15	0.8	62	27	14	2021/3/26 2:00
28	6	13	0.8	68	28	17	2021/3/26 3:00
32	6	11	0.8	70	32	21	2021/3/26 4:00
35	6	12	0.8	68	33	24	2021/3/26 5:00
36	7	12	0.8	67	35	25	2021/3/26 6:00
37	7	15	0.9	61	37	24	2021/3/26 7:00
42	8	26	0.9	49	39	29	2021/3/26 8:00
43	9	30	0.9	45	42	30	2021/3/26 9:00
47	11	29	0.9	53	47	31	2021/3/26 10:00
52	11	26	0.9	61	53	31	2021/3/26 11:00
53	12	22	0.9	70	56	33	2021/3/26 12:00
56	11	16	0.8	87	62	34	2021/3/26 13:00
56	9	14	0.8	96	62	32	2021/3/26 14:00
58	8	18	0.8	68	66	35	2021/3/26 15:00
65	8	18	0.8	82	79	34	2021/3/26 16:00
61	10	20	0.8	87	71	34	2021/3/26 17:00
62	11	22	0.9	72	73	37	2021/3/26 18:00
57	9	20	0.8	69	63	31	2021/3/26 19:00
54	9	19	0.7	67	58	34	2021/3/26 20:00
52	8	18	0.7	70	53	34	2021/3/26 21:00
53	8	17	0.6	73	55	37	2021/3/26 22:00
52	9	17	0.7	78	53	36	2021/3/26 23:00
42	10	17	0.7	78	42	27	2021/3/27 0:00
40	10	16	0.7	77	40	26	2021/3/27 1:00
41	9	15	0.8	75	41	28	2021/3/27 2:00
48	8	12	0.7	81	48	28	2021/3/27 3:00
48	7	11	0.7	84	48	27	2021/3/27 4:00
46	7	11	0.7	83	46	26	2021/3/27 5:00
45	8	12	0.7	78	45	29	2021/3/27 6:00
44	8	13	0.7	75	44	29	2021/3/27 7:00
41	9	16	0.7	70	41	26	2021/3/27 8:00
42	9	19	0.8	67	42	24	2021/3/27 9:00
43	10	19	0.7	69	43	24	2021/3/27 10:00
46	10	19	0.7	74	46	23	2021/3/27 11:00
48	10	21	0.7	79	48	23	2021/3/27 12:00
55	11	23	0.7	89	59	25	2021/3/27 13:00
58	12	24	0.7	102	66	28	2021/3/27 14:00
61	12	24	0.7	119	71	31	2021/3/27 15:00
62	10	21	0.7	132	74	34	2021/3/27 16:00
63	10	21	0.7	140	76	35	2021/3/27 17:00
66	11	23	0.8	143	82	39	2021/3/27 18:00
69	11	25	0.8	119	87	43	2021/3/27 19:00
74	11	20	0.8	90	98	47	2021/3/27 20:00
68	11	19	0.7	88	86	49	2021/3/27 21:00
64	11	21	0.7	83	77	46	2021/3/27 22:00
61	10	21	0.7	80	71	42	2021/3/27 23:00
58	10	25	0.7	71	65	36	2021/3/28 0:00
60	9	28	0.7	62	70	43	2021/3/28 1:00
60	9	29	0.7	58	69	38	2021/3/28 2:00
59	9	30	0.7	51	68	39	2021/3/28 3:00
60	10	36	0.7	39	70	41	2021/3/28 4:00
64	10	37	0.7	34	77	42	2021/3/28 5:00
62	10	39	0.7	29	74	42	2021/3/28 6:00
64	11	40	0.8	24	78	43	2021/3/28 7:00
67	12	43	0.8	19	83	45	2021/3/28 8:00
69	14	42	0.8	22	87	47	2021/3/28 9:00
75	15	40	0.8	30	99	51	2021/3/28 10:00
77	14	32	0.8	38	103	54	2021/3/28 11:00
71	12	24	0.8	52	92	50	2021/3/28 12:00
65	11	16	0.8	78	79	43	2021/3/28 13:00
61	8	12	0.7	98	72	38	2021/3/28 14:00
64	8	13	0.8	108	78	41	2021/3/28 15:00
63	8	14	0.8	112	76	44	2021/3/28 16:00
63	9	19	0.8	109	76	44	2021/3/28 17:00
65	9	22	0.8	99	80	44	2021/3/28 18:00
66	9	23	0.8	93	82	44	2021/3/28 19:00
65	9	23	0.8	87	80	46	2021/3/28 20:00
66	9	30	0.9	66	81	47	2021/3/28 21:00
68	10	34	0.8	54	83	49	2021/3/28 22:00
68	9	33	0.9	53	82	49	2021/3/28 23:00
64	9	34	0.9	51	78	46	2021/3/29 0:00
66	9	34	0.9	48	81	47	2021/3/29 1:00
67	9	35	0.9	50	82	48	2021/3/29 2:00
69	9	24	0.8	64	87	49	2021/3/29 3:00
64	10	16	0.7	75	74	46	2021/3/29 4:00
59	9	12	0.7	78	65	42	2021/3/29 5:00
58	8	11	0.7	78	62	41	2021/3/29 6:00
58	9	13	0.7	74	62	41	2021/3/29 7:00
62	9	24	0.8	63	63	44	2021/3/29 8:00
63	10	22	0.8	67	69	45	2021/3/29 9:00
64	10	19	0.8	79	73	46	2021/3/29 10:00
65	10	20	0.8	89	80	46	2021/3/29 11:00
68	10	18	0.8	107	85	47	2021/3/29 12:00
73	10	14	0.7	130	95	48	2021/3/29 13:00
71	8	14	0.7	136	91	48	2021/3/29 14:00
70	9	15	0.7	147	90	46	2021/3/29 15:00
71	10	17	0.7	153	92	45	2021/3/29 16:00
77	9	19	0.7	157	103	48	2021/3/29 17:00
78	8	24	0.8	147	105	49	2021/3/29 18:00
81	8	26	0.8	132	112	52	2021/3/29 19:00
77	9	42	1	92	104	53	2021/3/29 20:00
84	11	65	1.1	62	115	62	2021/3/29 21:00
94	11	60	1.1	59	132	70	2021/3/29 22:00
91	12	59	1.2	53	131	67	2021/3/29 23:00
92	10	43	1.1	65	127	68	2021/3/30 0:00
84	9	35	0.9	70	108	62	2021/3/30 1:00
79	8	29	0.9	74	100	58	2021/3/30 2:00
77	8	29	0.8	68	94	56	2021/3/30 3:00
77	8	26	0.8	60	90	56	2021/3/30 4:00
74	9	23	0.8	55	85	54	2021/3/30 5:00
78	9	26	0.9	47	84	57	2021/3/30 6:00
88	10	28	0.9	41	99	65	2021/3/30 7:00
92	10	36	1	27	100	68	2021/3/30 8:00
93	11	41	1.1	18	108	69	2021/3/30 9:00
98	16	42	1.1	35	118	73	2021/3/30 10:00
100	16	29	1	80	128	75	2021/3/30 11:00
94	13	20	0.9	118	123	70	2021/3/30 12:00
98	11	16	0.8	140	130	73	2021/3/30 13:00
97	10	15	0.7	157	128	72	2021/3/30 14:00
94	9	18	0.7	167	129	70	2021/3/30 15:00
92	8	19	0.7	173	124	68	2021/3/30 16:00
92	8	19	0.7	177	118	68	2021/3/30 17:00
92	8	29	0.7	159	119	68	2021/3/30 18:00
93	9	30	0.8	139	126	69	2021/3/30 19:00
99	10	41	0.9	112	128	74	2021/3/30 20:00
108	11	53	1	90	134	81	2021/3/30 21:00
110	10	42	1	89	135	83	2021/3/30 22:00
105	9	30	0.9	93	127	79	2021/3/30 23:00
100	9	19	0.9	102	119	75	2021/3/31 0:00
95	9	16	0.9	102	109	71	2021/3/31 1:00
94	9	15	0.9	100	114	70	2021/3/31 2:00
95	9	15	0.9	94	115	71	2021/3/31 3:00
92	9	16	0.9	84	100	68	2021/3/31 4:00
92	9	19	0.8	72	96	68	2021/3/31 5:00
92	8	20	0.8	63	96	68	2021/3/31 6:00
94	9	23	0.9	52	102	70	2021/3/31 7:00
94	10	34	1	40	99	70	2021/3/31 8:00
97	13	37	1	47	108	72	2021/3/31 9:00
99	14	32	1	79	118	74	2021/3/31 10:00
104	14	25	0.9	113	126	78	2021/3/31 11:00
107	14	22	0.9	137	136	80	2021/3/31 12:00
107	14	16	0.8	151	138	80	2021/3/31 13:00
97	10	15	0.6	156	132	72	2021/3/31 14:00
90	9	15	0.6	161	130	53	2021/3/31 15:00
90	9	19	0.7	168	130	52	2021/3/31 16:00
95	9	19	0.7	169	140	59	2021/3/31 17:00
97	9	23	0.8	163	144	65	2021/3/31 18:00
95	10	31	0.8	149	140	66	2021/3/31 19:00
99	12	42	0.9	130	147	73	2021/3/31 20:00
108	13	47	0.9	115	166	80	2021/3/31 21:00
110	12	43	0.9	107	161	83	2021/3/31 22:00
110	12	49	1	96	162	83	2021/3/31 23:00
114	12	33	0.9	108	177	86	2021/4/1 0:00
107	13	27	0.8	111	151	80	2021/4/1 1:00
107	13	23	0.8	111	143	80	2021/4/1 2:00
102	11	23	0.8	100	138	76	2021/4/1 3:00
98	9	21	0.8	75	125	73	2021/4/1 4:00
92	9	23	0.9	53	115	68	2021/4/1 5:00
92	8	22	0.9	39	109	68	2021/4/1 6:00
93	7	20	0.9	37	102	69	2021/4/1 7:00
90	7	22	0.9	36	99	67	2021/4/1 8:00
93	9	22	0.9	44	104	69	2021/4/1 9:00
102	9	18	0.9	61	119	76	2021/4/1 10:00
103	8	18	0.9	76	119	77	2021/4/1 11:00
103	9	17	0.9	101	124	77	2021/4/1 12:00
105	9	15	0.9	129	127	79	2021/4/1 13:00
103	9	14	0.9	144	123	77	2021/4/1 14:00
97	8	14	0.9	142	126	72	2021/4/1 15:00
97	7	14	0.9	127	121	72	2021/4/1 16:00
85	7	14	0.9	116	118	63	2021/4/1 17:00
76	6	15	0.9	98	102	55	2021/4/1 18:00
69	6	15	0.8	81	88	47	2021/4/1 19:00
65	6	17	0.8	65	79	47	2021/4/1 20:00
66	7	18	0.8	44	81	46	2021/4/1 21:00
63	7	17	0.8	36	76	43	2021/4/1 22:00
64	7	16	0.8	35	78	41	2021/4/1 23:00
63	6	13	0.7	37	75	37	2021/4/2 0:00
59	6	12	0.7	35	67	30	2021/4/2 1:00
56	6	11	0.7	35	61	28	2021/4/2 2:00
53	6	10	0.7	36	55	24	2021/4/2 3:00
45	6	10	0.7	37	45	19	2021/4/2 4:00
36	6	9	0.6	36	36	16	2021/4/2 5:00
34	6	9	0.7	33	34	13	2021/4/2 6:00
34	6	10	0.7	31	34	13	2021/4/2 7:00
32	6	14	0.7	29	32	12	2021/4/2 8:00
41	6	17	0.7	25	41	13	2021/4/2 9:00
42	6	20	0.7	22	42	14	2021/4/2 10:00
53	7	20	0.8	23	55	19	2021/4/2 11:00
57	7	20	0.8	31	63	22	2021/4/2 12:00
61	7	19	0.8	50	71	29	2021/4/2 13:00
64	7	17	0.7	68	77	38	2021/4/2 14:00
64	8	14	0.7	65	77	39	2021/4/2 15:00
59	6	14	0.7	62	68	33	2021/4/2 16:00
62	6	15	0.7	46	73	37	2021/4/2 17:00
65	7	17	0.7	37	80	45	2021/4/2 18:00
62	6	17	0.7	34	73	41	2021/4/2 19:00
52	6	17	0.6	35	53	31	2021/4/2 20:00
40	7	15	0.6	33	40	21	2021/4/2 21:00
35	6	16	0.6	30	35	17	2021/4/2 22:00
31	6	17	0.6	27	31	13	2021/4/2 23:00
26	6	15	0.6	27	26	10	2021/4/3 0:00
23	7	13	0.6	30	23	8	2021/4/3 1:00
22	7	11	0.5	40	22	8	2021/4/3 2:00
17	6	9	0.5	41	17	6	2021/4/3 3:00
19	7	10	0.5	39	19	4	2021/4/3 4:00
17	6	10	0.5	38	17	3	2021/4/3 5:00
17	6	9	0.5	43	17	5	2021/4/3 6:00
17	6	9	0.5	49	17	7	2021/4/3 7:00
18	6	10	0.5	52	18	7	2021/4/3 8:00
21	6	12	0.5	51	21	8	2021/4/3 9:00
27	7	14	0.5	55	27	10	2021/4/3 10:00
38	8	15	0.6	60	38	15	2021/4/3 11:00
48	8	14	0.6	62	48	22	2021/4/3 12:00
50	9	13	0.6	68	50	23	2021/4/3 13:00
51	9	12	0.5	77	52	24	2021/4/3 14:00
51	8	12	0.5	83	52	24	2021/4/3 15:00
50	8	13	0.6	78	50	24	2021/4/3 16:00
54	7	13	0.6	72	57	27	2021/4/3 17:00
51	7	15	0.7	59	52	23	2021/4/3 18:00
52	6	14	0.6	53	53	21	2021/4/3 19:00
46	6	14	0.6	47	46	19	2021/4/3 20:00
47	6	15	0.6	33	47	24	2021/4/3 21:00
45	6	14	0.6	32	45	26	2021/4/3 22:00
33	6	12	0.6	33	33	18	2021/4/3 23:00
30	6	9	0.6	39	30	13	2021/4/4 0:00
22	6	7	0.6	49	22	10	2021/4/4 1:00
19	6	7	0.6	58	18	7	2021/4/4 2:00
20	6	7	0.6	59	20	6	2021/4/4 3:00
19	6	6	0.6	58	17	6	2021/4/4 4:00
20	6	6	0.6	63	14	6	2021/4/4 5:00
22	6	6	0.6	70	12	6	2021/4/4 6:00
22	6	7	0.6	70	13	5	2021/4/4 7:00
21	6	9	0.6	65	12	5	2021/4/4 8:00
20	6	11	0.7	62	14	4	2021/4/4 9:00
19	6	12	0.7	60	13	5	2021/4/4 10:00
20	6	12	0.7	61	18	6	2021/4/4 11:00
21	6	13	0.7	61	21	6	2021/4/4 12:00
22	7	14	0.7	59	22	7	2021/4/4 13:00
25	7	13	0.7	60	25	10	2021/4/4 14:00
27	7	13	0.7	60	27	11	2021/4/4 15:00
30	7	15	0.7	56	30	13	2021/4/4 16:00
33	7	16	0.7	53	33	16	2021/4/4 17:00
42	7	20	0.7	46	42	21	2021/4/4 18:00
46	7	24	0.7	38	46	22	2021/4/4 19:00
48	8	25	0.7	34	48	25	2021/4/4 20:00
48	8	24	0.7	30	48	28	2021/4/4 21:00
48	8	23	0.7	29	48	27	2021/4/4 22:00
43	8	21	0.7	29	43	23	2021/4/4 23:00
42	7	18	0.7	30	42	23	2021/4/5 0:00
35	6	14	0.6	33	35	20	2021/4/5 1:00
25	6	12	0.6	33	25	15	2021/4/5 2:00
25	6	11	0.6	33	25	14	2021/4/5 3:00
23	6	10	0.6	31	23	16	2021/4/5 4:00
22	6	9	0.6	30	22	15	2021/4/5 5:00
21	6	9	0.6	29	21	12	2021/4/5 6:00
23	6	10	0.6	26	23	11	2021/4/5 7:00
25	6	13	0.7	25	25	11	2021/4/5 8:00
19	6	14	0.6	25	19	9	2021/4/5 9:00
21	6	17	0.7	22	21	9	2021/4/5 10:00
22	7	19	0.7	19	22	12	2021/4/5 11:00
26	7	18	0.7	22	26	14	2021/4/5 12:00
30	7	18	0.7	23	30	12	2021/4/5 13:00
34	8	18	0.7	22	34	18	2021/4/5 14:00
36	9	20	0.8	21	36	23	2021/4/5 15:00
45	9	23	0.8	19	45	27	2021/4/5 16:00
48	9	26	0.8	18	48	27	2021/4/5 17:00
52	10	30	0.8	14	54	30	2021/4/5 18:00
54	10	30	0.8	14	58	33	2021/4/5 19:00
53	9	29	0.8	11	56	33	2021/4/5 20:00
56	9	29	0.9	7	61	35	2021/4/5 21:00
55	10	28	0.9	6	59	36	2021/4/5 22:00
50	10	26	0.9	6	50	33	2021/4/5 23:00
49	10	24	0.9	7	49	31	2021/4/6 0:00
46	10	21	0.8	6	46	29	2021/4/6 1:00
42	9	19	0.8	7	42	26	2021/4/6 2:00
40	8	18	0.8	7	40	22	2021/4/6 3:00
39	8	18	0.8	6	39	23	2021/4/6 4:00
39	7	17	0.7	7	39	23	2021/4/6 5:00
32	7	16	0.7	8	32	20	2021/4/6 6:00
28	8	17	0.7	8	28	17	2021/4/6 7:00
28	9	18	0.8	8	28	17	2021/4/6 8:00
24	9	21	0.9	8	24	14	2021/4/6 9:00
24	11	22	0.9	9	24	14	2021/4/6 10:00
34	11	23	0.9	11	34	17	2021/4/6 11:00
38	11	27	0.8	11	38	20	2021/4/6 12:00
37	10	28	0.9	10	37	18	2021/4/6 13:00
