aqi,so2,no2,co,o3,pm10,pm2_5,temp,humi,w_dir,wind,rain
36,5,16,0.7,29,36,23,17,95,90,2,0.2
32,5,14,0.6,30,32,20,16,97,45,2,3.1
30,5,13,0.6,31,30,20,16,98,0,2,0.1
25,5,13,0.6,29,23,17,16,98,0,1,0
20,5,12,0.6,30,20,11,16,99,0,2,0.1
16,5,13,0.6,28,16,9,16,97,45,2,0.2
17,5,14,0.7,33,17,10,16,96,0,1,0
19,5,19,0.7,36,19,11,16,92,0,2,0
22,6,21,0.7,39,22,13,16,91,0,2,0
29,7,22,0.7,41,29,15,16,88,0,1,0
33,7,20,0.6,48,33,19,17,81,45,1,0
33,7,20,0.6,51,33,17,18,81,45,2,0
32,7,21,0.6,55,32,17,18,83,90,1,0
37,7,17,0.6,62,37,17,18,83,90,2,0
35,7,18,0.6,68,35,17,19,78,90,2,0
36,7,19,0.6,70,36,18,20,75,90,2,0
37,7,21,0.6,72,37,17,20,73,90,1,0
39,7,25,0.6,66,39,18,19,72,45,2,0
44,7,31,0.7,54,44,20,18,84,90,1,0.3
47,6,34,0.7,37,47,22,17,92,125,1,0.9
44,6,42,0.7,20,44,24,17,95,0,1,0.5
44,6,39,0.8,16,44,25,17,94,90,0,0
42,6,33,0.7,18,42,26,17,96,90,0,0
40,6,32,0.7,18,40,25,17,96,45,1,0
38,6,32,0.7,14,38,24,17,97,0,1,0
40,6,31,0.7,10,40,23,16,98,270,1,0
43,6,30,0.7,8,43,25,16,99,125,1,0
47,6,28,0.7,6,47,26,16,100,180,1,0
49,6,28,0.7,5,49,28,15,100,180,1,0
46,7,28,0.8,5,46,27,15,100,45,0,0
48,11,27,0.8,6,48,28,15,100,0,1,0
54,14,26,0.9,8,57,37,16,99,45,1,0
57,17,30,0.9,13,63,40,17,96,90,1,0
67,19,31,0.9,27,77,48,16,96,90,3,0
69,15,27,0.7,56,77,50,26,54,180,3,0
54,10,16,0.5,88,57,32,26,54,180,3,0
42,8,12,0.5,109,42,18,26,54,180,3,0
39,8,10,0.5,122,35,15,26,54,180,3,0
40,7,10,0.4,128,33,16,27,45,315,2,0
40,6,10,0.5,128,34,12,25,46,225,2,0
40,6,12,0.5,127,32,13,25,51,180,2,0
39,7,15,0.5,122,35,14,25,53,180,1,0
37,7,21,0.6,111,37,16,23,60,180,1,0
44,8,38,0.7,83,44,19,22,65,90,1,0
54,8,49,0.7,56,58,27,20,62,90,3,0
59,8,55,0.8,37,67,30,20,76,125,1,0
67,9,57,0.9,22,83,37,19,83,180,1,0
74,8,55,0.9,14,98,43,18,89,125,1,0
77,8,52,0.8,10,104,47,18,93,125,1,0
77,8,47,0.8,9,104,47,17,95,125,1,0
77,7,43,0.8,9,103,44,17,96,90,0,0
73,8,40,0.8,7,95,43,17,96,0,1,0
70,7,36,0.8,6,89,42,16,97,45,1,0
67,7,35,0.7,5,84,41,16,98,125,1,0
66,7,31,0.7,5,82,39,16,98,45,0,0
64,8,31,0.8,7,78,38,18,94,180,1,0
66,11,39,0.9,16,82,39,21,85,125,1,0
70,13,39,0.8,38,90,43,22,77,180,2,0
63,10,24,0.6,70,75,39,24,73,125,2,0
52,9,19,0.5,85,54,28,25,66,125,2,0
46,7,14,0.6,103,46,25,27,61,125,2,0
46,7,11,0.6,110,46,23,27,57,125,2,0
44,7,12,0.5,112,44,22,29,51,125,3,0
41,7,13,0.5,113,41,22,29,50,180,2,0
39,7,14,0.5,106,39,18,28,53,125,3,0
45,6,15,0.5,95,45,19,27,54,125,3,0
44,6,15,0.5,88,44,17,25,62,180,3,0
43,6,18,0.5,78,43,18,24,64,125,2,0
45,6,18,0.5,76,45,21,24,70,125,2,0
42,6,21,0.5,70,42,22,23,73,125,2,0
43,5,16,0.5,85,43,20,23,78,125,2,0
44,4,9,0.4,97,44,14,19,78,0,3,0
33,5,9,0.4,101,33,10,17,96,45,3,10.3
31,5,11,0.4,99,13,8,16,97,90,2,9
30,5,11,0.4,95,13,5,16,99,180,1,0.4
25,5,13,0.5,77,13,4,16,98,90,1,0
20,5,16,0.5,64,15,5,16,98,45,1,0
17,5,17,0.5,54,17,7,17,97,45,1,0
18,5,21,0.5,46,18,9,17,97,90,1,0
22,5,31,0.6,35,22,9,18,96,125,1,0
26,7,33,0.7,36,26,14,21,92,180,2,0
41,7,21,0.6,54,41,17,23,81,180,3,0
46,7,13,0.6,74,46,23,24,72,180,3,0
45,7,12,0.6,83,45,24,26,64,180,3,0
44,6,12,0.5,95,44,24,27,59,180,3,0
44,6,12,0.5,105,44,21,29,52,180,3,0
39,6,13,0.5,110,39,19,28,55,180,3,0
38,6,14,0.5,110,38,18,28,51,180,3,0
44,6,17,0.5,104,44,21,27,53,180,3,0
42,6,23,0.6,88,42,22,27,57,180,2,0
44,6,28,0.6,75,44,23,26,61,180,2,0
48,6,30,0.6,64,48,23,25,64,125,2,0
51,6,30,0.7,56,52,26,24,71,180,2,0
53,7,34,0.8,48,56,27,24,77,180,2,0
56,6,31,0.7,45,61,32,24,81,125,3,0
53,6,34,0.7,40,56,29,23,86,180,3,0
54,6,21,0.6,60,57,30,22,87,125,2,0
47,6,15,0.6,66,47,25,22,89,180,3,0
41,6,16,0.6,52,41,23,21,91,225,1,0
41,6,16,0.5,48,41,25,21,89,225,1,0
42,7,14,0.6,56,42,25,21,88,270,2,0
46,6,9,0.6,77,46,31,20,84,0,2,0
42,7,11,0.6,85,39,29,20,83,45,2,0
35,8,16,0.7,83,35,24,21,79,45,2,0
34,8,18,0.7,83,34,20,26,59,180,3,0
34,8,18,0.7,85,34,17,26,59,180,3,0
31,6,16,0.6,89,31,16,26,59,180,3,0
34,7,14,0.6,106,28,16,26,59,180,3,0
38,6,13,0.6,121,27,12,26,59,180,3,0
41,6,13,0.6,129,30,15,27,53,270,1,0
40,6,12,0.6,128,30,15,27,53,0,2,0
39,7,11,0.6,123,31,14,27,53,225,2,0
40,6,11,0.6,127,34,16,26,55,45,2,0
38,6,14,0.6,120,37,18,25,58,45,2,0
41,6,15,0.6,109,41,22,24,63,45,2,0
42,6,16,0.6,98,42,24,23,68,45,2,0
51,6,15,0.6,94,51,30,22,74,45,3,0.1
44,6,15,0.5,89,44,27,20,92,0,1,1.1
38,6,17,0.5,80,38,23,20,84,45,3,0.5
35,6,15,0.5,80,35,22,19,88,180,2,0.9
38,6,14,0.6,72,38,21,18,95,270,1,1.3
35,6,15,0.6,57,35,21,19,98,45,1,2.9
33,6,14,0.6,58,32,23,19,98,0,2,0.2
34,6,12,0.7,61,34,23,18,97,0,2,0.5
43,6,13,0.8,58,39,30,18,97,45,2,4.9
46,6,11,0.7,56,44,32,18,98,225,1,0
42,6,13,0.8,49,39,29,18,98,225,1,0
43,6,21,0.8,39,42,30,19,95,90,1,0
44,7,21,0.8,43,44,30,20,87,315,1,0
42,7,22,0.7,49,40,29,21,82,315,1,0
41,7,25,0.7,61,41,25,22,82,125,1,0
39,8,20,0.7,81,39,22,23,79,180,2,0
37,7,14,0.6,100,37,20,25,71,180,2,0
39,6,12,0.6,113,39,21,25,65,125,2,0
37,6,12,0.6,112,37,20,27,59,180,2,0
39,7,13,0.5,110,39,22,27,59,180,3,0
39,6,15,0.5,101,39,25,27,54,180,3,0
36,7,16,0.5,97,36,20,27,56,180,2,0
35,7,22,0.6,89,35,18,26,63,90,1,0
41,6,22,0.6,71,41,21,25,66,90,2,0
41,6,18,0.6,66,41,21,24,71,90,1,0
35,6,18,0.6,58,35,19,24,79,90,3,0
32,6,21,0.6,47,32,17,21,97,225,3,12.4
36,6,14,0.5,68,36,18,19,97,225,3,3.3
28,5,8,0.5,87,26,17,18,98,225,2,43.5
27,5,7,0.5,85,14,9,19,97,90,1,2
25,5,8,0.5,80,9,5,18,98,125,1,0
24,5,8,0.5,74,7,2,18,99,125,2,0
19,5,14,0.5,60,9,3,18,98,180,3,0
19,5,14,0.5,58,14,5,17,99,125,2,0.1
17,5,19,0.5,46,17,8,17,99,180,1,0
20,6,25,0.6,41,20,9,18,94,180,2,0
21,7,24,0.6,50,21,9,20,85,180,2,0
25,7,16,0.5,68,25,10,22,75,180,3,0
25,7,14,0.4,78,21,7,24,67,125,3,0
27,7,12,0.5,86,22,7,25,62,180,2,0
29,6,10,0.5,92,22,8,26,60,125,3,0
30,6,10,0.5,95,25,7,27,57,125,2,0
30,6,11,0.5,96,21,7,27,53,180,3,0
29,6,13,0.5,92,23,10,27,55,180,3,0
28,6,13,0.5,89,24,9,28,51,180,3,0
27,6,16,0.5,84,24,7,27,51,180,3,0
27,6,20,0.5,79,27,9,26,59,125,3,0
26,6,22,0.5,70,26,11,25,66,125,2,0
27,6,25,0.5,62,27,9,24,73,125,3,0
32,6,18,0.5,71,32,12,23,75,125,3,0
25,6,16,0.5,75,25,10,23,78,180,3,0
26,5,11,0.5,81,26,10,22,81,180,3,0
25,6,11,0.5,80,24,10,22,84,180,3,0
26,6,10,0.5,77,26,9,22,86,180,3,0
24,5,9,0.5,74,23,11,21,87,180,3,0
23,6,8,0.5,71,22,10,21,89,180,4,0
23,6,7,0.5,71,20,11,21,90,180,3,0
23,6,7,0.5,67,23,11,20,90,180,3,0
22,6,11,0.5,61,22,11,20,91,180,3,0
19,7,15,0.6,56,19,10,21,85,180,4,0
24,7,12,0.5,62,24,11,23,76,180,4,0
29,7,12,0.5,68,29,11,24,67,180,4,0
27,7,12,0.4,76,27,10,26,62,180,4,0
32,6,12,0.4,82,32,9,27,57,180,3,0
32,6,11,0.5,87,32,11,28,55,180,4,0
29,6,11,0.5,90,28,10,28,52,180,4,0
30,6,12,0.5,89,30,10,28,48,180,4,0
37,6,13,0.5,94,37,10,29,50,180,4,0
38,6,15,0.5,91,38,9,28,49,180,5,0
32,6,17,0.5,89,32,10,28,48,180,4,0
32,6,18,0.5,86,32,10,27,58,180,3,0
36,6,18,0.5,77,36,12,26,63,180,3,0
31,6,18,0.5,75,31,16,25,67,180,3,0
32,6,17,0.5,74,32,13,24,68,125,3,0
34,7,16,0.5,72,34,17,24,75,125,2,0
36,7,17,0.5,65,36,17,24,78,180,1,0
33,6,18,0.5,57,33,16,23,80,125,1,0
35,6,17,0.6,53,35,14,23,80,90,0,0
46,7,13,0.7,56,46,25,22,81,225,2,0
55,6,9,0.6,59,60,39,20,80,0,3,0
38,6,8,0.5,60,38,22,20,80,225,2,0
23,6,7,0.5,63,23,11,19,76,0,2,0
19,6,9,0.5,60,16,6,20,73,45,2,0
18,6,12,0.5,56,15,5,19,74,225,2,0
19,6,11,0.5,58,18,4,20,72,0,2,0
20,6,10,0.4,62,20,6,20,67,0,2,0
23,6,9,0.4,73,22,5,22,57,225,2,0
26,6,9,0.5,82,22,7,23,58,225,2,0
28,6,8,0.5,88,23,9,23,59,225,2,0
30,5,8,0.5,93,21,7,24,57,225,2,0
30,6,10,0.6,94,22,7,24,52,270,3,0
30,5,10,0.6,93,27,10,24,53,225,2,0
30,6,11,0.5,93,28,11,23,55,45,2,0
33,7,13,0.6,84,33,12,21,62,45,3,0
36,7,14,0.5,76,36,16,20,64,45,3,0
34,6,15,0.5,69,34,17,19,69,45,2,0
37,6,14,0.5,68,37,22,19,71,45,2,0
40,6,12,0.5,68,40,23,18,72,45,2,0
43,7,11,0.5,68,43,27,18,71,45,3,0
41,7,12,0.5,65,41,26,18,72,45,2,0
43,7,13,0.5,55,43,27,17,81,45,2,0.1
47,6,14,0.6,46,47,30,17,83,45,2,0
44,7,14,0.6,44,44,29,16,87,45,2,0.4
36,6,15,0.7,41,36,24,15,96,225,2,7.3
31,5,12,0.6,45,31,21,15,98,225,2,6.5
26,5,11,0.6,44,25,18,15,97,0,2,0.6
25,6,17,0.6,38,24,17,15,95,0,2,0
26,6,19,0.6,42,26,17,16,91,225,1,0
25,7,19,0.6,44,25,14,16,90,0,2,0
28,6,18,0.5,50,28,18,16,87,225,2,0
31,6,16,0.5,57,31,18,17,85,0,2,0
30,6,15,0.5,62,30,16,18,80,45,2,0
28,6,15,0.5,67,28,15,19,75,45,2,0
31,6,15,0.5,64,31,15,18,78,45,2,0
35,5,16,0.5,62,35,21,18,79,45,2,0
37,6,15,0.5,64,37,24,17,82,45,2,0
37,6,17,0.5,63,37,22,17,82,45,2,0
37,5,17,0.6,61,37,24,17,85,45,2,0
31,6,15,0.5,63,31,18,16,86,45,2,0
24,5,14,0.5,64,24,13,16,85,45,2,0
20,5,14,0.5,58,20,9,16,88,45,2,0
18,5,12,0.5,53,18,9,16,90,45,2,0
17,5,13,0.4,39,17,5,22,90,180,3,0
16,5,9,0.4,47,16,6,22,88,180,3,0
17,5,8,0.3,52,13,4,22,89,180,3,0
17,5,7,0.3,52,11,4,22,89,180,2,0
16,5,7,0.3,51,12,4,21,96,180,2,0
16,5,7,0.4,49,12,3,20,98,180,2,0
15,5,8,0.4,46,10,4,20,98,180,2,0.1
14,5,9,0.3,43,12,3,20,99,180,2,0.3
12,5,12,0.4,38,10,4,21,97,180,3,0
12,5,12,0.4,38,9,3,21,95,180,3,0
14,5,11,0.4,42,13,5,23,85,180,3,0
15,5,11,0.4,48,14,5,23,87,180,4,0
16,6,8,0.4,51,13,4,24,77,180,4,0
17,5,8,0.4,53,16,3,25,74,180,4,0
18,5,8,0.4,56,13,3,26,67,180,3,0
20,5,7,0.4,57,20,4,27,63,180,4,0
18,5,8,0.4,57,15,3,27,61,180,4,0
18,5,9,0.4,57,12,2,28,61,315,4,0
18,5,10,0.4,56,15,3,27,62,180,3,0
16,5,11,0.4,50,14,3,26,69,125,2,0
15,5,12,0.4,45,14,3,25,75,180,3,0
14,5,13,0.4,41,14,4,24,79,125,3,0
15,5,13,0.4,40,15,7,23,83,180,2,0
15,5,12,0.4,39,15,6,23,86,180,3,0
16,4,10,0.4,40,16,6,23,86,180,3,0
15,5,9,0.4,42,15,5,23,88,180,2,0
14,5,7,0.4,43,13,4,22,89,180,2,0
14,6,6,0.4,43,11,4,22,91,180,2,0
14,6,6,0.4,43,12,5,22,91,180,2,0
13,6,7,0.4,41,13,4,22,93,180,3,0
14,6,9,0.4,40,14,6,21,95,180,3,0
14,6,11,0.4,38,14,7,22,93,180,2,0
16,6,16,0.4,33,16,6,23,87,180,3,0
18,6,14,0.4,38,18,8,24,82,180,3,0
21,6,13,0.4,45,21,8,24,83,180,3,0
20,6,13,0.4,48,20,8,25,76,180,3,0
22,6,10,0.5,57,22,7,26,72,180,3,0
19,6,9,0.4,60,18,8,26,71,180,3,0
19,6,10,0.4,60,18,8,27,68,180,3,0
19,6,11,0.4,60,18,8,27,72,125,3,0
20,6,11,0.4,61,20,8,27,69,180,3,0
22,5,13,0.4,56,22,8,26,72,180,2,0
22,5,14,0.5,51,22,8,26,73,180,2,0
21,5,15,0.5,44,21,8,25,76,180,2,0
21,5,16,0.5,41,21,6,25,80,125,2,0
23,5,17,0.5,38,23,7,24,84,125,2,0
23,5,17,0.4,38,23,8,23,86,125,1,0
20,5,18,0.4,36,20,8,23,86,125,2,0
23,5,16,0.4,37,23,6,23,87,180,2,0
22,5,12,0.4,42,22,8,23,88,180,2,0
20,5,11,0.4,44,20,7,23,89,180,2,0
22,5,10,0.4,44,22,8,23,90,180,2,0
19,5,10,0.4,44,19,8,23,91,180,2,0
21,5,10,0.4,43,21,9,23,92,180,3,0
20,5,10,0.4,41,20,9,23,92,180,3,0
20,5,11,0.4,38,20,10,23,93,180,2,0
18,5,16,0.5,33,18,10,23,90,180,2,0
23,5,16,0.5,32,23,10,23,90,180,2,0
27,6,16,0.5,32,27,11,24,89,180,3,0
30,6,15,0.5,34,30,13,25,84,180,2,0
30,6,15,0.5,36,30,13,25,85,180,3,0
28,6,15,0.5,38,28,14,25,84,180,2,0
28,6,14,0.5,42,28,12,26,80,180,2,0
26,6,12,0.5,47,26,13,27,77,125,2,0
28,6,13,0.5,52,28,11,28,74,180,2,0
28,6,10,0.5,56,28,12,28,71,180,2,0
28,6,14,0.5,53,28,11,27,72,125,2,0
26,6,15,0.5,45,26,11,27,74,125,2,0
27,6,17,0.5,42,27,12,26,80,125,2,0
29,6,19,0.5,39,29,12,25,84,125,2,0
31,6,21,0.5,37,31,14,25,84,125,2,0
32,6,21,0.5,38,32,16,25,84,125,2,0
33,5,16,0.4,45,33,15,24,86,180,2,0
30,6,13,0.4,49,30,18,24,87,180,2,0
25,6,12,0.4,49,25,13,24,88,180,3,0
27,5,10,0.4,50,27,13,24,90,180,3,0
26,5,9,0.4,53,26,14,24,91,125,2,0
26,5,9,0.4,52,26,14,24,92,180,2,0
26,6,10,0.4,50,26,14,23,94,180,2,0
25,6,12,0.5,48,25,14,24,92,125,2,0
26,6,18,0.5,40,26,13,24,91,180,3,0
28,6,18,0.5,39,28,15,24,89,180,2,0
32,7,15,0.5,46,32,14,26,82,180,3,0
35,7,13,0.5,53,35,16,27,74,180,3,0
35,6,11,0.5,60,35,16,28,69,180,3,0
32,6,9,0.5,66,32,13,29,66,180,3,0
30,6,9,0.4,66,30,13,30,61,180,3,0
31,6,8,0.5,67,31,13,30,60,180,3,0
26,6,12,0.5,68,26,11,31,57,180,3,0
29,6,12,0.5,66,29,10,30,60,125,3,0
29,6,15,0.5,60,29,11,29,62,125,2,0
28,6,15,0.5,56,28,10,28,67,125,3,0
29,6,17,0.5,49,29,12,27,71,180,2,0
28,6,18,0.5,45,28,13,27,76,125,2,0
34,6,18,0.4,46,34,13,26,79,125,2,0
32,6,14,0.4,53,32,14,26,81,125,3,0
30,5,12,0.4,55,30,14,25,84,180,3,0
28,5,11,0.4,56,28,13,25,83,180,2,0
25,6,9,0.4,58,25,12,25,86,180,2,0
24,5,9,0.4,58,24,12,24,89,180,3,0
25,6,8,0.4,60,25,12,24,91,180,2,0
37,6,8,0.4,58,37,12,24,93,180,3,0
29,6,9,0.4,57,29,14,24,91,180,2,0
24,6,11,0.5,55,24,15,24,90,125,3,0
25,6,14,0.5,53,25,13,24,89,180,2,0
28,6,15,0.5,53,28,13,25,85,180,3,0
30,6,14,0.5,57,30,15,26,84,180,3,0
33,6,13,0.5,60,33,17,26,81,180,3,0
32,6,11,0.5,67,32,15,28,71,180,3,0
34,6,10,0.5,75,34,15,29,64,180,2,0
31,6,9,0.5,80,31,16,30,62,180,2,0
28,6,12,0.6,82,28,14,31,58,180,3,0
29,6,11,0.5,81,29,15,31,58,180,2,0
28,6,12,0.5,81,28,12,30,61,125,3,0
31,6,14,0.6,78,31,12,30,64,180,3,0
29,6,16,0.5,69,29,15,29,68,180,3,0
32,6,17,0.5,60,32,14,28,73,125,2,0
31,6,20,0.5,51,31,15,27,77,125,2,0
34,6,19,0.5,49,34,15,26,80,125,3,0
36,6,18,0.4,51,36,15,26,82,125,2,0
35,6,17,0.5,47,35,15,26,84,180,2,0
38,5,13,0.5,41,38,19,22,91,0,3,0
22,5,12,0.5,36,22,11,20,97,225,3,3.6
25,5,9,0.4,43,25,12,19,96,225,2,0.3
23,4,8,0.4,47,23,11,19,93,225,2,0.8
22,4,8,0.5,49,22,10,18,94,0,2,0.1
30,5,8,0.5,51,30,14,19,93,225,2,0.1
35,5,9,0.5,53,35,15,19,89,225,1,0
33,5,14,0.5,49,33,15,19,88,225,1,0
32,6,19,0.6,47,32,15,20,84,45,1,0
33,6,19,0.6,54,33,15,20,86,90,2,0
33,7,21,0.6,57,33,13,21,80,45,2,0
36,7,21,0.5,67,36,13,22,76,45,2,0
37,7,19,0.6,76,37,16,24,75,270,2,0
41,7,21,0.6,83,41,19,24,71,225,2,0
45,7,20,0.7,97,45,20,26,71,225,2,0
46,7,20,0.7,104,46,22,27,67,225,1,0
43,7,20,0.6,106,43,21,27,65,0,1,0
43,7,18,0.7,105,43,21,26,67,45,2,0
43,7,17,0.7,94,43,22,25,70,45,3,0
43,7,21,0.6,81,43,21,24,72,45,3,0
41,7,21,0.5,80,41,21,23,75,45,3,0
43,7,19,0.5,82,43,23,23,75,45,2,0
42,7,14,0.5,85,42,23,22,75,45,2,0
38,8,13,0.5,86,38,21,22,75,45,3,0
40,9,12,0.6,83,40,20,22,75,45,2,0
42,9,11,0.5,75,42,23,22,75,0,2,0
38,9,11,0.5,73,38,21,22,73,0,2,0
36,9,10,0.5,73,36,18,21,72,0,2,0
36,10,11,0.6,70,36,19,21,74,0,2,0
34,10,11,0.6,75,34,20,20,75,225,2,0
29,8,11,0.5,74,29,16,20,76,225,2,0
27,7,21,0.5,68,27,16,20,78,45,1,0
26,8,24,0.5,68,26,16,21,72,45,1,0
33,9,21,0.5,98,33,17,23,65,45,2,0
38,8,15,0.5,120,37,19,25,61,0,2,0
42,8,22,0.6,132,38,20,26,63,270,2,0
46,9,23,0.7,147,43,24,26,59,270,1,0
47,8,25,0.7,146,47,27,27,57,45,2,0
48,8,25,0.6,140,48,26,26,60,45,2,0
51,7,22,0.6,115,51,26,26,63,45,2,0
44,7,18,0.6,102,44,25,25,71,45,2,0
48,7,21,0.6,93,48,30,24,73,45,2,0
53,7,24,0.6,86,55,35,23,74,45,2,0
55,7,22,0.6,80,59,38,23,81,45,2,0
52,7,22,0.5,72,54,36,22,83,45,2,0
52,6,18,0.6,70,54,34,22,83,45,2,0
48,6,18,0.6,69,48,29,22,82,45,2,0
51,8,17,0.6,76,51,32,22,80,0,2,0
51,8,16,0.6,77,51,29,22,74,0,1,0
49,9,18,0.7,73,49,31,22,73,0,2,0
50,11,16,0.7,76,50,29,22,77,225,1,0
46,11,16,0.7,82,46,27,21,76,0,2,0
45,10,20,0.7,84,45,28,22,68,45,2,0
44,10,23,0.7,85,44,29,22,63,0,2,0
48,11,23,0.7,89,48,27,22,70,225,1,0
45,10,18,0.6,106,45,25,23,67,45,1,0
44,9,15,0.6,107,44,24,23,71,0,2,0
35,8,13,0.6,112,35,22,22,86,90,1,0.8
45,8,15,0.6,113,45,25,23,77,90,1,0
47,8,17,0.6,121,47,29,23,67,45,2,0
53,8,20,0.6,112,56,33,23,70,45,1,0
54,8,26,0.6,103,57,31,23,72,45,1,0
49,7,26,0.6,99,49,28,23,72,45,1,0
52,8,30,0.6,91,54,32,22,74,45,1,0
53,8,29,0.7,87,55,32,22,77,180,1,0
55,9,26,0.7,88,59,35,22,79,90,0,0
55,10,24,0.7,86,59,37,21,76,90,1,0
54,10,24,0.7,79,58,34,21,84,125,1,0
51,11,21,0.7,75,52,32,21,87,270,1,0
47,11,22,0.7,65,47,28,20,83,90,1,0
51,10,22,0.7,61,51,31,20,83,90,0,0
49,9,29,0.7,45,49,29,19,85,0,1,0
50,9,31,0.7,39,50,30,19,89,315,1,0
51,10,31,0.7,45,52,29,21,74,0,1,0
52,10,27,0.7,69,53,30,22,68,225,1,0
52,9,21,0.6,101,53,27,23,59,180,1,0
42,8,17,0.5,114,42,20,24,52,270,2,0
41,7,16,0.5,118,41,20,26,48,125,1,0
46,8,12,0.5,147,41,17,27,38,225,2,0
49,8,11,0.6,155,41,18,28,38,270,2,0
50,8,13,0.6,159,38,17,28,39,45,2,0
55,7,14,0.6,164,39,18,28,43,90,2,0
48,8,17,0.6,152,43,21,27,47,90,1,0
48,7,19,0.6,114,48,25,25,63,90,2,0
48,7,21,0.5,84,48,25,24,68,90,2,0
49,6,27,0.5,70,49,26,24,71,90,1,0
51,7,29,0.5,68,51,28,23,75,90,1,0
52,7,28,0.5,60,53,30,22,78,90,0,0
52,6,24,0.5,49,53,30,22,84,90,1,0
51,5,21,0.5,44,51,28,21,86,0,1,0
48,5,24,0.5,34,48,28,21,89,125,1,0
49,5,25,0.5,29,49,28,21,91,125,1,0
47,5,23,0.5,28,47,25,20,93,45,0,0
46,5,22,0.5,24,46,24,20,93,90,0,0
43,5,19,0.5,26,43,23,20,94,270,1,0
42,5,22,0.6,26,42,24,22,88,180,1,0
42,6,24,0.6,36,42,24,23,78,125,1,0
49,6,22,0.6,56,49,23,24,76,180,2,0
50,5,13,0.6,114,50,24,27,63,180,2,0
45,6,13,0.5,129,45,23,28,59,180,1,0
52,5,12,0.4,115,53,22,28,62,45,2,0
44,5,14,0.5,98,44,23,22,97,90,2,32.6
41,5,17,0.5,87,41,19,22,98,90,1,0.6
35,5,23,0.6,73,35,21,22,97,90,1,0.1
43,6,31,0.6,51,38,30,22,97,125,1,0
43,6,33,0.6,41,41,30,22,97,125,1,0
42,6,34,0.6,36,42,29,22,97,180,1,0
45,6,31,0.5,34,45,28,22,97,180,1,0.1
47,5,27,0.6,35,47,27,22,97,125,1,0
44,5,24,0.6,31,44,23,21,98,90,1,0
42,5,23,0.5,28,42,22,21,97,125,1,0
41,5,19,0.5,29,41,26,21,97,125,1,0
39,5,17,0.5,29,39,24,21,96,90,1,0
39,5,15,0.5,33,39,22,21,95,180,1,0
34,5,15,0.5,36,34,21,21,96,125,1,0
37,5,19,0.5,41,37,19,21,92,125,1,0
36,5,18,0.5,50,36,19,23,91,180,1,0
35,5,18,0.5,50,35,18,23,86,125,2,0
35,5,16,0.5,58,35,17,25,76,125,2,0
36,5,12,0.5,73,36,18,26,70,125,2,0
35,5,12,0.5,80,35,16,27,69,180,2,0
34,5,12,0.5,83,34,15,27,67,125,2,0
34,5,15,0.5,74,34,16,27,68,125,2,0
35,5,20,0.5,62,35,13,26,70,90,2,0
31,5,21,0.5,53,31,16,25,75,125,2,0
36,5,27,0.6,45,36,16,24,80,125,2,0
41,5,24,0.5,49,41,20,24,83,125,1,0
44,5,22,0.5,47,44,20,24,84,90,1,0
42,5,18,0.5,48,42,23,23,86,125,2,0
37,5,20,0.5,44,37,21,23,90,125,1,0
39,5,20,0.5,32,39,19,22,91,125,1,0
37,5,19,0.5,32,37,20,22,91,180,1,0
34,5,15,0.5,35,34,18,22,93,125,1,0
32,5,15,0.5,32,32,18,22,93,180,1,0
31,5,14,0.5,30,31,18,22,94,180,2,0
32,5,18,0.5,28,32,19,21,97,125,2,0.4
31,5,18,0.5,41,31,19,22,96,180,1,0
24,5,16,0.5,50,24,15,23,87,180,2,0
21,5,12,0.5,59,21,12,24,82,180,2,0
21,5,12,0.5,66,20,9,25,75,180,2,0
23,5,10,0.4,72,23,9,26,68,180,2,0
25,5,10,0.4,79,17,7,27,63,125,2,0
24,6,11,0.4,76,23,7,28,62,125,2,0
23,5,13,0.5,71,20,7,28,66,90,2,0
20,5,15,0.5,64,19,7,27,66,125,2,0
20,5,16,0.5,54,20,8,25,73,180,2,0
20,5,20,0.5,43,20,8,24,79,125,2,0
21,5,20,0.4,37,21,8,24,83,180,2,0
19,6,11,0.4,42,19,7,23,91,180,3,0
16,6,10,0.4,42,16,7,23,92,180,3,0
14,6,8,0.4,44,13,5,22,92,180,3,0
15,6,13,0.4,40,15,6,22,87,180,3,0
19,7,11,0.4,44,19,8,23,80,180,4,0
24,6,10,0.3,64,24,5,29,57,180,3,0
29,6,9,0.3,52,29,6,29,49,180,4,0
34,6,9,0.3,52,34,5,28,52,180,4,0
24,6,13,0.3,41,24,5,25,70,180,3,0
24,6,15,0.4,40,24,6,24,73,180,3,0
18,6,9,0.4,47,18,8,22,85,180,3,0
25,5,7,0.3,62,25,8,27,61,180,4,0
25,5,14,0.3,42,25,9,24,76,180,4,0
20,5,8,0.3,44,20,10,23,82,180,3,0
33,6,13,0.4,55,33,16,24,82,180,3,0
33,6,13,0.4,59,33,16,25,75,180,4,0
34,6,8,0.4,71,34,14,28,60,180,4,0
32,5,10,0.4,73,32,13,30,58,180,3,0
33,5,9,0.4,74,33,11,30,55,180,3,0
31,5,11,0.4,72,31,11,29,58,180,3,0
35,5,12,0.4,67,35,12,28,61,180,3,0
36,5,14,0.4,62,36,12,27,65,180,3,0
29,5,15,0.4,54,29,12,26,69,180,3,0
31,5,16,0.3,48,31,12,25,72,180,3,0
38,6,16,0.3,43,38,14,24,76,180,2,0
32,6,15,0.3,41,32,13,24,81,180,2,0
