aqi,so2,no2,co,o3,pm10,pm2_5,temp,humi,w_dir,wind,rain
43,12,24,0.8,25,43,21,7,96,180,3,0
38,11,20,0.7,28,38,24,8,94,180,2,0
38,11,20,0.7,27,38,23,7,95,180,3,0
40,10,17,0.7,29,40,22,7,97,180,3,0
35,10,14,0.6,31,35,20,7,98,0,2,0
29,9,12,0.6,32,29,19,7,98,180,3,0
25,8,11,0.6,32,25,15,7,98,180,3,0
20,7,10,0.6,29,20,14,7,99,180,3,0
16,7,9,0.6,28,16,10,7,99,180,3,0
15,7,8,0.6,28,12,10,7,99,180,3,0
12,6,7,0.6,28,12,8,8,99,315,2,0
10,7,8,0.6,27,10,6,8,99,180,2,0
14,7,10,0.6,25,14,6,8,99,180,2,0
14,7,14,0.6,21,14,8,8,99,315,1,0
12,8,17,0.7,18,12,8,9,99,125,2,0
16,9,19,0.7,14,16,7,9,99,125,2,0
18,12,22,0.8,12,18,10,10,98,180,2,0
27,14,24,0.8,11,27,15,11,94,180,2,0
36,17,24,0.8,17,36,22,12,90,180,3,0
40,17,21,0.8,26,40,24,14,85,180,3,0
38,14,21,0.8,34,38,22,14,84,180,3,0
40,15,21,0.7,42,40,22,15,80,180,3,0
38,14,18,0.7,54,38,24,15,81,180,4,0
41,13,19,0.7,58,41,23,16,81,180,3,0
41,16,28,0.9,37,41,22,15,81,125,2,0
49,20,33,0.9,27,49,26,16,81,125,2,0
53,27,38,1.1,24,56,32,16,83,180,3,0
56,30,37,1.2,20,61,36,16,83,180,3,0
59,17,23,1,14,68,41,14,73,0,2,0
46,9,16,0.8,11,46,30,8,88,225,2,0
25,9,15,0.8,14,25,17,7,90,0,2,0
20,9,14,0.8,15,20,11,8,87,0,2,0
16,9,14,0.7,16,16,8,7,90,45,2,0
16,10,14,0.7,18,16,7,7,92,45,2,0
16,11,14,0.7,20,16,6,7,90,45,2,0
15,11,12,0.6,28,15,6,8,87,45,2,0
12,9,11,0.6,33,12,5,8,86,0,2,0
11,9,15,0.6,25,11,3,8,81,0,2,0
11,10,17,0.6,24,11,4,8,78,0,2,0
12,10,16,0.6,25,12,5,9,72,0,3,0
14,11,14,0.6,25,14,5,9,66,0,3,0
15,10,11,0.6,29,15,4,10,61,0,3,0
15,10,10,0.7,32,15,4,10,62,0,3,0
13,10,9,0.6,40,13,4,10,62,0,3,0
16,8,10,0.6,49,13,4,10,61,0,3,0
16,8,11,0.6,50,15,4,9,59,0,3,0
18,9,13,0.6,48,18,7,8,63,0,4,0
22,9,15,0.6,46,22,9,7,67,0,2,0
25,10,15,0.6,47,25,12,7,69,45,3,0
29,12,16,0.6,49,29,14,6,67,0,3,0
31,14,16,0.6,47,31,15,6,68,45,2,0
34,14,16,0.6,47,34,18,6,70,0,2,0
34,14,16,0.6,45,34,19,6,71,0,2,0
42,14,16,0.6,45,42,22,6,73,45,2,0
44,13,14,0.7,46,44,23,6,73,0,2,0
47,13,12,0.6,48,47,24,6,75,0,2,0
47,11,10,0.6,51,47,25,6,77,45,2,0
48,12,10,0.6,51,48,24,6,77,45,2,0
48,12,10,0.6,51,48,26,5,78,45,2,0
49,12,11,0.6,51,49,26,5,80,45,1,0
51,11,11,0.6,49,52,27,5,81,45,2,0
53,10,13,0.6,43,55,29,5,83,45,2,0
52,10,15,0.6,48,54,29,5,86,45,2,0
36,11,18,0.7,56,36,19,6,80,90,1,0
31,12,19,0.7,59,31,15,7,73,0,1,0
32,12,20,0.7,61,32,18,7,68,225,1,0
34,12,18,0.7,65,34,19,8,67,45,1,0
33,12,14,0.8,73,33,22,9,65,315,1,0
36,12,16,0.7,73,36,25,9,64,125,2,0
35,12,18,0.7,69,35,23,9,65,125,2,0
38,13,21,0.8,63,38,26,9,66,45,1,0
40,14,25,0.8,59,40,24,8,68,45,1,0
45,17,26,0.8,53,45,27,8,67,90,1,0
51,18,26,0.8,51,51,32,8,70,45,2,0
52,18,21,0.8,54,54,34,7,73,45,2,0
48,16,19,0.8,53,48,33,7,75,45,2,0
49,13,16,0.7,54,47,34,6,80,45,2,0
51,10,13,0.7,54,51,34,5,93,0,2,0
43,8,11,0.7,55,43,29,5,95,0,2,0.3
30,8,10,0.7,54,30,20,5,95,45,2,0.3
20,8,9,0.7,56,20,13,5,95,0,2,0.3
17,8,9,0.7,52,16,11,5,95,0,2,0.2
18,8,9,0.7,48,17,12,5,94,45,2,0.1
18,9,9,0.7,45,17,12,5,94,45,1,0
18,9,12,0.7,40,18,11,5,93,45,1,0
19,10,18,0.7,34,18,13,5,91,0,2,0
22,12,23,0.8,28,19,15,5,89,0,1,0
28,14,26,0.9,24,23,19,6,88,45,1,0
35,19,28,0.9,22,33,24,6,86,90,1,0
41,20,27,0.9,27,41,27,8,81,90,1,0
44,20,26,0.9,30,44,27,8,77,270,1,0
42,21,29,0.9,34,42,25,8,74,0,1,0
44,23,28,0.9,36,44,26,9,72,270,1,0
46,23,32,0.9,36,46,27,10,69,125,1,0
51,23,34,0.9,35,51,31,9,69,0,1,0
52,20,33,0.9,39,53,32,9,71,45,1,0
50,19,27,0.8,42,50,30,9,72,90,1,0
50,18,21,0.8,43,50,33,8,82,90,2,0
57,15,22,0.8,40,58,40,8,85,45,1,0
60,15,22,0.8,38,63,43,8,84,180,1,0
65,14,21,0.8,37,65,47,8,86,0,0,0
65,17,22,0.8,32,65,47,8,87,125,1,0
64,15,20,0.7,32,66,46,8,89,180,1,0
64,14,20,0.7,31,63,46,7,94,125,1,0
64,13,19,0.7,30,65,46,7,95,0,0,0
65,13,19,0.7,27,70,47,7,94,90,1,0
65,12,20,0.7,25,71,47,7,95,125,1,0
68,12,20,0.7,23,73,49,7,96,125,1,0.1
65,13,22,0.7,20,70,47,7,95,125,1,0
67,13,26,0.8,15,72,48,7,96,125,1,0
68,15,30,0.9,11,72,49,7,97,180,1,0
68,15,30,0.9,12,72,49,8,96,180,2,0
60,15,27,0.8,18,64,43,8,93,180,2,0
45,15,23,0.8,29,45,26,9,89,180,3,0
43,14,19,0.8,38,43,25,9,90,180,3,0
36,12,18,0.7,41,35,25,9,88,125,2,0
39,13,21,0.8,39,39,23,10,88,180,2,0
43,14,24,0.8,36,43,26,10,87,180,2,0
45,14,30,0.8,28,45,28,10,91,180,2,0
55,13,35,0.9,18,60,33,9,96,125,1,0
56,11,38,0.9,12,61,36,9,97,90,1,0.4
47,10,30,0.8,18,47,32,9,96,90,1,0.1
38,10,28,0.8,20,36,26,9,97,180,1,0.1
32,10,29,0.8,19,32,22,9,98,0,0,0.1
31,11,33,0.9,13,31,19,9,98,180,1,0.1
32,10,33,0.9,10,32,21,9,98,180,1,0.1
29,10,32,0.9,9,29,19,9,98,125,1,0
30,10,28,0.9,11,30,19,9,98,90,1,0
26,9,24,0.8,12,25,18,9,98,0,1,0.1
25,10,21,0.8,13,22,17,9,98,0,1,0
23,9,20,0.8,13,22,16,9,98,45,1,0.1
23,9,18,0.8,13,23,16,9,98,0,1,0.1
22,9,17,0.8,13,20,15,9,98,0,1,0
20,9,21,0.9,9,18,14,9,98,0,2,0
24,9,21,0.9,8,24,16,9,97,45,2,0
27,10,18,1,8,27,18,9,96,0,2,0
39,12,17,0.9,9,38,27,9,93,0,1,0
49,13,17,1,12,45,34,10,93,0,2,0
52,16,18,1,15,48,36,10,89,0,2,0
55,18,17,0.9,22,58,39,11,86,0,2,0
63,16,18,0.9,28,60,45,12,81,0,1,0
62,15,18,0.9,31,62,44,12,78,0,2,0
64,15,22,0.9,33,62,46,12,77,45,2,0
62,17,28,0.9,32,62,44,12,77,45,2,0
63,19,34,0.9,29,64,45,12,77,45,2,0
60,19,28,0.9,36,63,43,11,80,45,2,0
55,22,24,0.8,39,55,39,10,86,45,2,0.4
62,20,21,0.8,43,61,44,10,89,45,2,0.6
60,15,20,0.8,46,58,43,10,92,0,1,1.1
65,16,23,0.9,40,61,47,10,93,0,2,0.7
72,17,26,0.9,32,67,52,9,92,0,2,0
69,15,24,0.9,29,66,50,9,91,0,1,0
70,14,23,0.9,25,63,51,9,91,45,1,0
68,14,22,0.9,24,63,49,9,89,0,1,0
67,14,21,0.9,22,62,48,9,91,225,1,0
67,15,21,0.9,21,62,48,9,91,225,1,0
67,14,21,0.9,21,62,48,9,92,0,1,0
62,13,23,0.9,17,65,44,9,92,0,2,0
64,16,27,0.9,15,66,46,10,88,0,1,0
67,18,22,0.8,30,72,48,12,77,0,1,0
63,14,18,0.7,48,61,45,12,77,0,2,0
49,14,21,0.8,52,49,33,12,72,0,2,0
51,14,18,0.7,62,52,34,13,68,45,1,0
52,13,14,0.7,72,53,34,13,67,45,2,0
59,13,17,0.7,74,60,42,13,63,45,2,0
62,15,21,0.7,68,66,44,13,65,45,1,0
67,16,24,0.8,65,69,48,14,63,45,2,0
69,16,23,0.8,65,73,50,13,66,45,2,0
73,16,23,0.8,64,76,53,12,71,45,2,0
64,18,29,0.8,54,70,46,11,75,45,2,0
62,16,27,0.8,51,68,44,10,80,0,1,0
64,15,24,0.7,44,72,46,10,83,90,1,0
62,17,22,0.7,39,62,44,10,85,90,1,0
55,17,20,0.7,41,56,39,9,84,90,1,0
52,15,20,0.7,42,52,36,9,85,0,1,0
51,12,15,0.6,50,52,33,9,84,90,1,0
47,10,11,0.6,60,47,30,9,83,45,2,0
39,9,9,0.5,65,39,25,9,86,90,2,0
35,8,8,0.5,63,35,23,8,84,90,2,0
38,9,9,0.5,63,38,26,8,83,45,1,0
42,9,10,0.5,62,36,29,8,82,90,1,0
39,10,14,0.6,57,36,27,8,83,90,1,0
39,11,17,0.6,52,38,27,9,82,90,1,0
40,12,22,0.6,47,40,25,9,81,180,1,0
38,12,25,0.6,46,38,23,10,76,125,1,0
40,12,22,0.6,50,40,21,11,73,125,2,0
41,12,21,0.6,54,41,21,11,72,315,1,0
37,13,21,0.6,55,37,21,12,68,180,2,0
42,14,22,0.6,57,42,22,13,67,180,2,0
45,14,24,0.7,57,45,22,13,67,125,2,0
47,14,24,0.7,55,47,24,12,69,125,2,0
48,16,27,0.7,49,48,26,12,73,125,2,0
51,15,26,0.7,48,52,30,11,76,125,2,0
51,14,23,0.7,50,52,27,11,82,125,2,0
53,12,25,0.7,43,55,29,10,84,90,1,0
54,12,26,0.7,33,58,33,10,93,90,1,0.2
51,9,25,0.7,27,52,35,9,95,45,1,0.4
43,9,21,0.7,27,38,30,9,96,90,1,1
29,8,19,0.6,26,26,20,9,97,125,2,0.4
23,7,18,0.7,25,20,16,9,97,315,1,0
20,7,15,0.6,26,20,13,9,97,180,2,0.1
20,7,13,0.6,26,20,14,9,97,0,0,0
18,7,13,0.6,24,18,12,8,97,0,2,0.3
15,7,12,0.6,24,15,9,7,97,0,1,0.2
14,7,13,0.6,23,14,7,7,97,0,2,0.1
12,7,17,0.6,20,12,7,7,97,45,2,0
11,7,20,0.7,17,11,6,7,98,45,1,0.1
15,7,23,0.7,14,15,9,7,97,45,1,0.1
18,9,23,0.7,14,18,11,8,97,45,2,0
22,10,24,0.7,14,22,12,8,97,0,2,0
31,10,22,0.7,15,31,15,8,97,45,2,0
24,11,20,0.7,17,24,14,8,97,0,3,0
25,11,18,0.7,18,25,14,8,97,45,2,0
27,10,20,0.7,16,27,14,8,97,45,2,0
30,10,21,0.7,16,30,19,8,97,45,2,0
32,9,23,0.7,14,32,19,8,97,45,2,0
34,10,25,0.7,12,34,20,8,97,45,2,0
37,11,24,0.7,13,37,25,8,98,0,2,0
38,10,22,0.6,15,38,21,8,98,0,2,0
36,10,22,0.6,16,36,24,8,98,0,2,0
40,10,20,0.6,18,40,25,8,98,0,1,0.1
36,9,17,0.6,23,36,22,8,98,0,1,0.2
25,8,14,0.6,26,25,17,7,98,0,2,0.5
20,8,14,0.6,23,20,11,7,97,0,1,0.1
18,8,13,0.6,19,17,12,7,97,45,1,0.1
17,8,12,0.6,18,17,9,7,97,0,2,0
15,9,13,0.6,16,15,9,7,97,0,1,0
14,9,13,0.6,15,14,9,7,96,45,2,0
17,9,12,0.6,19,17,10,7,95,0,2,0
16,8,15,0.6,17,16,7,7,95,45,2,0
12,9,19,0.7,16,12,6,7,96,0,2,0.1
15,10,19,0.6,17,15,7,7,94,45,2,0
14,10,18,0.6,21,14,6,8,89,45,2,0
19,13,18,0.7,24,19,9,9,86,0,2,0
22,14,20,0.7,25,22,10,9,88,45,1,0
23,14,22,0.7,25,23,13,9,86,0,1,0
32,15,21,0.7,25,32,16,9,86,45,1,0
38,12,20,0.6,26,38,19,9,89,0,2,0
35,12,21,0.7,24,35,18,9,92,45,1,0
33,11,22,0.7,20,33,18,8,95,0,2,4.8
29,11,23,0.7,17,29,18,8,96,45,2,0
26,11,20,0.7,21,26,17,8,95,0,2,0.3
24,11,19,0.6,23,24,16,7,94,0,2,0.1
22,11,17,0.6,26,22,15,7,92,0,3,0
19,11,14,0.6,35,19,12,7,92,45,2,0
16,10,12,0.6,38,16,9,7,92,0,2,0.1
14,9,10,0.6,40,14,8,7,93,0,1,0
19,10,12,0.7,36,19,8,6,94,0,2,0
14,8,8,0.6,43,13,7,6,96,0,2,0
14,7,8,0.6,42,13,7,6,97,45,1,1.2
13,7,8,0.6,40,13,6,6,97,45,2,0.1
12,7,8,0.6,38,11,7,6,98,0,1,0.1
12,7,12,0.7,32,12,7,6,98,45,1,0
13,8,17,0.7,25,13,7,6,98,0,1,0
14,9,21,0.8,20,14,9,6,98,0,0,0.1
20,10,25,0.8,17,20,12,7,98,45,1,0
24,11,25,0.8,16,24,13,7,97,45,1,0
25,12,26,0.8,16,25,14,7,97,45,2,0
25,12,24,0.8,16,25,15,7,97,45,2,0.1
25,14,24,0.8,16,25,16,8,97,0,2,0
27,15,24,0.8,18,27,16,8,96,0,1,0
30,14,25,0.8,16,30,15,8,94,45,2,0
34,14,24,0.8,15,34,17,8,93,0,2,0
31,12,23,0.8,16,31,16,8,94,45,2,0
29,11,24,0.8,14,29,14,8,95,0,2,0
33,12,26,0.8,12,33,16,8,96,0,2,0
34,13,24,0.8,12,34,17,8,96,0,2,0
34,13,22,0.8,12,34,18,8,94,0,2,0
36,12,21,0.8,13,36,20,8,95,0,2,0
33,12,20,0.8,12,33,19,8,95,0,1,0
37,12,20,0.8,11,37,21,8,95,0,1,0
41,11,21,0.8,7,41,24,7,95,45,2,0
41,11,20,0.9,7,41,26,7,95,0,1,0
42,11,19,0.8,8,42,28,7,94,0,1,0
45,12,19,0.8,7,42,31,7,93,0,1,0
45,11,18,0.8,8,45,31,7,92,0,1,0
46,12,18,0.9,8,44,32,8,91,45,1,0
42,13,19,0.9,7,40,29,8,92,225,1,0
41,18,20,1,8,41,28,9,89,45,1,0
50,23,22,1,11,50,30,10,84,0,1,0
54,20,21,1,17,57,35,10,79,0,2,0
52,21,22,1,20,54,36,11,80,225,2,0
52,20,20,0.9,28,54,34,12,78,125,1,0
46,16,21,0.8,31,46,28,12,75,0,1,0
44,19,23,0.8,34,44,28,13,74,0,1,0
46,19,25,0.8,33,46,28,13,73,45,1,0
50,18,26,0.8,34,50,29,13,75,45,1,0
50,19,31,0.8,27,50,27,13,76,45,1,0
50,20,34,0.9,19,50,29,13,78,45,1,0
51,22,33,0.9,17,51,29,12,80,0,2,0
49,17,27,0.8,19,49,29,12,82,45,2,0
46,17,26,0.8,17,46,29,12,84,45,1,0
43,16,24,0.8,17,43,27,12,85,0,2,0
50,14,19,0.7,20,50,28,11,87,0,2,0
48,13,17,0.7,22,48,30,11,89,0,1,0
47,11,16,0.7,23,47,29,10,94,45,2,0
40,9,14,0.7,27,40,24,10,96,0,1,0.3
34,8,12,0.7,28,34,21,10,97,225,1,0.4
28,8,12,0.7,25,26,19,10,97,0,1,0.1
25,8,13,0.7,22,23,17,10,98,0,1,0
25,8,15,0.7,18,25,16,10,97,0,1,0.1
25,8,21,0.8,13,25,16,10,97,45,1,0
23,9,21,0.8,14,22,16,10,97,0,1,0
22,10,21,0.8,16,22,13,10,95,45,2,0
23,10,21,0.8,19,23,14,11,94,0,1,0
28,13,21,0.8,24,28,16,12,91,0,1,0
34,15,22,0.8,29,34,19,12,87,125,1,0
40,16,24,0.8,31,40,22,14,82,0,1,0
43,17,27,0.8,33,43,22,14,82,125,1,0
47,15,34,0.8,27,47,26,15,83,315,1,0
52,16,37,0.8,21,54,28,14,85,125,1,0
54,14,35,0.8,20,58,30,14,88,0,0,0
54,13,31,0.9,22,58,31,13,87,45,1,0
53,13,31,0.8,17,55,28,13,89,45,1,0
54,14,31,0.9,15,58,31,13,90,0,0,0
57,14,29,0.9,13,64,36,13,90,0,1,0
60,16,28,0.8,12,70,38,13,91,45,1,0
63,16,26,0.9,11,75,41,12,93,225,1,0
64,13,23,0.8,12,77,45,12,96,0,2,0
61,10,19,0.8,13,71,43,11,97,0,2,0.1
47,8,16,0.7,15,47,31,11,96,0,2,0.2
29,8,14,0.7,15,29,20,11,95,45,2,0
19,8,14,0.7,14,19,11,11,96,0,2,0
16,9,14,0.7,12,16,11,11,96,0,1,0
20,10,16,0.7,9,20,11,10,97,45,1,0.1
23,12,19,0.8,6,23,13,10,97,125,1,0
22,13,20,0.9,7,22,14,11,97,0,1,0
30,17,20,1,7,30,17,12,95,0,1,0
40,22,21,1.1,8,40,24,12,90,45,1,0
50,22,22,1.1,10,50,30,14,82,45,1,0
54,25,24,1,15,58,32,15,79,90,2,0
58,22,27,1,23,66,40,16,73,90,1,0
59,19,28,0.9,37,68,41,18,69,270,1,0
58,17,30,0.9,50,65,40,19,65,270,1,0
59,17,33,0.9,59,67,42,19,63,180,1,0
60,17,40,0.9,57,69,43,18,68,125,1,0
63,21,51,1,41,73,45,17,74,125,1,0
66,29,61,1.4,18,81,47,16,82,125,2,0
82,29,57,1.3,11,105,60,15,87,125,2,0
73,27,50,1.2,9,93,53,15,88,125,2,0
69,18,34,0.9,18,87,48,14,90,180,2,0
56,14,26,0.8,26,61,32,14,90,125,2,0
49,12,22,0.7,30,49,29,14,93,180,2,0
46,11,20,0.7,31,46,25,14,94,180,2,0
42,11,21,0.7,27,42,24,14,94,180,2,0
47,11,20,0.7,28,47,25,14,97,180,3,0
42,9,14,0.7,37,42,24,14,98,125,3,0
38,8,10,0.6,39,38,24,14,99,180,3,0
26,8,10,0.6,38,26,17,14,98,180,3,0
26,8,15,0.7,35,25,18,14,96,180,3,0
29,9,17,0.7,35,29,19,14,95,125,2,0
34,10,20,0.7,33,34,22,14,97,180,2,0
38,10,20,0.7,34,38,23,15,93,180,3,0
38,11,18,0.7,43,38,24,17,86,180,3,0
48,12,14,0.6,61,48,29,17,84,180,2,0
51,11,13,0.6,71,51,31,19,77,180,2,0
52,10,15,0.6,76,53,33,21,68,125,3,0
55,9,13,0.6,84,60,34,21,61,180,4,0
57,9,13,0.6,86,64,34,21,61,180,4,0
56,10,16,0.6,84,61,34,21,63,180,4,0
58,10,18,0.7,77,65,35,19,73,180,3,0
57,11,20,0.7,72,63,35,18,77,125,3,0
55,10,23,0.7,63,60,36,18,79,180,3,0
55,11,18,0.7,66,59,35,18,80,180,3,0
54,10,17,0.7,69,58,33,18,81,180,3,0
55,10,14,0.6,71,60,35,18,81,180,3,0
55,9,14,0.6,72,60,38,17,82,180,1,0
54,9,15,0.6,67,58,37,17,83,180,2,0
57,10,14,0.6,67,60,40,17,84,125,2,0
55,10,14,0.6,65,59,38,17,86,180,2,0
57,10,13,0.6,61,60,40,16,87,180,2,0
57,11,18,0.6,51,59,40,16,87,180,2,0
59,11,21,0.7,47,61,42,16,87,125,1,0
59,13,36,0.8,35,59,42,16,87,180,2,0
63,14,28,0.8,49,75,42,17,82,180,3,0
63,13,19,0.7,64,76,44,18,78,180,3,0
62,12,18,0.6,72,73,44,19,73,180,3,0
64,11,16,0.6,82,71,46,21,64,0,0,0
64,10,12,0.6,96,71,46,22,58,0,0,0
63,9,11,0.6,108,71,45,23,54,0,0,0
64,9,12,0.6,118,71,46,24,53,0,0,0
64,9,13,0.6,125,75,46,24,50,0,0,0
68,9,15,0.6,129,75,49,24,47,0,0,0
68,10,18,0.6,125,76,49,24,47,0,0,0
67,12,36,0.8,90,77,48,22,60,0,0,0
75,12,33,0.8,72,90,55,20,67,0,0,0
73,11,30,0.8,63,86,53,19,73,0,0,0
68,11,25,0.7,64,80,49,19,78,0,0,0
67,10,23,0.7,63,77,48,18,81,0,0,0
63,10,20,0.7,63,72,45,18,82,0,0,0
64,9,24,0.6,52,68,46,18,82,0,0,0
63,9,24,0.7,49,71,45,18,81,0,0,0
64,9,20,0.6,55,71,46,17,84,0,0,0
62,8,16,0.6,59,68,44,16,93,0,0,2.9
55,7,12,0.6,61,60,39,16,94,0,0,0
53,7,11,0.6,62,51,37,16,94,0,0,0
48,7,16,0.6,55,47,33,16,93,0,0,0
48,8,24,0.7,46,47,33,16,92,0,0,0
52,9,26,0.8,47,53,34,17,87,0,0,0
56,10,23,0.7,57,61,39,18,82,0,0,0
60,10,19,0.7,68,66,43,20,75,0,0,0
62,9,14,0.7,82,69,44,21,70,0,0,0
62,7,12,0.7,96,71,44,23,57,0,0,0
64,8,11,0.7,110,70,46,22,61,0,0,0
63,7,12,0.7,112,73,45,24,52,0,0,0
64,7,12,0.6,116,73,46,24,54,0,0,0
67,7,14,0.6,117,74,48,23,56,0,0,0
67,8,18,0.7,110,74,48,23,59,0,0,0
68,8,20,0.8,96,77,49,21,68,0,0,0
70,8,19,0.7,84,79,51,20,76,0,0,0
69,8,17,0.7,79,75,50,19,79,0,0,0
68,7,17,0.7,78,74,49,19,80,0,0,0
69,8,16,0.7,76,75,50,19,82,0,0,0
67,7,13,0.7,76,74,48,19,84,0,0,0
58,7,11,0.7,74,62,41,19,84,0,0,0
48,7,10,0.7,71,48,32,18,86,0,0,0
42,7,13,0.7,66,41,29,18,88,0,0,0
42,8,13,0.7,65,42,27,18,89,0,0,0
49,8,15,0.7,62,49,33,18,89,0,0,0
53,8,17,0.7,54,54,37,18,88,0,0,0
54,9,18,0.7,57,57,38,17,90,0,0,0
58,9,25,0.8,53,60,41,18,89,0,0,0
63,10,24,0.8,57,67,45,18,85,0,0,0
63,10,19,0.8,70,71,45,20,79,0,0,0
62,9,14,0.7,86,70,44,22,69,180,3,0
63,8,13,0.7,99,72,45,23,60,180,2,0
64,8,11,0.7,113,72,46,25,53,180,3,0
63,8,10,0.7,118,75,44,25,50,125,3,0
64,8,11,0.7,121,78,42,26,47,180,3,0
63,8,12,0.7,121,75,41,27,45,180,3,0
63,8,14,0.7,122,76,39,27,46,180,4,0
63,9,18,0.7,120,76,40,25,52,125,3,0
64,8,19,0.8,107,78,40,24,57,125,3,0
63,8,21,0.7,96,75,41,22,69,125,3,0
62,8,18,0.7,90,74,43,21,78,125,3,0
61,8,16,0.7,88,71,42,20,80,125,3,0
59,8,13,0.7,89,68,42,20,80,125,2,0
59,7,11,0.7,92,65,42,20,81,180,3,0
63,7,9,0.7,95,68,45,20,82,180,3,0
59,7,9,0.7,94,67,42,19,84,180,3,0
59,7,9,0.7,92,63,42,19,84,180,2,0
58,7,8,0.7,90,62,41,19,84,180,2,0
62,7,9,0.7,89,62,44,19,85,180,3,0
62,7,9,0.7,87,62,44,18,85,180,3,0
63,7,11,0.7,84,63,45,18,85,180,3,0
67,8,18,0.8,76,67,48,18,84,180,3,0
67,8,19,0.8,79,70,48,20,77,180,3,0
68,8,15,0.8,88,74,49,20,71,180,4,0
68,9,14,0.8,100,78,49,23,64,180,3,0
68,9,14,0.8,112,81,49,24,53,180,3,0
68,8,12,0.7,122,86,48,26,42,180,3,0
66,8,11,0.7,133,82,46,28,37,180,3,0
65,8,12,0.7,136,79,44,28,40,180,3,0
64,8,14,0.7,137,78,43,28,37,180,3,0
67,8,15,0.7,133,83,42,28,38,180,3,0
67,8,18,0.7,131,84,42,27,41,180,3,0
66,9,23,0.7,120,82,43,25,48,125,3,0
67,9,28,0.7,106,84,45,24,55,125,3,0
68,9,24,0.7,102,86,48,22,69,180,3,0
70,8,21,0.8,96,89,50,21,74,125,2,0
67,8,20,0.7,94,83,48,21,79,180,3,0
67,8,15,0.7,96,75,48,20,79,125,3,0
64,7,11,0.7,100,72,46,20,80,180,3,0
63,7,10,0.7,100,71,45,20,82,180,3,0
63,7,9,0.7,98,69,45,19,82,180,3,0
64,7,9,0.7,95,69,46,19,82,180,3,0
65,8,10,0.7,91,69,47,19,84,180,3,0
65,9,9,0.7,90,69,47,19,83,180,3,0
68,11,12,0.7,86,70,49,18,84,180,3,0
68,12,18,0.7,80,68,49,18,85,180,3,0
70,9,18,0.7,82,72,51,19,80,180,3,0
70,9,16,0.7,88,76,51,21,72,180,4,0
70,9,14,0.7,98,90,49,22,66,180,4,0
72,9,13,0.7,111,94,51,24,52,180,4,0
74,8,12,0.7,125,98,47,27,41,315,3,0
71,8,11,0.7,131,91,47,27,42,180,3,0
66,9,13,0.7,133,81,45,27,44,180,3,0
68,8,15,0.7,132,85,44,28,42,180,3,0
69,8,16,0.7,132,88,44,28,39,180,3,0
69,8,21,0.8,131,87,44,27,43,125,2,0
68,8,22,0.8,110,85,45,25,48,125,2,0
73,8,23,0.9,64,95,49,22,58,45,3,0
73,7,20,0.8,48,92,53,18,73,0,3,0
70,7,16,0.7,42,81,51,16,79,45,3,0
70,7,15,0.7,36,75,51,15,81,45,3,0
63,6,13,0.7,35,72,45,14,84,0,2,0
56,6,12,0.7,33,61,37,14,86,0,2,0
52,6,11,0.7,34,53,32,13,87,0,2,0
42,5,10,0.7,31,42,26,12,90,45,2,0
31,5,10,0.7,28,31,16,12,92,0,2,0
22,5,10,0.6,25,22,11,11,93,0,3,0
18,5,9,0.6,24,18,9,11,93,45,3,0
14,6,8,0.6,29,14,7,10,89,45,3,0
12,6,10,0.6,30,12,4,10,86,45,3,0
14,5,13,0.6,25,14,5,10,85,45,3,0
16,6,14,0.6,24,16,5,9,88,45,3,0.2
18,6,15,0.6,24,18,6,9,89,45,2,0
21,6,16,0.6,31,21,7,9,83,45,2,0
24,7,15,0.6,32,24,10,9,82,45,3,0
27,7,14,0.6,36,27,13,9,80,45,2,0
26,7,14,0.6,36,26,12,10,79,45,2,0.1
26,7,15,0.6,34,26,12,9,81,45,3,0
31,6,16,0.6,33,31,14,9,82,45,3,0
30,7,18,0.6,35,30,16,9,82,45,2,0
29,7,17,0.6,37,29,15,9,82,0,3,0
33,7,16,0.6,33,33,19,8,83,45,3,0
29,6,16,0.6,32,29,16,7,93,45,2,0
22,6,15,0.6,37,22,14,7,91,45,3,0.1
17,6,12,0.6,42,17,9,7,89,45,3,0
14,6,11,0.6,44,14,8,7,91,45,3,0
15,6,9,0.6,47,13,6,6,88,45,3,0
16,7,8,0.6,49,11,4,6,85,45,3,0
17,6,8,0.5,53,13,4,5,87,45,3,0
18,6,7,0.5,55,13,5,5,84,45,3,0
19,6,7,0.5,59,16,7,5,83,45,3,0
22,6,7,0.5,57,22,9,5,84,45,3,0
29,6,8,0.6,56,29,11,5,87,45,3,0
34,7,10,0.6,56,34,13,6,83,0,2,0
36,7,11,0.6,54,36,13,5,82,45,3,0
33,7,13,0.6,51,33,13,6,77,45,3,0
33,7,15,0.6,55,33,12,6,76,45,3,0
33,8,15,0.7,60,33,14,7,73,45,2,0
45,7,13,0.7,62,45,18,6,77,45,2,0
43,9,13,0.7,59,43,17,7,74,45,2,0
39,9,14,0.6,56,39,15,7,73,45,2,0
36,8,14,0.6,53,36,14,7,75,45,2,0
40,9,15,0.6,51,40,16,7,77,45,2,0
48,9,14,0.6,49,48,22,6,82,45,2,0
45,10,15,0.6,54,45,19,6,79,45,2,0
52,10,14,0.5,58,53,18,6,73,45,2,0
60,10,13,0.5,63,69,25,6,69,45,3,0
85,9,12,0.4,66,120,33,6,67,45,2,0
135,9,11,0.5,63,220,46,6,66,45,3,0
